http://movie.douban.com/subject/1395471/	实习医生格蕾 Grey's Anatomy
(5星)	 哦麦糕的。我又一天看一季老。音乐不错短小精悍我喜欢            
(5星)	 紧凑。            
(5星)	 果然乱睡觉            
(4星)	 quite nice            
(5星)	 09年2月   看美剧消磨时间            
(4星)	 最讨厌的就是Grey            
(5星)	 只言片语，直抵人心            
(4星)	 4星半，不到5星。            
(NA)	 韩国人真的都是单眼皮！            
(4星)	 看到第四季就可以了            
(5星)	 看GA长知识 学单词 听OST            
(2星)	 实在不喜欢Grey那种救世主心态 人物也设计的没什么新意 就男主看着有点诱人不过杯水车薪            
(5星)	 太纠结了 追不下去了            
(NA)	 只看yang 和burke            
(5星)	 长知识~~~            
(5星)	 超级好看            
(4星)	 前段时间，很用功地在看这电视。终于给我看完。            
(NA)	 burke!!            
(NA)	 2010 俺娘一集不拉滴看完了            
(5星)	 超好~~~~没法形容~~第五季要在九月份才开始呢！！！            
(5星)	 enjoy it            
(4星)	 喜欢的第二个美剧 里面有好多经典台词  5个实习医生柴米油盐样的生活 也能如此让人着迷            
(5星)	 我的最爱...            
(3星)	 不打算看第4季了，每部的后半部分都很雷            
(4星)	 错综复杂的性关系····            
(5星)	 里面很多熟悉的歌            
(4星)	 心理阴影的医生。            
(5星)	 看了才知道编剧太棒了            
(5星)	 第2季实在太经典，好多集都哭了，，            
(5星)	 一直追随            
(5星)	 喜欢里面的插曲，有KT Tunstall的歌！            
(5星)	 derek             
(5星)	 喜欢～～！！！            
(4星)	 我對醫生劇比較沒興趣。            
(5星)	 太好看了！！！            
(5星)	 美剧启蒙剧 现在仍然记忆犹新            
(2星)	 下载了1-9集。看了1-7集。            
(4星)	 好看,值四星半            
(4星)	 配角得了奖            
(NA)	 越来越像美式穷摇。。。            
(5星)	 每一集的开头结尾，都会用一个关键词串起整个故事            
(NA)	 Derek Mere 请快点结束吧 大谢            
(NA)	 看得最累得一部剧。一边抱怨编剧一边还要追。            
(NA)	 好看            
(4星)	 医疗剧中的经典，除了主角，个个人物都很出彩            
(4星)	 多角恋的极致            
(3星)	 看了一季。还可以啦            
(5星)	 可爱人们的可爱生活            
(5星)	 有些好看有些不            
(4星)	 后来越来越没劲了。喜欢IZZIE            
(5星)	 最爱的美剧            
(4星)	 其实它开头并不好，大概得从S1E5左右才开始会比较吸引人...当时要不是calm的推荐，可能会错过这么精彩的剧集            
(5星)	 rmvb            
(4星)	 五个实习医生，为事业奋斗，为感情神伤，一切只为了最初的目标            
(4星)	 223            
(2星)	 外科索多玛 欲乱绝情医            
(4星)	 越来越拖了...            
(4星)	 后面几集变成医学案例展示了            
(5星)	 还挺好看的，我看的是CCTV版本            
(3星)	 不是我杯茶            
(5星)	 最近开始追这个很长的老美剧 看到第二季了 我爱christina    这种女人真的让我喜欢。 像顾里 不需要感情 感情是障碍  只有目标 任何时候 im fine    definitely fine.             
(5星)	 八卦什么的在哪里都很要命啊！            
(5星)	 泪点            
(5星)	 欧麦利，可怜的梅毒男。            
(4星)	 外科太神奇了；做内衣模特在美国怪被人鄙视的、有个成功的老妈、睡上司也挺让人瞧不起；最后一集太尼玛狗血，我还应该看第二季么。。。            
(4星)	 居然没标注            
(4星)	 这是我第一部全都看完的美剧啊！！！！我激动了。TAT            
(5星)	 非常好看。一夜没睡。看了十集。央视翻译的也不错。。喜欢忙碌的感觉。喜欢有事可做的感觉。喜欢有梦的感觉。让人看完想忙碌起来            
(4星)	 很好看！            
(4星)	 我能看到我暂时和别人的差距。            
(5星)	 怪不得有人和我说过第一季结束才是真正的开始....            
(5星)	 這群實習醫生對待工作的態度和那股執著的衝勁實在讓人著迷。            
(4星)	 看美剧的通病还是慢热= =第九集真好看。每次看到林永健就想笑&gt;&lt;            
(4星)	 真遗憾首播的时候没有看，每个主角都那么丑，剧情却那么好看，yeah            
(5星)	 Sometimes We have to learn our own lesson.Grey&#39;s anatomy is an excellent drama,with great music and screen player            
(4星)	 God,终于了解我老爸的痛楚了. 好剧            
(NA)	 看完这个愈发的觉得 House 太赞 了            
(4星)	 我是如此不喜欢女主...            
(5星)	 从很欢乐看到很悲伤 但是集集不能漏 S07end            
(4星)	 ccav播的也就这样了好吗。。            
(4星)	 实在是对演格蕾的那个女的无感 因为她走路真的很丑！            
(5星)	 4天看完一季了·····            
(5星)	 非常精彩是没错了，但真的是挑战心理承受能力的片啊，每一集的手术部分都是浑身发毛，心脏抽搐，蒙住眼睛挨过去的~~等我能接受了再继续看第二季吧~~            
(NA)	 看了压抑 看不下去            
(5星)	 还不错。。还好坚持看下来了=0=歌好听            
(5星)	 没几个值得五星级的！你就是其中之一！！            
(4星)	 美剧始终还是更加轻松愉快一些啊，外国人的脸啊，我根本无法分辨他们的年纪呢，就跟他们没办法理解中国人的年龄一样。不过这帮人实在可爱，每个人都很有趣~            
(NA)	 中秋节有美剧还是很充实的，开学以后赶作业应该也会很充实==            
(5星)	 恩。因为之前把office当成了实习医生，导致我不太喜欢它。。。过现在觉得还不错            
(5星)	 正如一位豆友所說，除了亂睡覺帶來的便是無限的感動！所有的！            
(5星)	 赶紧的~我要看第七季~            
(4星)	 christina～            
(3星)	 就只看了疼痛麻痹症候那集。            
(4星)	 這種生活曾經也有過 緊張 喘不過氣 等回過頭 發現已經成長            
(5星)	 I am the girl in the bar，这是后话，却是故事的开头，开头的时候料到故事会这样发展吗，第一季主线非常好，mere&amp;derek mere&amp;yang  iz&amp;alex dark&amp;twisty就是完美的3R：relatives,romance,roomates            
(3星)	 美剧般的矫情            
(4星)	 我吃这个套路的电视剧            
(5星)	 尽管有些医疗名词和演出来的手术实在太2了，尽管第一季是在嘻嘻TV上看的配音版，我还是想说很精彩！你刚觉得很假很逊，下一秒钟又完全将自己和身边人物和演员对上号，或者直接泪流满面。。。            
(4星)	 第六季看完            
(4星)	 看完了第一季，虽然中段曾觉得很精彩，但目前，已经没有再追第二季的打算了。。。            
(5星)	 喜欢christina和burke的爱情，喜欢baily的犀利，喜欢izzie的身材，喜欢george无辜的大眼睛。ccav的也在同步看。            
(5星)	 我一直以为是Grace&#39;s anatomy....哈哈 是被Will and Grace影响太深了么。除了外科手術的場景有些bloody 其餘很精彩。很喜歡george，and very glad to know he is gay in reality.            
(4星)	 医生好忙 救死扶伤 还要上床            
(4星)	 美国医学界的发达是很值得中国医疗机构学习的。整个培养过程需要漫长的精神和身体磨练，因此医生是光明地作为崇高的也是很赚钱的职业。            
(4星)	 只看了三季 不过等我看现在的 打算从头看下再 嘿嘿 还是有很多感动的  动手术的时候 有些真实的吓人            
(3星)	 B班英语老师推荐。            
(4星)	 remind me of my internship in the hospital.            
(4星)	 我爱里面的每一个人.            
(4星)	 事实上我喜欢Izzie和yang            
(5星)	 我爱医务剧，尤其是美国的。/ 但是您们大家处理感情能不能别这么纠结啊。            
(4星)	 第一季的最后一句才是最吸引人的！！！            
(5星)	 这也叫医务剧吗……            
(5星)	 Ellen Pompeo 声音真好听……            
(5星)	 GRACIE很久前就向我推荐的。后知后觉。才开始看。太好看了            
(5星)	 除了 Dr.Yang 和 解剖 我不知道在看什么。。。            
(5星)	 很好的医务剧。里面的人我居然破天荒的都喜欢。            
(4星)	 看了2季，暂时放下。话说我实在受不了那位一笑跟哭一样的女猪脚了。。            
(4星)	 不错的剧，可惜我实在不喜欢那对G男女            
(5星)	 催泪大戏 啊哈、            
(5星)	 就……我是未来医生嘛~            
(4星)	 前阵子在看 传说中编剧极佳的美剧  经我鉴定：反正不难看            
(NA)	 后面就变成……厄……各种情了            
(4星)	 看看感情戏            
(4星)	 。。。我还是喜欢Private Practice里面的Addison            
(NA)	 要不是E9尾段Addison的突然出现，我极有可能错过了这部好剧。            
(3星)	 只看了第一季            
(5星)	 perfect!            
(4星)	 Christina is cute.            
(5星)	 让我就那么感动下去。。。            
(5星)	 第二大爱 陪我度过这个生不如死的夏天。。。            
(3星)	 韩国女人的长相太碍眼            
(5星)	 最后一集，太巅峰了－－很好的一个承上启下            
(5星)	 第一季还是很不错的 很多感动很多眼泪             
(4星)	 我想我还是不适合看医务剧            
(5星)	 我要买一套回来。            
(5星)	 经朋友介绍，好吧，我承认我迷上这部电视剧了！            
(NA)	 always            
(5星)	 抱着学习口语的态度，麻痹，那么多医学专业名词，本来再恶心的toefl听力里听到了，再电视剧里又再次听到，比听力还要专业，妈的            
(5星)	 女主角生孩子去了，什么时候回归呢？            
(4星)	 后面越来越啰唆，还是喜欢第一季，第一集            
(5星)	 短小且精悍的season 1 .The glass is bottomless .            
(5星)	 You simply can&#39;t stop watching            
(5星)	 从一跟到五```            
(3星)	 医务剧首推house            
(5星)	 赞一个~··            
(4星)	 开膛.            
(3星)	 说实话，这医院真是个YD的地方。老娘对小圈子里混乱的关系感到非常的困扰。            
(4星)	 前三季不错            
(4星)	 疲倦了。。不想再看了。。            
(5星)	 目前看过最好看的美剧            
(5星)	 看到现在最喜欢的了            
(5星)	 追呀追呀一直追到第五季呀            
(5星)	 美剧真的要长大了才能完全欣赏。            
(5星)	 大爱sheperd~~            
(NA)	 Lucy推荐的，我喜欢的理由是struggling and meanwhile having fun的生活～it is an attitude            
(NA)	 实习生是拿来被折磨的。这句话以后还用得上。            
(5星)	 每集的MVO很哲理，然后用整集的故事诠释哲理，光看script看不懂的剧，适合没事的时候断断续续的看。            
(5星)	 极为深刻的美剧，不过主要人物的关系还是太过混乱了，这也是多数美剧通常爱玩的把戏，更多时候是败笔。            
(5星)	 三年前的第一眼 就欲罢不能 拥有完美的开局 剧本扎实 演员出色 配乐精彩 情感也在预料之中发展 短短九集 却让人难忘 另外 我不讨厌Meredith 我觉得很真实 总有恍恍惚惚 犹犹豫豫的人....            
(4星)	 格蕾好老……            
(4星)	 眼看着越拍越烂我却对她们有感情鸟～            
(5星)	 病毒            
(NA)	 呼。累。            
(5星)	 边哭边笑边喜欢 GA就是最好的TV DRAMA！            
(5星)	 新人到老手,一步一步,,,            
(3星)	 从第一季坚持至今在看的美剧            
(5星)	 love Grey！            
(5星)	 你注定成为一个疯子，那么你注定着为一个成功者            
(4星)	 暧昧的诊所..专业的医疗术语,还是比较喜欢christina yang,她有适者生存的执念为此她可以不惜一切            
(5星)	 我爱Izzie我爱yang我爱Bailey我爱Alex我爱George...还有burke!!!!!!!!!!!!!!!!!!!!!!            
(5星)	 我的最爱！            
(5星)	 五星是打给S1和2的            
(4星)	 我喜欢看的美剧            
(4星)	 那个chritina太丑了            
(3星)	 看不懂！            
(4星)	 我不是学医的，不知道事实如何，不过这么多罕见的病例发生在同一个医院里，堪比柯南和金田一的谋杀灾难体质了            
(5星)	 没完没了的爱情啊            
(4星)	 懒得追了，而且班里同学说这季变得很莫名            
(5星)	 出演grey的演员笑起来很特别，眼神很散没有焦点，像一部科幻小说里的女人，不记得是什么故事了。笑点充足~            
(5星)	 喜欢~            
(1星)	 毫无剧情可言            
(5星)	 极爱。            
(3星)	 看着看着便也味同嚼蜡了            
(5星)	 第五季混乱开场             
(5星)	 当医生不容易 在美国            
(5星)	 最爱的美剧之一=v=            
(NA)	 因为妈妈是医生所以来看            
(5星)	 不能边吃饭边看这片子~            
(NA)	 enemy or competition   3R:relatives,romance,roomates.  Emotion is a mess.forever.   dignity尊严 fight_club            
(4星)	 没看完，天生怕血腥，医生题材不适合我，所以不是它不好看，是自己的问题~~之前居然能把code blue看完真不容易，可能是因为日剧短吧，当我知道grey有n季，我还是give up吧~~            
(NA)	 没有特别喜欢的人的噶。不过还不错。            
(5星)	 Gorgeous Chirstin            
(5星)	 紧凑的剧情             
(NA)	 看不下去...            
(4星)	 看了两季。            
(NA)	 仅限第一季...            
(5星)	 大爱            
(3星)	 我实在受不了那混乱的关系            
(5星)	 every episode is worth of a note.            
(NA)	 实际上没看几集。。            
(5星)	 S05            
(4星)	 扯            
(5星)	 一直在追、追、追……            
(4星)	 &#34;轻浮的德立克&#34;醫生好型...            
(NA)	 最爱Derik啊～            
(NA)	 记下来用来提醒自己一定一定记得去看看            
(4星)	 喜歡結尾処畫龍點睛的言語,看過不同國家的醫務劇，那些大多都是成功的案例，很少像這個現實，也更貼近生活            
(4星)	 最精彩的当属第二季，有几集独立的医患故事很出彩。第三季开始纠结，性关系极为错乱，人物关系、故事发展越发不平衡，BURKE也走了，看样子是烂尾。            
(NA)	 真没想到我能被该剧着迷，而且越看陷的越深，太TM好看了            
(3星)	 每次即將看到希望的時候，又陷入了痛苦中。關繫太復雜太混亂～還是比較愛house。            
(5星)	 不错哦。            
(NA)	 Grey&#39;s            
(4星)	 可以长些医学知识，剧情也不错，虽然比较OPEN。。。            
(NA)	 所有的医务剧都会看，但最爱的不过两三部            
(4星)	 一二季还不错。            
(5星)	 嘎嘎，任何两个人都能成为couple            
(4星)	 看到第三季完结 就这样吧            
(4星)	 迷上男主角的微笑。。。            
(5星)	 一般就爱看犯罪与侦探，想不到这部乱七八糟的片子里也有这么多让人感动的地方。。。            
(NA)	 大爱            
(4星)	 连看三季，在去年的夏天疯狂而祥林嫂的向所有人推荐。有些剧集反复温习，今年的热情终于冷却。            
(3星)	 喜欢憨憨的Geroge和漂亮的Izzie..但由于对我们的绝对主角Grey实在喜欢不来,大大影响了对这个剧的喜欢程度...            
(NA)	 多么美好的第四季收尾啊             
(4星)	 到第四季就有点没尽了 觉得美国的编剧都好可怜，没有得编了还要硬编            
(4星)	 So pick me, choose me, love me.            
(5星)	 剧情太有才了            
(5星)	 很好！            
(5星)	 很喜欢美国式的激情和人性化            
(4星)	 看到了实习医生对生命的敬畏            
(NA)	 I like it!            
(3星)	 一块香一点肥皂而已            
(5星)	 My favourate!            
(4星)	 只看第一季            
(5星)	 等第6季            
(5星)	 成长            
(5星)	 越混乱越美好            
(4星)	 推荐1-2季            
(3星)	 积极的主题，频繁的情感线索。。咳咳，也许我对医务剧真的兴趣不大            
(NA)	 看了好多遍了            
(5星)	 第一部完整追的。好！            
(NA)	 医务剧不是我的菜，还是LIE TO ME 对我的胃口。            
(1星)	 不知所云            
(5星)	 relationship            
(NA)	 且看到底不喜欢医务剧            
(5星)	 后来更新的太慢了。纠结            
(5星)	 还是第一季最好看！            
(4星)	 连载到的全看完了。。。还是爱看美剧，够紧凑。但一些地方比较离奇，文化差异吧，我理解不了诶            
(5星)	 i love M&amp;D            
(5星)	 第2季太棒了，心灵鸡汤            
(5星)	 超赞            
(NA)	 很喜欢            
(4星)	 是非常不错的医务剧             
(5星)	 完美第二季            
(NA)	 小温情，小感动            
(5星)	 肥皂了不能再肥皂的肥皂剧，I LOVE NAZI~            
(4星)	 别人推荐。            
(5星)	 s1~3五颗星,s4之后..还是洗洗睡了吧╮(╯_╰)╭            
(5星)	 let u know a lot..            
(5星)	 生活            
(5星)	 这是我看过的编剧最强的一部电视剧！            
(5星)	 一開始還蠻有意思的……            
(5星)	 cool yang            
(5星)	   非常之喜欢，看来看去还是美剧好看。            
(4星)	 我不是医生。            
(5星)	 突然想当外科医生鸟～            
(4星)	 看的第二部 美剧            
(5星)	 非常好，追了几年看            
(5星)	 ..............McDreamy            
(4星)	 前面都还不错，但到了第四季就有点不耐烦了，男男女女你爱我我爱你，基本上循环了一遍，感觉人生真是太无常了。            
(3星)	 看完第一季九集,感觉还行~也没有很好看吧...orz            
(NA)	 看到第三季，看到Meredith被她父亲狠狠一巴掌搧过去，忽然就喜欢上了这个不那么讨人喜欢的第一女主角。            
(5星)	 很好很好很好看，不过还是女生比较喜欢            
(3星)	 我还是比较爱大叔            
(3星)	 比house好看一点。感觉。但对医务剧没有爱。2S8            
(5星)	 好看啊~~            
(NA)	 又一季结束了.还是很期待第七季.            
(5星)	 要找到一凡同学哈~            
(5星)	 可能我们不能有一样的生活，可我们也要一样经历命运的捉弄。            
(3星)	 朋友强烈推荐我看 这部电视剧 好人不好当……我讨厌电视剧 除了动画 还是看了还把第一二季都看了场景基本只有三个电梯 天桥 手术室……故事也都发生在这些地方 拍的还算真实 至少血肉模糊……我无法理解他们怎么在观看手术的同时还吃的下东西 我想我永远无法理解外科医生了            
(5星)	 s1            
(3星)	 不看了   反正addi走了            
(5星)	 一直到第二季为止都不错，第三季很烂~            
(NA)	 实在是。。。很琼瑶。。。            
(4星)	 GI!GI!GI!            
(5星)	 第四季追看中。。。            
(5星)	 yang很不错            
(5星)	 八卦不止。。            
(NA)	 1季 //////////弃            
(5星)	 绝好的医务片。            
(5星)	 你比情人更能拨弄我。            
(5星)	 唯一一部没有一个我喜欢的主角但是很吸引我看下去的            
(NA)	 曾经是我最爱的美剧。不过我觉得第二季最好看。特别喜欢杨和黑人医生那一对。那个男的责任感，宠腻和眼神中的难得温柔。            
(5星)	 爱得太深沉，也就害怕爱了。            
(4星)	 前两季可以打5星，第三季开始让人受不了了。。。Christina Yang更让人喜爱，因为她知道自己要什么，不要什么，要得就全力争取，不要的就舍弃，对于自己的“灰色区域”，还是保留着自己的一份感性，女性有她这样的性格还是很难能可贵的            
(5星)	 情感线走的很自然             
(4星)	 看mm和帅哥            
(5星)	 锻炼胆量，还有大帅哥            
(3星)	 第一季是群“doer”的医生，我给四颗星；第二季开始拉郎配，但还有三星半；第三季完全群P，第四季难道玩人兽配？每况愈下。            
(5星)	 Best of all times!            
(4星)	 好看            
(5星)	 我想当医生的梦想啊            
(5星)	 看完第二季            
(4星)	 不错            
(4星)	 one of shows I like.            
(NA)	 乱搞·乱搞。讨厌男女主角             
(NA)	 非常喜欢克里斯丁娜·杨            
(5星)	 love it at the first sight ^-^            
(5星)	 Pick me            
(4星)	 喜欢第二季，你煽情，正对我味            
(4星)	 美国            
(NA)	 看第一集就放不下了呢            
(5星)	 明明看惯生死 却难以自医 我们依然继续成长            
(5星)	 每当心情不好的时候，看过它都会让自己振作起来            
(5星)	 Not only because of &#34;Derek&#34;            
(NA)	 ABC            
(5星)	 挺好的练习听力的剧集尤其每集开头结尾Grey的话都很舒服。            
(4星)	 听grey感慨            
(5星)	 欲乱绝情医            
(4星)	 706            
(5星)	 实习医生GREY            
(4星)	 最喜欢George了，超可爱XD            
(4星)	 目前最喜欢Alex和Izzie，估计这对是成了，反正千万别手贱点到剧透之类的就行了⋯⋯            
(5星)	 这就是我的开胃菜！第一部！力挺！            
(5星)	 偷偷的就把第一季看完了。我是少女，昂！            
(5星)	 太对胃口了，又多了一部要追的剧。。            
(3星)	 重复又重复的桥段，好吧，我承认我看了4季，3分吧            
(NA)	 果然老了比较爱看！            
(4星)	 看得都怕去医院了吧-_-            
(5星)	 好酷啊。早知道好好学解剖了。真讨厌女主角 艾伦旁派好老，还到处发骚。            
(5星)	 我比较喜欢Preston和Cristina，原来黑人戴眼镜的时候还是蛮好看滴~            
(5星)	 惊艳起航            
(4星)	 情节紧凑又风趣幽默，口语还适合学习，美剧迷必备良药......            
(4星)	 追了很多季，最喜欢的不是格雷            
(3星)	 看得心烦            
(5星)	 那时候grace超爱            
(4星)	 肥皂剧肥皂剧            
(4星)	 CB完全是在COS啊            
(5星)	 格蕾是个麻烦的bitch！！！主角厌恶症顶峰（尤其是主角这么丑陋的时候擦啊没发压抑！！！ 亚裔女和超级帅冷酷主治医师非裔男牛逼闪闪的绝配            
(4星)	 没有特别好看，还不错吧。            
(4星)	 韩裔是亮点 不过主角实在让人无感             
(5星)	 简直是励志片……在我这么苦逼的人生阶段……挺需要的。            
(NA)	 陪我整个读研生涯的剧，忘了什么时候开始弃的了，剧里的人都还好吗。。。            
(5星)	 真心喜欢～每个人都喜欢～            
(4星)	 看了第一集就觉得神经紧张 而且内容很丰富            
(5星)	 超贊！！！但是每集最後Grey講話的時候都讓我有種在上課的感覺……             
(3星)	 不错，亮点呢，一般吧。关键是第一季看完没上瘾的美剧貌似就不很对我胃口……感叹一下：他们做手术好随便啊，信手就来刀子在人身上划么……            
(5星)	 喜欢Christina。            
(4星)	 不就是落下八季么，开始追！            
(4星)	 最有魅力的角色毫无疑问是Dr.Nazi            
(5星)	 猪脚声音和脸对不上啊 大妈脸lol声线 真尼玛诡异            
(4星)	 好看！            
(5星)	 没有Grey的日子是平淡无光的。            
(3星)	 放弃了追Gossip Girl，也放弃了格蕾，实在是受不了里面乱上床的情节            
(4星)	 歪闷在看 所以= = （已经欲罢不能了！            
(4星)	 没理由，确实感动            
(3星)	 看10集。            
(4星)	 群戏不错，就是主角不太讨喜。            
(4星)	 看了6季还是7季终于无法再继续了            
(5星)	 美剧就是好看啊！真的好看啊！最关键是，还有六季可以看啊！哈哈哈            
(5星)	 外科医生大概是这个世界最性感的职业了。            
(5星)	 直接入选我最爱美剧TOP5～            
(NA)	 都是familiar faces嘛            
(3星)	 不喜欢格雷，乔治不错，很可爱~            
(NA)	 最讨厌的一部剧 只看了第一季 忘了剧情  只记得女猪脚是个大傻13   长的真心令人生厌            
(4星)	 第八集关于命运和通灵的内容加了一颗星            
(4星)	 从小就喜欢看跟医生有关的剧，这一部也很不错，看这种剧会让人学会更珍惜生命，珍惜健康活着的每天，毕竟生命是那样的脆弱。            
(4星)	 跟我想象的不一样，美式医疗和日系医疗果然不是一个套路，超爱片头。            
(5星)	 如果女主不是女主，George不是George~！这个就是6星了啊亲！实在受不了一个苦瓜脸和一个智障脸！            
(5星)	 George太可爱了！！            
(5星)	 如果中国也是这样，那么完全没有什么不能接受。            
(4星)	 不爱主角 最爱客串大叔 哈哈            
(NA)	 mb看到了dr,shepherd时真心想说声艹            
(3星)	 看到第七集 弃            
(4星)	 和越狱一样，一定要集中精力加有耐心看。越来越惊喜。不得不说，George这娃娃全身都是萌点，连我这么个纯娘们都想化身男人把他压在身下。妈的，我最受不住温和的大叔和呆呆的男孩了。            
(4星)	 很想把每一集所遇到的所有病症都做一个笔记，，，很棒            
(5星)	 像回到当初看灌篮高手的心情            
(5星)	 我被这片打动了！好感动好感动！            
(5星)	 最爱！            
(5星)	 OST也不错啊            
(3星)	 不突出            
(4星)	 christina真的长得很像林永健……            
(5星)	 最喜欢克里斯汀娜            
(5星)	 its just, amazing            
(4星)	 果真是医学剧经典，从中可以看到好多后来者的影子，唯一的美中不足是暂时还没有哪个角色得到偏爱。            
(4星)	 如果她们演的不那么矫情，我就给5颗星辣...            
(4星)	 在办公室看完了，和超人house 比起来案例要弱多了            
(5星)	 the problem of the secret said it is even when you think u can control u cannot            
(5星)	 感觉像是在复习药理            
(4星)	 最近一段时间加班之余的主力消遣就是看格蕾了（以及逆转裁判。。努力戒断中。。）。从第一季一直追到最新一集，现在我比较喜欢 derek,mark和那一对les couple～            
(5星)	 除了grey，其他人我都喜欢            
(5星)	 爸妈的职业，TV和现实差距还是比较大            
(5星)	 不错~            
(4星)	 除了女猪脚我都很喜欢            
(3星)	 估计我只能坚持到二季了            
