http://movie.douban.com/subject/4189694/	公主嫁到
(1星)	 看之前就猜是宫心计的道具没用够，接着使，顺便拍的一出剧，看了几分钟，果然是一样的感觉，算了，弃了。            
(3星)	 真的也就还行            
(4星)	 陈豪是故意扮傻么？            
(3星)	 一般，没什么好不好。打发时间而已。            
(4星)	 中间，十四十五最搞笑。。。哈哈哈哈哈。陈豪还是比较适合演这一类的轻喜剧。。。            
(NA)	 练习粤语听力            
(4星)	 真和谐~就爱看大团圆的温馨狗血剧！            
(2星)	 2!            
(3星)	 一定要在街上拍手这么丢脸么- -            
(NA)	 看tvb一点都笑不出来  还是电影吧            
(3星)	 阵容无敌了，6个主演居然分别集齐了我最讨厌的和最待见的三个人，最终弃剧了            
(3星)	 饿。。。我越来约无聊了么            
(2星)	 其实公主很好，金家人都很极品            
(4星)	 一个家庭 一人一颗心 团结 有爱 多好。            
(4星)	 哈哈哈哈哈哈            
(3星)	 挺无聊的╮（╯▽╰）╭            
(4星)	 轻快的比较有爱～            
(NA)	 8            
(4星)	 算系TVB呢几年的佳作了！            
(3星)	 佘诗曼蛮不讲理的样子比演刘三好顺眼多了~            
(2星)	 为什么又是佘大妈和陈豪啊 居然还有夹心阿姨             
(NA)	 第四集居然有学《金枝欲孽》里陈豪拍竹梯喂乌鸦的段子。            
(NA)	 终于追完了!!!!!大结局真欢喜            
(NA)	 棄之            
(4星)	 &lt;31 完结&gt;除了恶心人的拍手和金家精神，以及又一次出演圣母角色的夹心之外，这部剧还是不错的。阿佘&amp;陈毛还有马明&amp;fala都好衬！！            
(3星)	 陈豪和佘诗曼都挺适合演喜剧个啵            
(NA)	 这种家庭剧看第一集就知道之后剧情发展有人要分家，有人要坐牢，有人要诛九族，有人要当冤大头莫名其妙被栽赃，有人要当滥好人以德报怨助仇家，最重要的是全家人都会穿着白色的囚衣住进天牢等待全部处死。但结果总是全家拖到最后一刻被翻案当庭释放然后每个人都要被配成一对在最后一刻全家福说全剧终。            
(3星)	 park plaza里断断续续看的，阴雨天，开学前等宿舍的面条生活            
(3星)	 还不错啊，蛮好笑的            
(4星)	 整个剧就是疯子一群，好笑蛮好笑的            
(3星)	 我看最后一集带发现亮点，伪装成大唐商人，欲刺杀皇帝，却被人揭发，还被皇帝布局捉拿的突厥王子本名——阿史那沙苾。。。我擦，听到突厥王子说出自己本名的一瞬间，我整个人都抽掉了好么。。。编剧大人您是有多恨突厥人啊，给人家起个名字叫“我是那傻逼”，你也太狠了吧。。。            
(4星)	 姐堕落到看TVB了，哎。但是真TM欢乐啊。            
(3星)	 为了最后那句“莪士大沙比” 哈哈哈哈哈 笑死了            
(3星)	 炒当年《醉打金枝》的冷饭，不过很欢乐~            
(3星)	 虽然不想承认，不过也算是看着TVB长大的，不管是哪部剧，其实都让人觉得好温暖好可爱。            
(NA)	 中央一竟然在播这个 啧啧            
(3星)	 居然跳着看完了。。。粤语听力见长。我依然看剧撞日天赋不减啊，七夕啊七夕，求红鸾星动！！！            
(3星)	 我不知道我算不算看过，我基本都是后脑勺对着屏幕听我舍友看，不想听也能听见，从第一集旁听到最后一集。。绝了。。。。。。。            
(4星)	 我是有多無聊。。。。。。。            
(NA)	 很难看。            
(3星)	 钟嘉欣演什么都一个样。            
(3星)	 其实一点不搞笑...但是有的地方还是笑了...            
(2星)	 慕名而来，可这跟当年梅小青的《锦绣良缘》之间的差距啊~就不说了。还有我实在是受不了陈豪的颜，演技也好不到那里去了，            
(4星)	 哈?比宫心计好看吧 - -            
(3星)	 还嫩着呢            
(3星)	 学广东话啦~            
(3星)	 金句多，矫情。Rap得不错。三公主不如三水妹            
(NA)	 马明好可爱            
(3星)	 只看了一半就没继续追了。因为越来越扯淡。            
(4星)	 一般般啦 能随便看看             
(3星)	 此港片乃戆片            
(5星)	 哇哈哈哈哈哈哈哈哈哈哈哈哈            
(4星)	 不为什么。            
(3星)	 小佘我还是很喜欢..但是剧实在有点2...            
(3星)	 很简单的剧情 很TVB  我一听念“金家精神 XXXX”就头疼 尤其是那鼓掌 好汗            
(4星)	 我还是喜欢大团圆结局的~~            
(3星)	 一般好笑            
(NA)	 坏人太多啦~~~太讨厌啦~~~睁眼说瞎话冤枉人家~            
(3星)	 好好笑啊~            
(3星)	 差几集没看完。看不下去了。。。            
(NA)	 超级大团圆，无惊喜            
(4星)	 TVB还是嗨啊            
(2星)	 愛共鳴的一家。不知道他們和伽瑪(Gamma)大星雲第58號行星K隆星有什麽深遠的民俗關係，無時無刻都愛以擊掌代替喉音共鳴，外兼亂押韻。。。            
(4星)	 好搞笑            
(4星)	 浮夸 笑一笑都给轻松 丁家夫妇演的最好!!            
(3星)	 刚开始看还挺新鲜好看的,慢慢就审美疲劳了,然后越来越拖沓            
(3星)	 叽叽喳喳的一大家子，情比金坚~~凑合看吧，还是比《宫心计》有意思。            
(4星)	 好可爱的剧！            
(NA)	 本事的编剧，就是即便让观众猜到这结局，却还甘之如贻            
(4星)	 台词一颗星，佘诗曼一颗星，妆容一颗星，服饰一颗星            
(4星)	 拍手接受不能，但喜欢TVB爱用四字词的范            
(2星)	 只是看看陈法拉的~            
(3星)	 受不了他们全家没事儿一起拍手！            
(3星)	 这么搞笑，也是一种创新哦            
(4星)	 衣家讲野开始习惯押下韵XD            
(4星)	 2010-10-5，frog。确实喜感与感动并存。            
(2星)	 实在看不下去。只看了会贤良淑德的崔太妃。最佳剧集。哈哈哈哈哈！仰天长啸。TVB你玩蛋去吧！！！            
(3星)	 看累死了，真长。。            
(3星)	 无聊的时候看看也没关系            
(3星)	 我居然看完了..            
(5星)	 有帅哥的戏总是耐看的。。            
(3星)	 结局比宫心计好看一点。。。            
(3星)	 看了一半 丢掉了。            
(3星)	 2B剧竟然也看完了。            
(NA)	 7            
(4星)	 我好爱大驸马呀，TVB每部剧里都有一个“X三好”            
(3星)	 不大喜欢台词设计...太狗血            
(3星)	 这么喜欢佘诗曼的我。但是我觉得佘诗曼这部电影真是不怎么样。            
(4星)	 很久没有看到如此欢乐团圆且励志的港剧了，阿诗的古装扮相依然很美，钟嘉欣则显得有些像村姑了。剧中一直在讲的《劝世贤言》，真是发人深省的好句。世间多苦难，多是人心损。听着那些句子，总觉得世间还是一片朗朗乾坤，好人还是要比坏人多。好人终有好报，切记切记。三星半。            
(4星)	 我觉得放松休闲时看这种轻松励志简单的电视剧最后。搞不懂为什么那么多国产的狗血电视剧，你们真的有那么多发泄不掉的情感，真的需要那么强烈的情绪纠结么？            
(3星)	 闲暇时侯放松神经的好选择            
(4星)	 单单搞笑还行            
(NA)	 看了两集，我一直笑~            
(3星)	 欢乐的几大家子，丁财旺夫妇更有喜感。            
(5星)	 纸蜻蜓            
(2星)	 是不是现在TVB都爱儿歌范儿！！大结局昭阳女儿那段看的真想shi!!!!            
(3星)	 10.19-11.5 前面有几段还挺好笑的，总的来说就是很tvb的，不好不坏，比宫心计好看些~主题歌觉得挺好听，还是一个很喜气的插曲也喜欢~后面居然来两次假死的段子....            
(3星)	 好吵...没办法和醉打金枝比...还是和溏心风暴一个路线，神经病一家人从来不正经讲话，很呱噪...            
(3星)	 只是为了马明……另外黄嘉乐在里面客串短短几分钟闪瞎我眼，以为是新人，搜来搜去才发现铁马寻桥里他竟然有出演，演了棠哥仔的小弟……但那个造型完全路人掉了，都没认出来，哪儿比得上公主嫁到里惊鸿一瞥的温润如玉，他还是古装亮眼啊。            
(2星)	 吵吵闹闹，最恶心的就是金家人的鼓掌。。。            
(3星)	 本来二星，多一颗给阿佘的。            
(4星)	 温馨浪漫轻喜剧阿            
(3星)	 OKEY啦            
(3星)	 喜欢看前边掐架的部分，后面同仇敌忾的剧情比较狗血了。粤语饶舌尚有喜感，国语版太雷            
(NA)	 陈豪有演技可言么...            
(3星)	 烂gag            
(3星)	 挺喜的，可惜大团圆结局不适合我了~            
(NA)	 20101015虽然有些神经质，但还算挺好看的            
(3星)	 挺欢乐~            
(4星)	 終於圓了我的夢^^希望那兩個人在一起            
(4星)	 我是八婆            
(4星)	 让我对佘诗曼有了新的认识……港剧经典团圆类            
(2星)	 消遣~            
(3星)	 好大嘅Happy Ending ar...            
(4星)	 想起TVB以前的古装剧了好看~~~            
(3星)	 雷得可爱            
(2星)	 不好看啊不好看，没意思啊没意思            
(3星)	 TVB现在就是混个脸熟吧，剧情硬凑牵强，还有就是做TVB艺人真的好辛苦，又要会说快板，还有念诗，还要会鼓励拍手，看来马上二人转也可以唱起来了，你们辛苦啊~~~~~~~            
(4星)	 总算TMD看完了 累死我了。。。。。。            
(NA)	 22结束吧~23四德无德~31over~恩看大团圆的时候发现粤语的确有进步了~            
(3星)	 金家很吵            
(3星)	 都是为了看关菊英。。            
(3星)	 轻轻松松搞搞笑            
(4星)	 比宫心计好看多了，陈豪和阿佘就该这么演嘛～            
(3星)	 好吵            
(3星)	 冲着陈豪和佘诗曼来滴            
(4星)	 紙蜻蜓。            
(3星)	 肥皂剧 小娱乐            
(4星)	 蛮闹腾的 轻雷            
(3星)	 好不容易撑下去看完了            
(4星)	 港式美满大结局~ 18集放电和21集三兄弟吵架最搞笑~还有五个驸马也很爆笑~ 不足是公主戏份太少了啦~ 还公主嫁到类~ 还有丁家每次情侣装好有爱~            
(1星)	 陈法拉很惹眼~~~不过俺也看不下去咯~            
(3星)	 佘诗曼是漂亮啊            
(4星)	 好好笑~~            
(4星)	 桥段还是都能猜得出来。总体很欢乐。            
(5星)	 哈哈哈哈哈哈哈哈哈哈            
(3星)	 阿佘你和那货不是爱情不是爱情是同情。。            
(3星)	 一开始激动不已，然后昏昏欲睡，最后大团圆终于可以结束了            
(3星)	 陈豪怎么看怎么丑            
(2星)	 三集弃笑点还能再低级点么（嫌弃脸            
(NA)	 虎头蛇尾            
(4星)	 唔错喔，为左度桥押韵应该花左唔少心思啦。虽然大部分系老面孔，但角色都分配的不错。            
(NA)	 突然觉得佘好漂亮........            
(2星)	 实在是不好看啊            
(3星)	 不知道播到哪里了。弃了吧。不过是第一次追TVB直播。            
(4星)	 每天一集的乐趣正正好，阿佘依旧给力，之后希望有陈法拉和马明的CP剧集~            
(3星)	 恩 搞笑版= =老妈在看 姑且瞄瞄            
(4星)	 终于看完= =其实还好啦~原谅我小公主实在丑到爆···            
(3星)	 欢欢喜喜始终是一家人，糖心风暴之古装版，从鲍鱼穿越到金器。            
(NA)	 排比句太多了。。~~            
(3星)	 越来越难看。。。TVB干嘛要行这套顺口和拍手。。好2            
(3星)	 跟醉打金枝很像，但比醉打金枝差很多。无比厌恶金家人，特别是金家精神以及拍手实在让人无法忍受，囧！最喜欢的就是马明和fala。            
(3星)	 还挺搞笑额            
(3星)	 最喜欢看他们吵架，那台词一溜一溜的可滑了呵呵            
(4星)	 蠻歡樂的，哈哈哈哈~            
(4星)	 开头镜头描写公主性格太传神了。            
(4星)	 一定得看粤语版~            
(4星)	 一般一般 有点搞笑            
(3星)	 所有的同类型港剧，都爱来个“X家精神”然后一起唱歌………………            
(4星)	 又红又专            
(4星)	 大过年的看这个真的很欢乐~不过那个&#39;爱的鼓励&#39;真的很out            
(3星)	 2012.01.14            
(3星)	 四哥不要害怕            
(NA)	 【2010-08-23】            
(2星)	 好傻            
(4星)	 多年不看TVB，这部偶然看到，简单搞笑励志的剧情，分分钟都有欢乐～            
(3星)	 每次的金家精神太让人受不了了            
(3星)	 比较好笑 适合无聊的时候看            
(3星)	 想听粤语了……想看陈法拉了……            
(3星)	 有时候热热闹闹地吵一吵也好。            
(NA)	 差点忘记了看过这个SB港剧了~~~            
(3星)	 陪老公看的打发时间的片            
(3星)	 俩人吃饭、歪沙发上，举ipad打发时间国语配音打发时间电视剧            
(4星)	 剧情反转的够多。。            
(3星)	None
(5星)	 比宫心计好看啊~~ 太立志啦这个~虽然金家精神有点搞~~ = =|||            
(3星)	 前半部还行，比较欢快搞笑，后头就成了苦难戏码，而且感情戏莫名其妙，稀里糊涂就好了。            
(4星)	 很搞笑            
(3星)	 典型TVB            
(4星)	 在浙江卫视..难得的大家都不上网..每天追着看.. 很轻松..            
(3星)	 一般的港剧套路。            
(3星)	 你说没意思吧，每天晚上12点看完，看来我更没意思。。。            
(3星)	 佘诗曼怎么这么美；如果不是粤语，台词都可以当快板听啊。            
(4星)	 喜剧什么的最喜欢了 虽然不喜欢佘诗曼 但是她在这剧里的角色没那么讨厌            
(NA)	 不喜欢            
(3星)	 我觉得佘诗曼是最美丽的亚洲人            
(4星)	 很欢乐很老少咸宜很爆米花肥皂剧            
(3星)	  央视放TVB，感觉很奇怪哟亲。            
(3星)	 笑点都很无趣。            
(4星)	 蛮好笑的。可能最近笑点低。            
(4星)	 电视剧一定理：主角是用来推动剧情的，配角是用来爱的！大爱银屏&amp;有维~~            
(4星)	 华丽丽的~~            
(4星)	 什么状况 我都看哭了=。=            
(4星)	 就喜欢这样剧情轻松结局美满的            
(4星)	 很TVB...=w=            
(3星)	 金家人也太喜剧了吧？但衣服好华丽，剧情有点拖沓~            
(3星)	 tvb群口相声            
(3星)	 我居然在看tvb剧!!!!!!!!!!第一次觉得佘诗曼不讨厌            
(3星)	 欢乐一夏~            
(4星)	 我覺得挺好看的啊- -            
(3星)	 蛮轻松的 #3            
(3星)	 我爹说 演昭阳和银屏的那俩小姑娘是马路上捡的/丁有维我的爱啊呆萌呆萌的/结局雷死我了编剧你还好吗我想问候你一下下            
(3星)	 一部饭后的小品剧，我觉得还是有很多的欣赏性的。            
(3星)	None
(2星)	 说教死了，难看死了            
(3星)	 一点点都不好看，不待见蛇啊！            
(NA)	 还真是宫心计222222一直演佘诗曼小时候的那熊孩子是tvb谁家的孩子            
(NA)	 轻松又好看的有一部宫廷剧            
(2星)	 相当相当一般。            
(NA)	 台词一套一套的格外押韵,轻松幽默,十足TVB.陈法拉蛮出彩的.            
(1星)	 一分是给佘诗曼的，但是扣五分是因为佘诗曼在《金枝欲孽》之后就报废了。            
(3星)	None
(NA)	 我需要转换心情。。            
(2星)	 傻b陈豪，傻b电视            
(NA)	 诗句一点也不押韵，金家精神囧死个人啊！            
(2星)	 麦当劳式肥皂剧            
(3星)	 恶俗恶俗啊            
(4星)	 笑shi了            
(4星)	 就是有点罗嗦·            
(4星)	 真喜庆！            
(4星)	 這家人太有愛了…            
(2星)	 陈豪真丑，本来三星，就是因为他少一个            
(3星)	 好欢乐~喜欢~            
(2星)	 还能再省点么，，，道具服装都如此和宫心计相似，，，编剧能在文盲点么，，，，，            
(2星)	 大锅菜。            
(4星)	 热闹，搞笑。这就够了呗            
(5星)	 tvb是最堅守中國傳統美德的            
(3星)	 看到钟夹心出来就弃了            
(4星)	 黄浩然好好的帅小伙，为什么总是红不起来呢。。。            
(4星)	 很好看耶，比四星要高一点，几个回合都很精彩，比圣母好多了。            
(NA)	 唉，好无力的剧情啊！！！哎，看TVB还想讲剧情，是我想太多了啊             
(3星)	 矮油，到处金灿灿的            
(NA)	 太吓人了。。。。这种“喜剧”我真是不太接受得了啊。            
(NA)	 看不下去            
(3星)	 太闹腾。所以很轻松很恶搞很和谐但真的太过了，吵得我头大。不过个人觉得比宫心计有意思。            
(2星)	 剧情比较弱智，衣服几乎也用了宫心计里一模一样的，这成本省得到位            
(3星)	 以后争取不再看连续剧浪费时间了            
(4星)	 编台词比较费工夫，加分            
(3星)	 我居然把它看完了……            
(3星)	 论搞笑的话，还是不错的。只是和宫心计完全不是一回事一个风格嘛~！我有种在看宫心计版醉打金枝一样，连几个驸马的品行都差不多            
(3星)	 比宫心计好看多了~阿佘的公主造型也漂亮不少 惹人喜爱~            
(NA)	 编剧是傻逼            
(NA)	 最后好欢乐呀好欢乐= =            
(3星)	 好一般好一般。            
(4星)	 很适合过年看  喜庆闹腾  金碧辉煌              
(3星)	 又一部重病卧床时看的无脑片。情侣装相当喜感            
(5星)	 我的菜！            
(4星)	 “别人生气我不气，气坏身子没人理。”            
(3星)	 感覺那家賣金貨的。。是搞傳銷出身的。。            
(3星)	 实在觉得很囧。            
(3星)	 受不了，弃掉 。            
(NA)	 我还真看过            
(3星)	 打发日子的无聊剧。            
(3星)	 随便看看 ，编的有点牵强，不过这已是近年来TVB的通病            
(4星)	 哈哈 还是觉得很好看，花了3天时间，每天看9小时，终于看完。节奏挺快的，就是在23-29比较拖沓一点。不过整体来说，镜头用的很有特色，说唱的用法用得颇有歌舞剧的感觉。剧情不算有创意，还是比较老套，但是处理手法和线索运用不错。好看！            
(3星)	 这部还算可爱            
(4星)	 三少爷发型暗藏玄机，哈哈哈哈哈哈哈哈            
(3星)	 宫廷风~TVB人海战术下的尴尬            
(3星)	 阿mo做喜劇確實不錯，但是無奈劇集實在腦殘，布局、画面风格、布景、桥段简直是宮心計和錦繡良緣的結合體，水準卻在前兩者之下，而且三部劇同為梅小青監製，既無新意又無喜感。佘詩曼從不會演戲到10多年后勉強能做足60分，演繹方式卻仍然不外做作和浮誇兩種，前者用來做正劇，後者用來做喜劇。            
(3星)	 台词太脑残。居然还得了一个最佳剧集。我真是无语。            
(3星)	 很傻很TVB也很欢乐            
(NA)	 越到后面越离谱，蹉跎时光==            
(2星)	 麻麻地            
(4星)	 消磨时间的            
(3星)	 我真是越来越不喜欢陈豪和阿佘了。法拉当是这几年新进的最漂亮的。            
(4星)	 看到后半部还是可以的~~开头比较不给力~            
(5星)	 我一向钟意这种轻松喜剧 况且里面的演员都是我喜欢的 看着开心～            
(3星)	 所有电视剧编导都是坏人···            
(5星)	 万物有情心有爱 何惧他人笑我痴            
(3星)	  ……看完了，每次都控制不住想关掉它！            
(3星)	 情节喜乐场景豪华服饰靓丽~很适合像我这样边上网边看热闹。蛇蛇有点显老了。陈法拉马国明、李诗韵阮兆祥这两对儿最有戏~~~集体拍手和押韵作诗真是有够傻啊。            
(2星)	 看不下去，勉强撑到21集。如此之无聊，实在有辱观众智商。            
(5星)	 因为看它 车还肇事了            
(3星)	 我陪娘亲看的。            
(5星)	 真不错，又热闹，又搞笑，又温馨，情节又紧凑，是居家旅行、消遣娱乐之必备。            
(4星)	 好吧  这种喜剧爱情片  最能逗的我又哭又笑了            
(3星)	 很典型的TVB剧集，前面蛮搞笑的，闲来无事可以看一看            
(3星)	 弃之弃之！！！            
(2星)	 也是绣十字绣时打发时间的肥皂剧            
(3星)	   没有第一部好看呢~~            
(3星)	 太肥皂鸟            
(3星)	 弃了弃了！搞不明白怎么TVB拍出这种弱智脑残的闹剧广大香港人民大陆人民还跟着叫好……简直看不下去！            
(3星)	 虽说是喜剧，但是表情动作有时候真的很夸张，夸张到我觉得演员好可怜            
(3星)	 话说，看得我眼睛都晃花了。。。。TVB果然适合无聊看啊            
(3星)	 可以话係古装卖金喜剧版溏心风暴都不为过.越到后面越闷.不过好中意阿佘.            
(3星)	 搞笑，貌似还看到了二少，黄GG最近很红嘛~            
(3星)	 关菊英终于演一次好人了.            
(3星)	 热热闹闹的还是不错~            
(NA)	 弃            
(3星)	 恶搞…            
(3星)	 比较三俗            
(4星)	 片子三星，另一星是谢谢你们给我的那些欢乐孤寂的夜晚。            
(4星)	 看美剧打发时间，看TVB更容易~            
(3星)	 没有宫心计好看，挺失望的            
(3星)	 还不错，虽然不喜欢佘诗曼，不过挺喜欢昭阳的            
(NA)	 一群傻逼..            
(4星)	 当贺岁片看            
(4星)	 喜欢这样的TVB剧...佘诗曼在里面很漂亮...            
(2星)	 哇！缘何得分这么高！！！            
(3星)	 金家是 败笔，其他还好～            
(4星)	 作为搞笑的漫画式的电视剧还算不错也有几分新意，欢欢喜喜看着没什么负担。可是很多台词是去年巾帼的~ 感觉有借势之嫌~ 而且剧情基本上我得出的结论是：我也可以做编剧~ 从％＠＃那沙苾出场就知道肯定会是那样的发展~             
(5星)	 比宫心计好看多啦            
(2星)	 看到一半就看不下去了            
(NA)	 看了第一集，没多大感觉。            
(4星)	  他们有做功课  佩服香港人的态度和效率             
(4星)	 没事看看喜剧 心情会放松些            
(4星)	 典型古装套路。            
(3星)	 金家精神........好欢乐。每次拍掌喊口号都有种他们家是搞传销的感觉- -            
(3星)	 TVB忒省了~            
(4星)	 绝对是部靠台词出彩的剧集。            
(5星)	 怎么会喜欢上你。我也不知道呢，明明你是个刁民，却在众人背弃我的时候一起陪我。你和你的家族。终于我学会长大，学会爱，为人妻            
(3星)	 休息室里连放三天。。。内外同步。。。每每回到休息室我都大呼剧情发展好快- -            
(3星)	 佘诗曼的野蛮形象很可爱。            
(3星)	 何其壮观，何其搞笑~~            
(3星)	 看到抢会长什么的那段，因为只是想放松放松，自然不会再看下去了。搞笑是蛮搞笑的，但未免太三观不正了。女演员的服饰还是蛮精美的，男演员长的真是……            
(3星)	 比较欢乐            
(4星)	 轻喜剧类型，看一看笑一笑，好不快活！            
(4星)	 比宫1好看多了            
(3星)	 打发时间！很久没看古装戏            
(4星)	 麻麻推荐给我看的 蛮搞笑的 哈哈 麻麻真可爱            
(4星)	 哈哈哈轻松加愉快            
(3星)	 二就一个字            
(3星)	 能猜得到的剧情,说明神马呢? TVB啊TVB......            
(NA)	 喜感多多~            
(3星)	 13点的港剧。。。。。            
(5星)	 全给佘诗曼 哈哈 PS看的时候也很开心            
(5星)	 很喜庆！！！很TVb的风格！！            
(3星)	 不明白陈豪为啥能当TVB的一线演员。。。长相明明很返祖么 - w -            
(3星)	 消遣消遣。陈法拉真漂亮挖~~            
(4星)	 大部分在笑，也哭了几回，笑点和哭点越来越低了啊            
(3星)	 我承认我很无聊，竟然看完了。。。            
(3星)	 其实真的只有那样  老套的剧情  永远都是那个让人恨得要死的妃子最后死了  得了影后后的确不一样  看着熟悉的TVB  感慨  人比人 气死人            
(NA)	 大团圆结局谁不喜欢呢            
(1星)	 可求做作！！！            
(3星)	 肥皂剧，莫名其妙戳到我泪点无数次= =            
(3星)	 闹剧，影后在TVB里当大反派，我的英红啊～～            
(3星)	 ……好吧，我只能说，我居然就这么看完了这么雷的一部剧。。。            
(3星)	 蛮看的,很HK的电视剧,打发时间的好工具.            
(NA)	 TVB越来越没落了。。            
(3星)	 很欢乐的一部剧，有的地方搞笑得令人无语，但就其轻松风来说，还是挺不错的。人有的时候就需要这样的元素来调节一下~            
(4星)	 不错啊很欢乐            
(3星)	 一般般            
(3星)	 有点搞笑的小蛇，还挺可爱            
(4星)	 因为佘诗曼和陈豪，加一星            
(3星)	 学会了好多成语和诗词！！            
(4星)	 大驸马很可爱，哈哈~            
(4星)	 两个主角的喜剧天赋上了新的台阶            
(1星)	 我居然看完了，可见我有多无聊            
(5星)	 君当作磐石，妾当作蒲苇，蒲苇韧如丝，磐石无转移！            
(3星)	 换汤不换药 却依然很喜欢~~            
(4星)	 編劇對這劇實在是煞費苦心啊，近年來的TVB宮廷劇總與從苦B里走出來了。            
(3星)	 开心又浮夸 哈哈哈哈            
(4星)	 推荐前10集可以哇。            
(3星)	 打发时间            
(NA)	 无聊学粤语的片儿            
(3星)	 笑笑闹闹的就过去了。            
(3星)	 也没说的这么好看么。。。            
(4星)	 看来看去就这么几张脸~~            
(3星)	 烂片还拍那么长            
(5星)	 编剧牛            
(4星)	 无聊看看还是不错滴            
(3星)	 虽然比宫心计强，但还是。。。。。太2了！！！！！！！！！！！！            
(2星)	 终于看完了，哦耶！            
