http://movie.douban.com/subject/5384548/	步步惊心
(1星)	 当剧情都一样弱智白痴脑残得无可救药，仅剩的就只有各位的“容”了。在这一点上，《宫》可谓完胜！女主女配外加八阿哥！秒杀了《步步》有木有！话说回来我一直很好奇像刘诗诗这样要貌没貌要演技没演技万年姜丝脸的，唐人为毛还一直捧她……             
(5星)	 无意中看到的一部剧，鉴于TR之前把我最爱的仙剑改得面目全非，所以想要看看原著，于是欲罢不能，看到这些演员发现TR这次非常用心，片花也是重现了原著中的诸多场景，值得期待            
(4星)	 看过片花绝对比宫有深度..或许和原著有关系 期待....            
(5星)	 其实看完片花才更期待的 有人喜欢那宫心锁玉和步步惊心比 因为都是清宫穿越戏  宫心锁玉没有没看只看了十分钟就除了恶搞的就没怎么理过 不喜欢就不看这是我的原则 我喜欢就说出来 不用去挤兑别人也不喜欢被别人挤兑 所以宫心锁玉压根就没推荐过 倒是步步惊心给人很自然没有那么的做作 所以期待             
(5星)	 诗诗~~我的最爱~~  步步惊心真的很精致，很美丽，很精彩            
(5星)	 黑咋这么多呢，该干啥干啥去，不过有人黑说明作品好，树大招风            
(2星)	 女配比女主好看，男配比男主好看，两个男主演技可以，女主眼神呆滞，我这两星是给男主男配以及女配的。            
(5星)	 小说很好看            
(4星)	 我认为这是目前为止今年唯一值得一看的穿越剧、后宫剧、古装剧，我是十四爷党，谁要他是将军呢！若兰也演得好好的，还有八爷也很爱，九爷也够狠毒！            
(1星)	 女主角长的不够美，也没特点，整个一“路人甲”！演技又差，木头木脑；杨幂和她比起来，至少还有点儿娇俏可爱，皮肤也白皙光滑多了！难道导演不知道现在有“高清电视”吗？！吴奇隆的脸简直没法看呀            
(5星)	 我对步步的期待已经到无以复加的程度，每天上班没事就刷博刷贴吧，夜里睡觉和早晨睁眼前都要用爪机搜索一下步步的消息，步步的所有采访花絮至少看了十遍不止，逢人就开始宣传步步，恨不能它能立即就播，你说，我容易么？            
(1星)	 网络小说劈头盖脸，风起云涌，对穿越无感。第一集里，太医对一个刚从楼上摔下来并失忆，实则是从现代因为发现马天宇是基佬就大吵大闹还被路人乙电工击毙而穿越来的弱女子随便轻浮的说：“来，手伸出来，我把个脉。”我呸！你以为你是算命瞎子啊？你才是从现代骗子那边穿越来折腾康熙的吧？            
(2星)	 拍的很白痴啊  刘诗诗演的很做作  配乐很差  妆也很差  台词更是白痴            
(1星)	 当我听到若曦说出“凭毛啊”的时候，彻底被雷了，好吧好吧，你是穿越剧，可现代女子就这么豪放么？满嘴的毛？            
(5星)	 因为不喜欢主角相貌而打低分的，建议你还是去看《宫》好了，你一点都不懂《步步惊心》            
(3星)	 选角完败。刘诗诗没有灵气，吴奇隆的脸没法看，化妆师敢更敬业一点吗？！            
(5星)	 找了所有预告片来看，拍得基本符合原著，细节场景也堪称精致唯美。虽然开始有点抗拒刘诗诗的出演，但最终因为整部剧的高质量而慢慢接受了她。惊喜的是吴奇隆的演出气场太强大！我之前其实对四爷没太大感觉，但因为吴奇隆我迷上了四爷！《步步惊心》用事实胜诉了，什么才叫真正的清穿电视剧之典范！            
(5星)	 光是看36分钟的片花就让我哭了，真的很精致，那么多的人再争论步步与宫，我想说，宫其实只是占了先制作好的优势，而且还是粗制滥造，可惜了杨幂，步步很细腻也很大气，编剧的功力很好，两条感情线同时铺开，吴奇隆的四阿哥很有味道外冷内热，郑嘉颖的八阿哥温润如玉，还有袁弘，至于诗诗，分寸拿捏很好            
(3星)	 本来这个故事是可以五星的，但是对吴奇隆的侍卫脸以及刘诗诗这种宫女脸接受不能。不过这两人倒是挺登对的。            
(2星)	 刘诗诗你学谁不好，干嘛学杨幂的三俗范儿·····还我若曦！            
(1星)	 我打这一颗心纯属为了好听的剧中歌曲和剧情，还有吴奇隆的四阿哥~女主角丑死，就一路人甲的小宫女样子。八哥丑死，比四爷老了一个档次。里面的其他演员都老死了。。- -            
(2星)	 看了一眼评论怎么会有这么多托？            
(5星)	 步步到底好不好看 。我还不能妄下定论 。但是我尊重桐华 。认真地写出这些好作品 。支持李立国的正版权益 。步步也终究不能符合所有人的胃口 。但丫的还没上映 。那些就在这里叫嚣诋毁的人 。你有什么资格 。不喜请滚 。            
(5星)	 喜欢步步，喜欢里面每一句的台词，每一次四爷对若曦冷漠中的关心，喜欢若曦内心对自己的自白.......            
(1星)	 1集半，弃。真不懂好歹也是一大学毕业白领，穿越过去怎么就马上变成小燕子了，记得原著好像还蛮睿智的啊。。。看到郑嘉颖，真心怀念law霸            
(5星)	 我是因为吴奇隆关注这部电视剧的，但却是被这部小说感动了，从片花看，电视剧同样感人，希望取得很好的收视            
(1星)	 还没播呢这么多托假不假啊会不会用豆瓣啊            
(1星)	 现在很流行穿吗 每次都穿清朝 看得我步步闹心            
(1星)	 本着穿越不苦逼不搅基还去妄想改变历史的nc样，不会比宫好。            
(3星)	 围观了片花。就这，粉丝还敢说这叫正剧范儿！这还不够玛丽苏！“她这是有个性。”“女主虽然平时沉稳笃定，关键时刻会有大无畏的犯险精神。”还想有多雷！还想有多雷！关键是你够美形么！你们都够美形么！！            
(1星)	 辫子戏。不管剧情多么好，辫子戏就是奴才思想的体现。你写个非元清等朝的能死啊。固然，剧情很好。            
(1星)	 这几天被同事忽悠，看了几集《步步惊心》。真是一部烂片。不过是对于女人们来说，这可能是一部神作。九个高富帅费尽心思围着一个心机女，心机女选来选去也不知道哪个好，好烦啊，到底选哪个？到底选哪一个？像极了女版《红楼梦》。该片真可谓“妇女之友”。            
(5星)	 片花过后甚是期待，KC的颜和演技真是赞~            
(3星)	 桐华 ~~~你是不是看完这个就哭了！！！            
(1星)	 就那首抄的主题曲绝对就值一星了.不尊重版权的公司.不可能拍出什么好剧.            
(5星)	 细节处理的很好。被第二集那个若熙看着各个爷谈笑风生而联想到他们以后命运的画面惊到了。喜欢十三跟若熙的感情。很多人物微表情的捕捉和特写，跟原著很像。            
(5星)	 看到很多恶意的一星，实在忍不住冒个泡...这剧制作水平算不错了.灰常有感觉啊~            
(5星)	 原著超赞。演员基本挺好的。。期待~那些打一星的。被某些剧雷傻了吧            
(5星)	 只是看了步步惊心36分钟版的片花，就表示好想看全剧。四阿哥你不要那么外冷内热深情款款痴心一片好不好……            
(3星)	 越发觉得若溪zhuangbility还矫情            
(1星)	 一星扣给笑死个人草原和荷塘~一星扣给小姨子和姐夫之间的诱惑~一星扣给女主拙劣肤浅的演技~最后一星扣给网上疯狂咬人问候别人全家的神剧红卫兵~唯一的一星献给袁弘~            
(4星)	 我看高分的最大原因是豆友们与《宫》的无声对抗吧？            
(3星)	 不好看 覺得和宮的水平沒什麼差別 劇情也挺弱智的 看也就是喜歡古裝劇而已            
(5星)	 当初读完小说，我几乎已经很难从小说里走出来，哭了好久好久，一想到若曦我就想哭，写的太好了，当我知道要拍成电视剧的时候，心里别提多高兴了，又是刘诗诗演的若曦，我一定支持步步到底，每个人心中都有一个最爱的东西不是吗？            
(5星)	 本来挺不待见清穿的，但原著淡淡的笔触和历史观很合我胃口，结局一片触目惊心的神伤。            
(3星)	 女主角的眼睛跟刘亦菲一个毛病            
(NA)	 女主角真丑            
(4星)	 没想到拍的还真不错，比片花好看多了，除了草原荷塘等等坑爹的特效以外，其他很靠谱，原著饭表示很知足了。刘诗诗看起来没那么木，刘心悠的若兰最让人惊艳，配音也温温婉婉的，最重要的是一众阿哥超级有爱啊，在国产偶像剧里绝对算是上乘之作了。            
(5星)	 群众的眼睛是雪亮的，不想解释了            
(5星)	 从开播以后各种片花就看的出来是很用心的作品，快点播吧            
(2星)	 一个女人的春梦            
(3星)	 穿越的幌子，清宫的老套，但雍正登基后明争暗斗表现的确精彩；布景服装道具都算精心，只是人力不足场面小气；最大缺陷在故事架构及眼界立场——这马尔泰若熙的矫情也算惊天动地了，哪有半点现代女性的样子。3.5星            
(3星)	 改编尚可的穿越戏码，至少没找杨函数来砸场，但总体看还是比较boring的            
(4星)	 觉得非常好看，很多地方是值得细细品味的。四爷那骑马的架势，那眼神，特别有王者风范！片尾曲最后坐在地上哭的一幕，太让人心疼了T T 无论是开头传达的自由主题，还是明快的色调与结局对比的那种世事沧桑，都处理得很好。真的很满意，个人觉得比书都好看，角色都很饱满，比如十爷。            
(5星)	 因为是刘诗诗所以我去看了步步惊心的小说 感觉很细腻 文笔很好 人物内心很有感触 当时还怕这些人演不出来这种感觉 可是片花出来后我看了N次了 越来越觉得各个演员很到位 眼神 表情每一个细节都将小说的感觉诉说了出来 超级喜欢的 刘诗诗好棒 她将若曦的活泼忧郁深情智慧所有都表现得很到位            
(5星)	 喜欢这本淡淡的书。也喜低调的刘诗诗            
(3星)	 整个过程一直感觉制作方很穷很穷。。。。。。。。。            
(2星)	 女主不能更讨厌            
(5星)	 忠实原著，情节生动，不拖沓，不弱智，基本尊重史诗，演员卖力，男帅女靓，制作精良。作为一部国产电视剧，你还有什么可要求的。我认为已经是我最近看过的不能说最好，起码也是最好之一了。            
(3星)	 看了两集~这剧情和宫究竟有什么区别啊！！吴奇隆和郑嘉颖全都是老男人了啊！就剩刘诗诗能看了！！！艹！|| 好吧我承认看久了再难啃的骨头也是美味的！更何况这里没有冯绍峰和杨幂啊！！！简直就是世外桃源！            
(5星)	 刘诗诗比杨幂演的好多了！            
(NA)	 作天作地的女猪脚照着成王败寇法则挑了个赢家做靠山又受不住，结果作死了自己。。。            
(4星)	None
(1星)	 其实可以再雷一点。若干年前的《穿越时空的爱恋》比这些穿越剧强多了，真是越拍越倒退了。            
(1星)	 女主角太丑，路人            
(5星)	 本来看了片花，但是对清穿题材不感兴趣的，对这片子没有很大的期待，但是现在看下来，整体真的不错，所以坚定的追下去咯~            
(5星)	 太好看了好吗！！！！！！            
(5星)	 我觉得很不错也~年龄什么不是问题好吧，演技才是王道            
(4星)	 最开始喜欢吴奇隆是在他演《侠女闯天关》的时候，他很适合演面冷心热的这一类的角色。有《宫》在前，一经对比《步》显得越发的制作精良。本片特色，没有最虐，只有更虐。            
(5星)	 依着小说追来，我看到片花，我就知道自己不会失望，服装做工精良，演员也不错，不要再说什么阿哥太老了，宫里的人一笑也全褶子，再说，历史上四爷是四十五岁登基的，只要能把人物演活了，长相也只是浮云罢了，毕竟这也不是偶像剧啊。            
(1星)	 男的女的每个人都很丑，而且真是不能理解原著写的哪里好了，为什么被一群脑残粉捧上了天            
(1星)	 烂，看了两集就吐了            
(2星)	 原因在于女主角，表情就没变过。            
(4星)	 如果步步惊心早于宫锁心玉出世，就不会火了杨幂那一帮人。这就是命，电视剧也得认命。            
(1星)	 辫子戏            
(4星)	 呐呐 真的K爸不可信嘛 主题曲都搞个抄袭的。//基本算看完了，最后5集开始狂飙，非常给力。吴奇隆虽然一脸坑但眼角都是戏啊，大赞。            
(5星)	 昨天夜里看第20集十三被幽禁 大半夜一个人哭得稀里哗啦            
(5星)	 懂得尊重的人，也值得尊重。            
(4星)	 吴奇隆我爱你！（够了……            
(5星)	 纯粹反感杨幂，喜欢小说。            
(5星)	 步步惊心的魅力实在字里行间，是对命运的无奈，整部剧笼罩在一种淡淡的忧伤之中，我把小说读过3遍，每一个主演都符合我心中的形象，诗诗的纯净带着忧伤，奇隆的霸气带着无奈，每个人都很好，眼神传达出的信息也很能带动我的情绪，而且演员年龄大更能彰显岁月历练中的成熟稳重，将争夺皇位的过程演的惟            
(3星)	 演技好差，看的我头疼，还是小说好看            
(5星)	 就凭唐人选的那些演员我就愿意给满分，更遑论桐华的剧本和电视剧插曲都可称作上品。            
(4星)	 应该叫《集集虐心》            
(5星)	 这部剧的女演员们我都太待见了。终于不是眼睛大得跟死鱼眼的那样的呆板美女了。古人没有人会觉得眼睛大很美。现在，这都是受了琼瑶奶奶的误导。凭什么她的审美就是正确的？！这部剧看着超级舒服，虽然后面有点拖沓了点。但是衣着考究基本尊重历史，很值得一看。            
(5星)	 虽然刘诗诗初看很普通，可是很耐看，越看越漂亮。她演的若曦真的很到位，演出了若曦的精神。越来越喜欢这个小妮子了。。。            
(1星)	 演员太差，吴奇隆啊，那是什么年代的人，跑这里演男主！！跟我看陈建斌演《后宫甄嬛传》玄凌感觉差不多。郑嘉颖，想当初也是个帅哥啊，老了，丑了，从形象到造像都不适合八爷。刘诗诗很美，但是扛不起女主角啊。唯一看的下去的就是袁弘，戏份也不多。那个十四怎么这么路人！小说不行，电视更不行。            
(2星)	 好丢人嘛，我居然也跑去看宫斗剧了            
(2星)	 与原作相比，这就是一坨shit            
(3星)	 原著好好的底蕴怎么就拍成了这么个弱智现代偶像剧？            
(5星)	 期待            
(NA)	 “麻烦所有穿越的女纸。告诉康熙，抓紧灭了东瀛收复棒子，抓紧灭了南洋诸国，抓紧抢占新大陆。抓紧门户开放。抓紧工业革命。抓紧灭掉叶赫那拉氏全族。抓紧驱除鞑虏，恢复中华。如此如此。然后你再玩你的八爷四爷三角恋去。姑娘，国事为重，切记，切记。。”            
(5星)	 这个电视剧告诉我们历史考试从来不及格的人真的不能穿越。。。。还是喜欢前半部分，后半部分太过沉重了            
(2星)	 被豆瓣上的高分吓到，然后用youtube把这部一晚上扫了…被雷翻，要不要这么女性向后宫啊，剧情完全就是莫名其妙跟各款阿哥刷好感度啊…然后是各种雷特效雷剧情，姐每五分钟要喊一句太尼玛玛丽苏了！疯了！！坚持看下去的唯一动力就是据说结尾很虐…然后我还完全木有被虐到...果然我已经老了么...            
(1星)	 皇后娘娘就是不喜欢小虎队。。。刘诗诗丑得让人无法忘怀。。。            
(5星)	 有望成为新的经典之作            
(5星)	 我不看了太糾結了。我穿越而來，知道你們的命運，所做的一切都是為了你們好，你們不要再問為什麼了，說了又不聽，聽了又不懂，懂了又不信，信了又不做，做了又做錯，錯了又不認，認了又不服，你要我怎麼說！            
(5星)	 不过度yy,也没有雷人狗血的偶像剧感觉，感觉很真实、现实，一步步都很顺理成章，每个人都没有错，可是结局确那样无奈，只想让人问一句：为什么？一句话，值得一看的好剧！            
(5星)	 太好看了！小说的经典情节又重现了，真怀念~            
(4星)	 就一正常的电视剧，没有当初看小说的喜欢，不过最近实在太多雷人剧，比起来觉得还可以            
(5星)	None
(5星)	 看在说是尊重史实的情况上，给五颗星。也想拿来和《宫》比比，什么才是真正的清穿剧。            
(5星)	 超级期待            
(5星)	 很是期待电视剧            
(5星)	 很想看，片花的感觉基本尊重原著，被宫恶心到了，快出吧，便于我调节肠胃。。。            
(5星)	 你折腾、任性、倔强也无可奈何。毕竟世上的“聪明”姑娘没有几个。可惜那些聪明姑娘我不欣赏，若是你，也宁为玉碎不为瓦全。（前半段很好，后半段“放不下”有些过火，也许这么为虐而虐是原著的错） 对比今年N多古装，五星            
(5星)	 比宫好看多了            
(5星)	 不要求全责备，还是很不错的。从整个小说很好的故事框架，演员细腻精湛的演技，到精美的服装道具，唯美动听的主题曲，绝对不是偶像剧可比的。当然如果你更属意宫那样的轻松打闹也无可厚非，那么步步惊心应该不适合你了。步步绝对是2011年最值得一看的电视剧。万千旖旎，只为不负你的等待！            
(5星)	 除了特技太差以外，其他满分！我看出了唐人的诚意！等待是值得的！            
(4星)	 用来做衣物、被子等中国绸缎布、织布真美，有刺绣的，还有很多很美、经典的有着中国元素的用品，还有字画、风景、饰物，挺多的...为这些也要推荐一下....            
(5星)	 比宫好看多了，好喜欢小说与电视剧~~~            
(5星)	 说句实话吧~~唐人出品的剧一向都是有保证的~~~谁敢说没看过唐人的剧~~这一次只是在宫之后播才比的吧~~我坦白到现在我都不知道宫为什么那么火~~即使假期连续播我也没看完~~但是唐人出的会有让人想一直看的感觉~也许跟杨幂比诗宝不是美丽型~~但绝对是舒服的，小圆脸招人疼呢            
(5星)	 我觉得这个很好看是怎样！！！！马桶台唯一播的像样的电视剧！！！！！！！            
(5星)	 爱步步 爱诗诗            
(4星)	 我觉得这个比宫强好几百倍！            
(5星)	 都有人看宫为毛我不能给步步打五星类？            
(5星)	 我温润如玉官仔骨骨弱质芊芊辣手摧花的郑八爷啊~~~一度自命清高，也居然在内地剧的阴沟里翻船，但仍要感谢《步步惊心》前三分之一部之《姐夫的诱惑》带给我的美好的2011秋。对于一个八爷党来说，此片不如叫步步虐心。            
(4星)	 结局我很满意            
(2星)	 脑残啊，既然荒诞索性更荒诞，既然是熟知历史的现代人，竟然对皇帝赐婚那么惊讶，惊讶个屁啊！            
(NA)	 大结局有大量百度植入广告            
(NA)	 12            
(5星)	 本想给四星，可看了评论决定给五星。刘诗诗是一个越看越有味道的女生，第一眼虽不美，却也难找瑕疵。演员阵容虽不是很庞大，可剧情真的是没的说，真少没那么雷，剧情发展也很合理，桐华很有实力的，而且剧情基本忠于原著。很多人都说诗诗难看，可是至少她是自然地。            
(5星)	 这么久了，难得一部能看的穿越剧清朝剧，女主看着还是很舒服的，四爷气质很吸引人，八爷眼神很醉人，还有十三爷、十四爷，值得我再去看看原来的小说，难得有一部小说，被拍成电视了，还让人这么想回头看小说，一品再品            
(5星)	 编剧算是比较用心的了，人物看起来也都算是顺眼吧，女主确实表现的比想象的好            
(5星)	 真的很不错，连我这种不爱穿越的人都无法自拔了，对人物的刻画很饱满也很忠于历史。。太推荐了            
(1星)	 明明小白天雷，还装着高贵冷艳            
(5星)	 完爆你妈逼的于正2B宫            
(5星)	 演员表演的太到位了,很赞啊!!!帅哥好多啊,人物刻画十分细腻,尤其是两个男主,那个眼神啊!!!唐人拍的果然好,期待会有更好的作品            
(5星)	 为什么不跟十三在一起？穆念慈你变了！！！            
(5星)	 比宫好多了！支持原著！            
(5星)	 当初看小说时就很喜欢，看了几集电视，竟然没让偶失望，虽然电视没有小说写得那么细腻，不过好在演技都不错。            
(5星)	 今年一套很有品位的電視劇，製作團隊很有誠意。            
(5星)	 应为看过小说，所以更多期待。的确演的很不错，没有哗众取宠，没有所谓的“雷”，漂亮的布景，精致的衣服。。导演用心去拍的戏，演员很到位，值得看。            
(3星)	 一颗星给我家四爷，一颗星给前半部的剧情，一颗星给若兰、十福晋、十爷和十三爷。前半部算是不错的，追得我挺累的，不过也不是每天都等着的那种心情；后半部开始完全寡淡了一下，但还是看完了，我自始至终觉得若曦喜欢上四爷是怎么回事，这么突然的，从八爷身上转移情感咩？            
(NA)	 春节无事，妹妹陪我看的。很久不看国内连续剧，这是继蜗居之后耐心看的又一部，故事是编得太传奇了，挂在历史的钉子上，却也吸引人。除了一头一尾，这里没“穿越”什么事吧。有趣的是，康熙那么多女儿都哪里去了？为了突出一女数男的纠葛，把格格们都打发得远远的了。            
(3星)	 刘诗诗古装扮相实在太难看了。            
(1星)	 拖拉不说，某些地方真心觉得太作了。。            
(1星)	 快进看的都被恶心到了。。。            
(2星)	 同寝室其他三人都在看耳濡目染的情况下也算看了个大概 能不能不穿越 能不能所有男人不爱上同一个女人 就算好评再不断也觉得肥皂又狗血 且看着不算太雷人的份上两颗星拿走罢了            
(3星)	 虽然不难看，但是剧情太扯了。            
(2星)	 我想说，这片子不玛丽苏哪个才玛丽苏啊？女主就是一jp好吧。            
(3星)	 越往后越狗血，我想知道若曦是什么星座的= =             
(2星)	 呃，这片儿的高分是代表了观众们的低IQ么            
(1星)	 什么破逼玩艺儿嘛。            
(4星)	 單純看情情愛愛的方面 別想那麼多理性的事情 最後兩集虐的我哭的變豬頭～            
(4星)	 改编剧本太拘泥于原著是致命伤，网络小说连载一天几千上万字都正常，情节难免脚踩西瓜皮，剧本本可以改得更紧凑连贯的，还有很多衔接过渡没做好，“一年后”“三年后”这种字幕提示是必须的啊！结尾忒俗！至于女主的作，内不是言情小说女主的特权吗？就像杰克鲍尔的特权是永不上厕所一样。            
(4星)	 三星半吧 后半部比前半部精彩             
(NA)	 &#34;怎么都死了“ &#34;他们都死几百年了好嘛&#34; 九子夺嫡的故事永远讲不完            
(2星)	 女主角史上少见的讨厌            
(4星)	 追完了。险些变成脑残饭……            
(1星)	 不好意思，看了20分鐘實在看不下去了。就如豆瓣論壇里的NC說的一樣：“姐腦子進水了。”所以給了1星，因為沒有0星的選項。            
(5星)	 布景真nima让人出戏            
(NA)	 真心看不下去            
(5星)	 “只怪错综复杂，造化弄人”十三爷一语道出步步惊心精髓：若曦心思细腻纠结没错，四爷性格极端内敛也好，八爷赢得满朝美誉仍满盘皆输更无二话——若错，就错在不可逆的九子夺嫡大背景，和有缘无份的一场情痴：就算是情深似海，也随风而逝了。表演真挚、细节精致、画面唯美，情节很虐赚足眼泪。11.10.26            
(2星)	 靠。得分怎么高。是不是一些NC粉刷得分啊，那么难看，女主角是最大的败笔，实在看不下去。            
(3星)	 九子夺妞之姐夫的诱惑             
(2星)	 那么好的小说，那么期待的连续剧，硬撑了看了14集，终于绝望了，看不下去。这些演员演的不是一般的差，那个大气爽直美丽聪明的若曦被刘诗诗演的一个劲的小家子气，这八阿哥那帮城府与柔情怎么在这里演的故作正经，我个人还觉得吴奇隆演得比较靠谱，但是那个造型实在是太丑了！伤不起啊，不会看了!            
(1星)	 烂到顶了，尤其是女主角            
(NA)	 嗯是这样的：十三和老四有一腿，老四和老八有一腿，老八和十四有一腿，十四和十三有一腿，九九和十十勉强也有一腿……老二就只能和太监有一腿了乛-乛            
(5星)	 看片花时就感觉将会是一部很不错的剧。昨天晚上看到凌晨2点，一起将已出的全看完，没有失望，难得的比较精致的一部国产剧。要知道我可是好几年都没看国产剧了，都是美剧多，日韩插一点，曾经瞟了一眼很火的宫，那个恶心的我呀！！            
(5星)	 唐人的诚意之作。其实真的还是值得一看的，导演细节处理也不错，戏剧当然不能等同于有的人想象小说的完美。不过从各方面 包括演员，步步算得上难得的好剧了。            
(5星)	 小说很不错，电视剧剪辑不行啊，后期特效更是差的一塌糊涂，幸好演员还不错，剧情也算尊重原著。            
(5星)	 很有小说的感觉，演员们，无论是主角还是配角都很认真的刻画出了原著人物的气质，温情中又透着悲情，好看~~            
(4星)	 期待了好久，终于看到了~ 演的怎么样不说，最重要是忠实原著！可是优酷土豆歧视不在中国的中国人么！为什么不让我看！！！            
(3星)	 脑电波神马的太扯了！            
(5星)	 还是令人期待的，虽然说当初看小说的时候也没感觉到有多震撼，但是从片花来看电视剧还是很尊重原著，演员选拔还是很符合人物性格，刘诗诗的表演更是到位，从初到大清到死的情感转化把握得很好。至于它未能上暑期档，觉得很遗憾，关键是芒果台喜欢亲生女儿，所以步步就只能在九月份播了。            
(5星)	 若曦和八爷彻底结束之后说了这句“前路看不到快乐幸福，我的委屈又有何意义？”她这句话让我深刻体会到，不是只要对方幸福就可以陪在他身边一辈子的。她畏首畏尾，她在宫里步步惊心，这是因为环境所迫，是因为知道历史的发展，她能做到这样已经很好了，若曦她有自己想追求的感情，她有她的想法，我觉得            
(5星)	 看完了~最后两集太悲了，止不住的飚泪。这片太虐心了，但——但真心喜欢！（电视剧的结局和原著相比虽说有些蛇足之感，从纾缓看片以来的闷郁心情来说还是要赞一记的，伤感之外、余韵犹存）            
(4星)	 一个对所有人都好就对自己爱的人不好的女主，一出感人至深的无比磨叽的爱情戏。            
(3星)	 文艺女青年+知心大姐+伪圣母的皇子团意淫故事，充满了自恋、自虐和虐人，不矫情一点真的会死。除了女主角演得不好，其他人的演技还不错。            
(3星)	 之前看了20多集一直搁置着 现在也懒得继续补了= = 制作还算用心 袁弘和林更新也挺萌的 刘诗诗还是一枝梅里的燕三娘比较可爱。其实对桐华的原作就无爱，无非就是玛丽苏，不知为啥被捧得那么高= =            
(1星)	 “我不许你再碰朕”，哈哈！看步步惊心，叹狗血情节，赏雷人台词，寻穿帮镜头，无聊中取乐，真是无聊的可以。            
(3星)	 全程无泪点啊，最后两集也没虐心…我冷无缺了。拍得很精致，比宫好看。最喜欢13，然后是4和14，看到最后8也还好。可是为什么一清穿就是与阿哥们谈恋爱呢？女主你一会计完全可以改良当时的单式记账法啊！            
