http://movie.douban.com/subject/2996855/	珠光宝气
(5星)	 蛮好 大爱陈豪黎姿蔡少芬呀            
(4星)	 为了黎姿和蔡少芬~            
(4星)	 我快也成ｔｖｂ剧迷了！！！喜欢黎姿超过蔡少芬……蔡蔡演得有些ｏｖｅｒ～            
(5星)	 Jessica &amp; Martin 最爱的组合 永远也不知道是不是Jessica看着Martin死去             
(4星)	 不管怎么说  tvb拍的  有jiji  和ada  就够了            
(5星)	 ADA演技太牛了其实maggie除了脸肿了依旧很美~~~            
(5星)	 她们的母亲不是凡人。            
(4星)	 最喜欢林保怡和邵美琪的爱情，最喜欢蔡少芬的有样儿、有架势，至于黎姿更像是邻家乖乖女。。。珠光宝气秉承着tvb电视剧典型的快节奏，长达80集的剧集，我从头看到尾，确实是第一次。            
(4星)	 看来看去,也只有孙怀德和关静算是好人,石泰和只能算一个滥好人.其它人都算不上了.            
(2星)	 我很喜欢康三与贺峰结婚的那段，推荐前40集，后面真的没法儿看了，整个儿一大颠覆。很多人讨厌康二，我也喜欢不起来，为什么？因为观众就喜欢看腹黑，谁要看跟大长今一样楚楚可怜，善良的没边儿的女人？难免有zhuangbility的嫌疑。            
(3星)	 其实只看啦前40集，后面觉得太往往复复，拖沓了不少！喜欢黎姿，蔡少芬，就是喜欢看美女啊，拿自己没有办法~怎么看也比不上金枝欲孽！话说应该去复习一下了！            
(3星)	 两个情节让我落泪了。。一个是山洞里二人再次相遇，一次是大结局失忆母亲看到过往女儿们的玩闹。。            
(4星)	 喜欢林保怡还有岳华那个老头 然后一直好喜欢黎姿 除了这部剧的她            
(4星)	 大片ER.特别陈妈妈            
(3星)	 唉，本剧没一个好人正常人，正常人都死了。比如虞玮庭比如后来的阿发。            
(3星)	 喜欢Jessica 不喜欢Constance到最后每个人都扭曲了 只有sunny还保持着清醒后半段明显剧情漏洞太多            
(3星)	 林保怡演的很好，开始很让人讨厌，后面又觉得人很好。白筱柔这种女人太恐怖了            
(3星)	 黎姿真的不老~ 就为看她~            
(4星)	 林保怡。么么。            
(3星)	 最喜欢林保怡！            
(4星)	 还不错啦~喜欢常胜~还有雅瞳和哲男~            
(4星)	 常胜 我喜欢的性格            
(3星)	 黎姿你还要多正点??            
(4星)	 黎姿美啊~~~和陈豪很搭！！！            
(4星)	 黎姿美的，蔡少芬也不错，就是邵美琪现在越发显老了。            
(5星)	 大爱黎姿~实施上，剧中的三个女人我都很喜欢，她们以她们的身份，不管什么样的过程，都已是成功，即便是过程，无奈的选择就像善意的谎言，值得原谅！            
(3星)	 编剧太2了！喜欢黎姿！这个女人太漂亮了！            
(4星)	 黎姿的收官之作啊！！！            
(5星)	 没有什么比亲情更重要了！            
(5星)	 太喜欢林保怡和邵美琪这对了            
(3星)	 深刻领会到人是被自己折腾死的……            
(4星)	 喜欢黎姿~~美得不行哦            
(4星)	 喜欢黎姿啊，但是有的剧情太过跳跃。            
(4星)	 人都在向上爬，在弹丸之地，想要出人头地，唯有手段。欲望，就是珠光闪现的宝气。            
(3星)	 高长胜这种男人，风险太大~远观则已~            
(5星)	 8282……我一定是疯了……我最喜欢白筱柔！！！            
(NA)	 真的是珠光宝气 很喜欢片尾曲后的宝石介绍 超爱黄宗泽~~~            
(4星)	 仲以为黎姿到最后会变奸添...不过觉得呢套剧D奸角又唔够奸..善良果滴有好得有D假...            
(5星)	 陪我度过多少个织毛衣的日日夜夜            
(3星)	 偶耐林保怡            
(5星)	 三姐妹。。怎么说我们都是一家人。。争来争去，受伤的是生我们养我们的父母。。亲情这东西有时候真的很奇怪。            
(4星)	 香港的上流社会。有的时候想要的就是你得到的。只是那时，不要不满足。黎姿的息影作。好喜欢TC。            
(4星)	 嫁入豪门不是这么简单的，灰姑娘可不好当……我们黎姿的息影之作……            
(3星)	 黎姿很美啊·            
(3星)	 喜欢有气质的黎姿  老二             
(3星)	 TVB的剧呈现疲软状态＝＝，虽然陈豪林保怡黄宗泽我还一如既往的中意。可惜的是陈鸿烈那么早走，唉            
(5星)	 喜欢陈豪和黎姿的配对            
(5星)	 经典中的经典，因为21世纪后的香港，话语权倾女人手。只认三个人：戚其义、李添胜、邓特希            
(5星)	 没什么说的，大爱，冲着言胜。            
(5星)	 Ada。            
(3星)	 虽然我对圣母角色很无爱，不过还是大爱Constance——惊为天人......好美啊......            
(3星)	 黎姿确实老了。蔡少芬也老了，邵美琪更老了            
(4星)	 很不能理解，为什么到后来还是离婚收场~anyway，还是很喜欢黎姿            
(5星)	 喜欢小妹和贺哲男            
(4星)	 前40集推荐。            
(4星)	 康雅言 独立有魄力 但作为女人太过于僵硬 康雅童 大度 善良 识大体 理想 但性格过于软弱  康雅思 精明能干聪明 心计太重 性格太张扬             
(4星)	 随时机，随玄机，随年纪，找真假的福气。            
(3星)	 好久没看港剧，路数还那一套。            
(4星)	 看前面20集就好了 没想到一直坚持到最后 3天而已 我好劲  陈豪蔡少芬好帅 我喜欢            
(4星)	 可惜以后看不到黎姿了            
(4星)	 集数也太长了。。不过剧情很精彩。。有很多让人想不到的地方。。只是。太复杂了。。二姐的性格让我有时很火大的。但是最后她是最幸福的。这大概就是好人有好报吧。。            
(5星)	 Terrence演的太棒了，Calvin也很不错，王喜弱了点，还不如黄宗泽，黎姿息影作的表现被蔡少芬压住了。。。BTW，这里面混乱的关系啊……            
(4星)	 最喜欢elisa            
(2星)	 奔着老SB明星来的，强忍着看了33集后发现中心思想仍然太下贱            
(5星)	 还我一生一世            
(3星)	 钱是好东西，但是人不是东西。            
(3星)	 如此冗长拖沓在我的港剧史可以记上一笔了，因为我竟然都跟完了……靠的应该是我对TVB给我20多年欢乐的感恩之情            
(4星)	 居然一直忘记添加这部，黎姿的美。邵美琪真的好显老。            
(4星)	 我是今年寒假在上海东方卫视看的该剧，情节还可以。不过，这种说香港上流社会有钱人生活的电视剧不适合我们普通老百姓。            
(3星)	 睇睇下好煩            
(4星)	 谁曾在华丽国浮荡流尽冷汗 顿觉可以被拥抱着看星光更风光            
(5星)	 返转头看~第三集了~            
(3星)	 不能上网的几天，守着番茄台。            
(3星)	 对这部剧所有的好感集中在前八集，多条线索一一浮出水面，有条不紊，节奏紧凑，波澜起伏，很抓人的开场；但接下来的四十集就拖泥带水了，节奏很慢；至于最后三十集，俨然已是一个机器人的世界，不是我打你就是你打我，轮着打，乱成一团…唉，如果不是最近这么down，我想我是不会啃这块大鸡肋的…            
(4星)	 太长鸟            
(3星)	 终于看完了~            
(3星)	 没啥剧情看 黎姿很好看            
(4星)	 本来生活就够让人吞气的了 看个电视剧也连点高兴的事都没有这部剧2年后的剧情简直就是shit！            
(4星)	 后30集太离谱，香港再也没有韦生那样的编剧了，为了越老越帅的岳华多打一颗星。            
(NA)	 我靠可算看完了.自虐阿            
(4星)	 82集。。。我竟然看完了            
(3星)	 TVB的典型豪门恩怨~~每个角色都纠结的要死~~再加上八十多集~~神啊~谁受得了~~            
(4星)	 剧情走向有点接受不了            
(4星)	 为了BOSCO，所以来看，27集时再出现            
(3星)	 混乱到令人振奋的剧情却换来圆满和谐的大结局，太没新意了吧！赞蔡少芬和林保怡。黎姿的收尾作选得有点失败说，她这角色太招人烦。80多集真是浪费了我不少时间……            
(3星)	 看来港剧再回来看国产连续剧，才觉得国产的是那么的粗制滥造。虽然tvb总是不免俗套的在剧情里面勾心斗角，但就是让人觉得过瘾。            
(3星)	 泛滥的天真和无知的公正，变成歇斯底里的神经质，在满是筹算的生活里真的有些可笑。我真的不爱，剧中的瞳。            
(4星)	 速度上，TVB最适合我。美剧太快，日韩剧太慢。            
(NA)	 有段时间睡前必看，我看的最长一部电视。            
(4星)	 如果短一點，劇情沒那么拖沓，就有五星了。            
(4星)	 whatever 回想下有多久没花这个气力追港剧了 光凭这点四星就还是要打下去的            
(NA)	 后来，我们都疯了            
(4星)	
(3星)	 結局很一般..比較失望            
(NA)	 一个个都脑残了            
(NA)	 我居然一路看到60集~            
(3星)	 超过50集，编剧叹息了，超过60，编剧吐血了，超过70集，编剧崩溃了，超过80集，编剧彻底疯了！此这部电视剧乃最佳例证            
(3星)	 结局就是这样咩？减星！没搞头！            
(4星)	 50集，高潮才开始。追看了这么久，这集让我震惊了。-_-+            
(4星)	 终于看完了            
(3星)	 我爱雅思…………            
(4星)	 看这部剧的理由：演技，演技，演技...            
(NA)	 elise是双子女阿，怪不得噶错气。大妹魔羯，二妹双鱼，小妹天蝎，猜的            
(3星)	 前半部可以给4星，后半部简直吵翻天= =            
(3星)	 亂亂亂。            
(5星)	 蔡少芬 。            
(3星)	 http://www.233dy.com/htm/gt/8015.htm            
(4星)	 長征結束            
(3星)	 不知为什么，带着怀念一个旧时代，不复再来的情绪在看一部新戏。可能是，自己的旧时代。|讲故事手法的尝试改变，削弱了叙述的重点，和表达的力度。            
(4星)	 纠结！虐人啊！            
(NA)	 芬芬真好看。            
(3星)	 受不了了，节奏慢            
(3星)	 这种思想才是现实            
(4星)	 亲情友情爱情永远比一切都重要，都更加可贵。            
(3星)	 前年冬天的教科书            
(3星)	 黎姿真漂亮~高长胜内种男人才算爷们儿~林保怡大爱！！！！！！            
(4星)	 算是很喜欢的TVB剧了            
(4星)	 混乱。。。。            
(5星)	 看一部剧，就当过一段人生，其实也不错。            
(4星)	 前50集尚可，看到后来。。不是编剧精分了就是我精分了。我在想为什么央视一台会播这种TVB商业剧？原来它最后还是隆重地回归了人性人情，隆重地歌颂了一下真善美。看大龄高质素男女斗智斗勇斗贱，不是一般的有趣。            
(3星)	 就看个蔡少芬！            
(4星)	 推荐只看前50集            
(4星)	 黎姿和陈豪很配            
(4星)	 还不错啦～            
(4星)	 香港人穿洋服真是太好看了            
(3星)	 24集收工；黎姿那么多角色，唯喜欢这个多点；女人终究不要太锋芒毕露，收放自如才是本事            
(2星)	 混乱的一出戏 黎姿好难看            
(5星)	 哭死了，明白很多，看完一阵失落~            
(NA)	 黎姿的衣服都好看 邵美琪明显老了么 走路跟鸭子一样            
(NA)	 一边雷一边看, 就那么回事儿吧            
(4星)	 活成这样多累            
(3星)	 看了大约不到20集就没有兴趣直接结尾了，现在对连续剧还真是没有兴趣~~~~            
(4星)	 好长的故事。结尾鸡肋。            
(NA)	 50集后熬到大结局不容易            
(4星)	 真不幸，我又看港剧了。。。虽然雅瞳这个角色实在不怎么讨巧，未免也太窝囊了，但就是很喜欢。。。就像无条件喜欢小兰那样。:-)            
(NA)	 剧情真是不太有什么意思，40集的时候感觉快完了，谁知道还有一半~哪里有珠光宝气了？题目起大了。不过人物正邪分的没那么清楚了~黎姿啊            
(NA)	 我觉得最美好的一段，是大妹和贱贱第一次发现爱上对方，做饭，上床……女人太执着，男人太狡猾。            
(3星)	 花了差不多一天看的。。。当然是跳着看咯。。。其实挺无聊的。。。不过自己本身就很无聊。。。            
(NA)	 陪着老娘看。看不下去了            
(5星)	 名利相关，人心最重            
(3星)	 后半部很烂            
(3星)	 黎姿的康雅瞳真是傻得无语了~            
(4星)	 很复杂。很乱。无论是爱情还是亲情。            
(4星)	 第一眼看到黎姿，想到她息影的新闻恍如隔世。。。这里面真漂亮啊，觉得有点可惜呢。不过女人，找到自己的幸福最重要，希望她是幸福的。邵美琪老了，最爱的ADA也老了，连林保怡都觉得老了。。。            
(NA)	 你们真累啊我看着都累...            
(4星)	 难免多了点矫情。虎头蛇尾的编剧            
(3星)	 看到家族剧+商战剧感觉真闹心。无奈……            
(4星)	 “谁是剧中最正常的人”。有人说是特仑苏，因为他最后终于正常了一点，吊起戒指是他整个剧中体现出智慧的精华，还有人说整部戏只有迅迅最正常，可惜唯一一个正常的，却这么不正常的走了。            
(3星)	 渣人和賤人的故事。女人還是別結婚。好男人不是死了就是基了。            
(4星)	 看Gigi            
(NA)	 时下的港剧流行于讲心计，讲手段，讲争斗。《珠光宝气》自然也不例外。从剧情上来看，《珠》的前半部分尚可，但后半部分则编得有些突兀，特别是人物性格、命运的变化过于极端。太过浓重的痕迹使得冲突只是冲突，更显得这么一个故事有点蹩脚。            
(NA)	 最后几集我实在看不下去了- -            
(4星)	 2009.09.08-16Jan2010            
(4星)	 太长了 看到后面 有点闷 不过编剧在最后把剧情回到母亲的角色上来 是正确的            
(5星)	 黎姿真是大美女            
(4星)	 追不下去了。。。            
(2星)	 实在看不下去了，才看了30几集            
(NA)	 丹妮...            
(NA)	 看人看物看世界这部剧里的人，奔波劳累，争权夺利，竭斯底里，这是段位低的人，因为，他们俨然成为了金钱的奴隶。（隐）            
(3星)	 精彩的开头，失控的结尾，香港式的浮躁            
(3星)	 剧情很惊，人物很吵，看完很累            
(3星)	 我终于把这死长的剧看完了            
(3星)	 谁曾在华丽国浮荡流尽冷汗            
(3星)	 so long            
(3星)	 看得出这部电视剧是有大野心的 可惜为了说故事而说故事的味道太浓 冲淡了戏剧的感染力。            
(4星)	 终于看完了            
(3星)	 喜欢贺峰这样的人。 黎姿是其中最漂亮的女人，看不出她已经38岁了            
(5星)	 女人的舞台 这一个个的小心计用的            
(NA)	 女人在外做事，即便内心满地沧夷，外表也要装得珠光宝气            
(3星)	 香港如今的电视新人们真让人失望，他们挑大梁的戏都不怎么入眼，好在这种年度大制作都找来了年过四十的老戏骨们彪戏，委实看得津津有味，而且把我最烦的佘大妈T掉换成了蔡少芬，更是让人大悦，黎姿美人虽已淡出，幸在银屏上留下倩影，保养得咋这么好，哪像一个四十的女子？无奈演技和角色略显低能总是一脸无辜装圣人状。不过香港这帮编剧还是相当厉害，反反复复拍了几十年的豪门恩怨情仇，滥故事滥桥段还有能耐继续往下讲，可惜人物关系后面开始乱扯胡造，这三星是给前60集，完整版82集只能勉强到两星。            
(NA)	 终于看完了，好长...            
(3星)	 珠光宝气 落尽浮华            
(3星)	 没一个正常人。            
(2星)	
(NA)	 断断续续            
(4星)	 怎么说还算是一个时代的终结吧，给我怀念的TVB            
(4星)	 很喜欢            
(4星)	 82集实在太长了，其实前60集节奏还不错，后面越编越拖沓。勾心斗角的家族纷争还是尔虞我诈的商战，在整个戏的中段还是很精彩的。另外，这出剧到底有几个编剧啊。。貌似不止现在标出来的这三个。            
(5星)	 看了一个月，终于看完了。            
(4星)	 看这个 差点没累死我            
(3星)	 不折腾毋宁死             
(3星)	 TVB啊TVB，花了我四天时间从1集看到78集。都怪我那有始有终的毛病。还我青春！】】            
(4星)	 怎么说也还是追了一寒假            
(3星)	 终于看完了 结局真傻            
(4星)	 終於看完了=。=             
(NA)	 雷到虐到我不想给星星的地步了            
(4星)	 看这部电视剧很累，亲情、爱情、友情一直在欺骗中来来回回。这样的爱情，这样的亲情 ，这样的友情，很恐怖。            
(3星)	 我怀念过去的创世纪，港剧堕落了，这部勉强还行            
(NA)	 虎头蛇尾。我觉得tvb已经快不能吸引我了            
(3星)	  TVB             
(3星)	 冗长，剧情无吸引力。看到40集，实在看8下去。            
(NA)	 精彩的开始，墨迹的过程，猜中的结果。            
(4星)	 最后的CS拥抱，还是哭了= =             
(4星)	 前面好。。。            
(3星)	 叹，TVB真是不争气啊，可怜它只有那么一个编剧……            
(4星)	 追到53啦终于都~            
(3星)	 TVB的通病，虎头蛇尾。            
(5星)	 改五星，我觉得挺好的。            
(3星)	 虎头蛇尾阿，可惜阿。            
(3星)	 82集 真不容易            
(NA)	 劲有教育意义。            
(3星)	 是台庆戏，大场面大制作，名角出场卖力演出，只是为了告诉观众，豪门深似海，万劫不复中。虚伪，真实，斗志，很多社会的分场景。家族纷争，斗狠斗财富，凭什么享受克拉的幸福？运气？才气？美貌？还是别的什么？主题曲很贴合剧情，完美搭配。            
(4星)	 其实真是部越看越囧的片~            
(4星)	 八十集 强            
(4星)	 处女男+双鱼女。白羊男+天平女。处女女+巨蟹男。            
(3星)	 ken说，是个人都在看了。april说，看到回家。哈哈哈。            
(3星)	 亦舒？NONONO            
(3星)	 好久没看TVB，挺好看的说            
(5星)	 有助于培养曲线思维方式            
(NA)	 真的很胡扯的其實            
(3星)	 太多了没看完            
(4星)	 1、岳华和姜大卫也太TM帅气了，怎么会有这么帅气的老年人？2、林保怡和王喜的演技真好。我喜欢的。3、我个人极其不喜欢Constance，虽然是好人，但是基本上82集的故事都是她一个人搞出来的。4、我很喜欢Jessica，但是蔡少芬演得太用力了。演得不错，但是缺乏层次。            
(NA)	 终于看完了,自金枝欲孽后第一部完整看完的片子            
(4星)	 除非真正做到独立坚强不依赖任何外界，不然问题会继续存在．遭遇了什么并不重要，种种问题皆是我们自身问题的体现．偶等能做只有让自己不断强大．            
(NA)	 最后一集的莫名其妙把我完全震惊了...            
(4星)	 完全為了看岳華。            
(2星)	 TVB死了。ADA还活着。            
(3星)	 至少可以cut20集,到后來基本上都你害我我害你,完全是為了拖時間,一般觀衆根本就搞不清            
(4星)	 继续TVB            
(5星)	 5粒星全部係比演員唔係故事~蔡少芬做得好好            
(2星)	 拍噶长根本没意义的么            
(3星)	 82集 我竟然看完了..!            
(1星)	 蔡少芬真美。瘦即是美。            
(5星)	 确实好看~~~但是结尾太那个了            
(NA)	 喜欢林保怡            
(3星)	 37            
(3星)	 还有20几集没看完~            
(3星)	 看了前几集，时隔半年，再看个结尾，就算都看过了吧，中间的起承转合也不想了解。            
(3星)	 又一部半途而废            
(3星)	 还是忍不住想当年《创世纪》看几遍都不会厌，如今只能看一集删一集。            
(NA)	 moses！            
(4星)	 每天晚上正在追着看呢。年度大戏阿，好多星星，不过不喜欢这次林保怡演的角色。            
(3星)	 说实话，感觉有点烂尾~            
(4星)	 黎姿的最后一部戏呀~             
(4星)	 为了黎姿，我打四星，可是这部戏，真的很失望，尤其是黎姿！            
(3星)	 终于是完结了，最后一集我堕落的看了国语版，烂尾成了家好月圆，剧本牵强，表演平淡，很平庸。港剧就是轻松，不费脑子不费感情不费荷尔蒙，也就我这种闲的蛋疼的人才乐此不疲。            
(3星)	 每当看港产剧的时候都能感受到港人娱乐的精神。我每隔一段时间总要去看一看港剧，以此来缓解日剧，电影和生活对我不断造成的精神上的压力与创伤。PS：TVB是大不如前了~这剧我看一半就弃了，其实，整个香港都是~哎~时移世易啊~            
(5星)	 震撼 。            
(4星)	 最后两集我都是哭过去的。还是更喜欢小妹            
(NA)	 1020            
(NA)	 最近在看后面没看过的。开始看的时候是喜欢蔡少芬的。爹地没事也跟着看。哈哈            
(5星)	 結局有點倉促 Martin是我喜歡的男人 年紀大又何妨            
(5星)	 重新看过有新的认识            
(NA)	 你妹的，纠结的一塌糊涂。            
(4星)	 大致拉着看完一遍，我才要捂脸啊~~不过看完就听得懂粤语了，也不错哈~            
(4星)	 太多纠结的地方，很乱，但是还是能说明点问题的。。            
(3星)	 太婆婆妈妈。            
(3星)	 里面的人保养的都真好...            
(3星)	 看的是气场。。。            
(4星)	   哎呦 当时看的我这个累            
(3星)	 林保怡！            
(3星)	 82集我竟然全部看完了，还不错。            
(3星)	 33   现在暂时是不想看下去了。等无聊的时候再追            
(3星)	 该剧表示钱真是好东西，人真不是好东西。            
(3星)	 钱真是好东西 人真不是东西            
(4星)	 让我打发无聊好时光，不看又有点会想啊。            
(5星)	 康雅瞳，宋子凌。            
(4星)	 做人还是不要太贪心。虽然是黎姿的收官之作，但还是觉得，这里面她演得最不好。            
(3星)	 还以为会悲剧呢。            
(NA)	 没看全过            
(3星)	 我没想到港剧也能拍82集呀!            
(3星)	 黎姿真是漂亮啊。问我最近为毛都没看电影，恩，因为我都看连续剧去了。。。。。            
(3星)	 好一般...想当初大陆各大电视台热播的时候看了几集，三姐妹一个都不喜欢。            
(NA)	 最销魂莫过于日东那一句“我中意嘅唔系Sylvia，系你啊！”            
(5星)	 三个女人的世界。            
(4星)	 优点是很多细节和人性的刻画都值得细细品味，缺点是线拉的太长剧情失控            
(3星)	 我日他妈看的我累死了！！！！前20集4分。中间过程2分。高潮3分。结尾3分。真的好累好累好累的电视剧。。。。。。。。。。            
(NA)	 能靠这个学会广东话就鬼了。。。。完全看不下去            
(4星)	 80几集总算看完了...            
(2星)	 比较纠结，过于冗长            
(4星)	 除了结局，都很让我鸡冻，虽然除了黎姿，其他女的都不太喜欢            
(NA)	 不明白有什么罢不能的~            
(4星)	 她最终明白再大颗钻都抵不过一只光面戒环，最美好的生活原来是平淡。。。            
(3星)	 終於看到大結局了……            
(3星)	 好长好长啊            
(4星)	 57集终            
(4星)	 个结局感人~            
(3星)	 中间部分看了会很纠结。情节在考验人的心灵            
(4星)	 最后一集看得连哭几场……            
(3星)	 终于还是偶然的看完了。            
(3星)	 典型的TVB剧 断断续续足有一年            
(NA)	 妈呀，真长            
(3星)	 虽然没看完，还可以吧            
(3星)	 太长了点            
(2星)	 83集好长的TVB啊.该好好演的地方不好好演.唉,金枝玉孽后就没看过什么好港剧.老面孔,老情节.真失望.            
(1星)	 我看到50多集·实在挡不住了·二妹是脑残啊·            
(NA)	 我看到48放弃了.........我看不了他们折腾高长胜.................            
(4星)	 80几集粤语版 实在是坚持不到最后            
(4星)	 三个生活中的可爱女人不过都蛮可怜的            
(3星)	 无限狗血，拖沓不已。开始一集拖一点，后来隔几集看，后来十集一看，最后20集一看。            
(3星)	 再豪华的演员阵容也掩盖不住剧情的失败;不过开头真的好;越往后来编剧大玩蒙太奇...            
(3星)	 后面有点儿无聊            
(3星)	 又臭又长            
(4星)	 好像越到后面越不好看了            
(3星)	 不是特别引人入胜。贺哲男和康雅瞳果然是天生一对的傻逼二人组。高长胜和康雅言啊～～啧啧。还有一直很喜欢的蔡少芬            
(4星)	 蔡少芬的演技穿越了            
(3星)	 怎一个长字了得            
(4星)	 烂尾            
(3星)	 TVB剧用来作消遣一向很合格            
(3星)	 。。。little logic...no sense            
(4星)	 多半是睡着后又惊醒：剧情怎么发展到这儿了？！            
(NA)	 好像最迷的还是贺哲男。            
(3星)	 终于看完了。。。            
(3星)	 82集的电视剧，昨天终于看完了，情节冗长，乏味至极。为了节约成本，我都不相信是今年新拍的。还是警匪类的好看，真受不了这些勾心斗角的题材。            
(3星)	 没一个好东西。            
(4星)	 居然强悍地撑完了八十多集 到底是有好寂寞            
(4星)	 看完整个82集，身心疲惫。            
(2星)	 太长，，三个姐妹也太钩心斗角了歪，，没看完~以后电视上再重播的时候看下结尾吧            
(3星)	 乱。有时候，命运不给我们后悔改过的余地。            
(NA)	 应了那句笨人配笨人，阴人搭阴人            
(4星)	 我投降了，我受不了了，我看不下去了。            
(4星)	 仍有耐人寻味的地方            
(NA)	 剧情也太百转千回了 看得晕 不过黎姿的确美            
(4星)	 除了个把剧情上的硬伤汗人格塑造线条话之外，我基本上还是挺喜欢这种TVB“巨制”的。女人戏            
(4星)	 应该改名叫 TVB 群星会的            
(5星)	 我知道我那样中意康雅言和林保怡，和MELISSA，是因为他们里面有我自己。            
(4星)	 当初追到一半就差点看不下去了。            
(4星)	 最厉害的女人，是三个女儿的妈！！！            
(5星)	 推荐            
(3星)	 老乱了...            
(4星)	 就这样吧。。太长了。            
(2星)	 几乎都是分裂的人            
(3星)	 对于我们这种生活在纯净世界的人，那种斗法太夸张了点。            
(4星)	 刚看完结局 我喜欢大团圆 就算中间的情节多么的拖沓与离奇 我依然喜欢这样的结局            
(5星)	 毕竟是公司投资的片子，忙活了大半年，宣传了大半天~  希望帮助提升业绩吧~            
(3星)	 太长了！！！黎姿在里面被导演安排的楚楚可怜            
(3星)	 没有《金枝玉孽》的水准            
(3星)	 因为太长，看得断断续续，可能未见精意。。。            
(3星)	 這片子太tmd糾結了。。。。。。。            
(3星)	 前40集都不错            
(3星)	 完全冲着黎姿去的            
(NA)	 爱情的铭记诀窍就是记忆，浪漫，不断地制造两个人之间特殊有的记忆，只有你们之间的暗号，图片；杀时间的好剧！TVB教做人咩？还是很幼稚，- -# 菜很美，但扮相是把她毁了            
(5星)	 不能说没有看过            
(3星)	 总算看完了            
(3星)	 内容欠丰剪辑过剩            
(NA)	 名利场追逐。            
(3星)	 烂尾了啊~前面还是很好看的            
(3星)	 中间太过拖沓，大团圆的结局虽然勉强，我还是喜欢的。            
(4星)	 结尾不好看！太老套！            
(2星)	 那么多人 那么多钱 最后就拼出了这么个狗血的剧情            
(4星)	 好吧，港剧永远有它吸引我们这些市井百姓的地方。这部也是。无论是三姐妹的矛盾与联合，还是她们与各自爱慕或被爱慕的男人的分分合合，更或者因为这些男人而加剧的他们之间的矛盾。特别让人难猜的是里面每个人各执一词时，真相到底是善的还是恶的。最终结局如何。人物众多的长篇剧情群戏，很时下。            
(3星)	 太啰嗦。            
(2星)	 前部分，很好。结尾，不知道在干什么。            
(2星)	 会看死人去 TVB真是不舍得花钱            
(4星)	 前面还可以，中间太拖沓，所有角色人物性格都很让人讨厌……结尾还算温馨            
(5星)	 本年度目前最喜欢的TVB大戏。            
(5星)	 相较之下!我比较喜欢维持现在的生活,但有钱人好累哦!            
(3星)	 从金枝欲孽到火舞黄沙再到珠光宝气，演来演去都是那几个演员，甚至连跑龙套的都是原班人马，已经厌倦了            
(3星)	 看了四集。看不下去。end            
(4星)	 没有想到会有那么多集，今天才看完！感受颇多，名利都是过眼云烟。            
(3星)	 看死老子了！！！再也不看粤语长片！！！            
(3星)	 哭什么哭，不哭就活不下去？            
(4星)	 林保怡的角色魅力无穷。这样的剧情太可怕了。当然，电视剧就要这样大团圆结局，每个人都变成好人。            
