http://movie.douban.com/subject/1786739/	还珠格格
(4星)	 不得不说还是经典啊~            
(5星)	 谁不是看着这个长大的            
(5星)	 年年看，看了十年            
(5星)	 真是集集不落...- -|||看了好多好多遍..哪..            
(5星)	 如痴如醉。            
(5星)	 不得不说这是华语电视史上的奇迹            
(5星)	 寒假重温，发现我小时候爱看是有理由的            
(5星)	 那是我的孩童記憶好嗎!!!!!            
(5星)	 对的时代遇到对的剧本遇到对的演员。无法替代无法超越的还珠记忆。            
(3星)	 不得不承认我们都为她着迷过。            
(4星)	 青春啊，婴儿肥的你们。            
(5星)	 很久以前，初中            
(5星)	 那个时代。。            
(5星)	 这个必须的..其实它真的是我的爱...            
(3星)	 全国铺天盖地的放，不看都不行。            
(3星)	 一出闹剧            
(1星)	 一屏幕，全是眼睛。贼大个的。            
(5星)	 那时候全国都在看。            
(5星)	 60%的收视率 现在还有电视剧能做到么？            
(5星)	 温暖的回忆啊！曾经初三和高中时特别迷还珠格格！！            
(5星)	 哎呀，第一部在那个时候还是蛮好看的……            
(NA)	 汗。。其实当时多迷这个的 当年            
(4星)	 迷得一塌糊涂！            
(3星)	 老子被逼的。。。            
(3星)	 有一个姑娘，不要说你没喜欢过她            
(NA)	 哈哈哈哈             
(3星)	 以前多喜欢看的  哈哈            
(4星)	 原来都已十年            
(4星)	 我本来不愿意承认来着~哈哈，但想起来曾经也为此爬过窗户。。好吧~  谁让我那时的文化生活那么贫瘠来着。。而且，想不懂那时为什麽觉得赵薇的扮相狠好。。            
(3星)	 我挺喜欢赵薇的。            
(4星)	 有一个姑娘，她有一些任性，她还有一些嚣张~            
(5星)	 初中看的，我是我班第一个看的，每天都在跟同学讲有多好看，然后夸赵薇多美，眼睛多大，哈哈            
(4星)	 小时候很喜欢这个产品好嘛!            
(5星)	 这是经典这叫回忆 青春啊            
(3星)	 這部尚可，其後兩部慘不忍睹。            
(3星)	 是个人都看过，不解释。            
(5星)	 看天涯的贴重温了一下 当年第一部全家都爱看             
(4星)	 小时候很喜欢～～            
(4星)	 我曾经是有多爱!!!            
(4星)	 还珠格格，那时我们还年少。            
(5星)	 很好啊很好啊            
(NA)	 那时候给过许多笑声～            
(3星)	 完全囧了……            
(5星)	 不管怎样 都是小时最浓烈的电视记忆。            
(4星)	 以当年来讲。这部片子的确成为了家家户户几乎都看的热片。            
(3星)	 这个。。。是人都应该看过            
(4星)	 给记忆满分            
(4星)	 好看啊            
(4星)	 我们都是这样长大的。            
(4星)	 其实第一部还是很好看的            
(4星)	 第一部还真的不错，虽然尔康恶心了点。            
(5星)	 爱情启蒙教育            
(4星)	 我也很喜欢的说~~            
(NA)	 初中美好记忆。            
(5星)	 寒暑假必看            
(4星)	 老实说第一部不错啊            
(5星)	 曾经的全家总动员。            
(NA)	 额。。            
(NA)	 当年真疯狂            
(5星)	 第一部真的是经典            
(5星)	 忠于我当时的感情            
(5星)	 多经典……            
(4星)	 当年如此红~~            
(2星)	 这部电视剧，捧红多少人啊。记得当年，有的同学一放学就火急火燎地赶回去看《还珠格格》。那个积极呀。            
(NA)	 小学。            
(4星)	 嚯嚯            
(NA)	 其实第一部我很喜欢，掩面            
(5星)	 第一部还是要力荐的,毕竟在哪个年代,我们已经看了不下无数次...连台词都能背了...            
(2星)	 看过若干集...            
(5星)	 其实我觉得还是非常非常经典的。            
(5星)	 那时疯狂啊...            
(5星)	 好吧其实现在还是很喜欢.不管怎么说还是很经典的,而且影响之大难以想象.            
(5星)	 好说歹说也是时代经典~            
(5星)	 陪伴我的成长            
(5星)	 经典啊！当年的大家是多么的美好            
(1星)	 被老妈和老姐胁迫看的。            
(5星)	 这都已经是重播的第十个年头了            
(4星)	 很经典。收视春药。            
(NA)	 那时候我们都觉得赵薇和苏有朋是绝配……            
(4星)	 真是经典啊            
(NA)	 那纯真的年代啊~            
(2星)	 自从电视剧广为传播以后 我的小名儿就成了小燕子了 说实话 我真的不喜欢那神经大条做事又不负责的样子 更讨厌其他人 哎 罪孽啊 还是陪家人看完了 而且是租碟一口气看完的            
(5星)	 经典！            
(5星)	 我所能亲历的经典。            
(NA)	 这个。。。            
(3星)	 第一部一般，后面两部需要打负五星的分数            
(NA)	 当年我看哭过看笑过啊！铅笔盒都是小燕子啊！就是要给五星啊！五星！！！！            
(5星)	 只有一个还珠格格！她叫赵薇！            
(5星)	 挺好看滴。            
(5星)	 各种经典。            
(5星)	 ｗｗｗｗ　其实我最爱的是皇阿玛            
(5星)	 太经典了！！！            
(4星)	 终于了解芒果台的险恶用心了，在十年还珠的疲劳轰炸之下收视率愈显疲软之际，搞了个粗糙的山寨货出来，人们一看货不对板，顿时衬托得老版还珠如一颗再现光华的璀璨明珠，这么一来，还珠又可以称霸十年了。            
(5星)	 无可替代。为了看上一集和家长斗智斗勇，和同学一起津津乐道其中一位着急时会结巴的可爱宫女，箫剑和晴儿在剧终时悬念无穷的对视，当然还有我做的厚厚一大本剪报以及写给赵薇的一封未寄出的信……这部剧就是我的十三岁！            
(5星)	 不记得那会是初二还是初三的暑假，每天晚上一家人都在电视机前围着看，好温馨。电视剧的剧情并不是最重要的，最重要的是，那时，一家人在一起的感觉超级好。            
(4星)	None
(5星)	 在初中的楼梯上，璐璐边走边说今晚看不上还珠了……五星谨为当年，还有再也遍寻不着的那几张清纯脸庞。新还珠激起了我看旧还珠的冲动。谁能数得清这十几年我们都失去了多少？再NB的现在，都比不上当初一起SB的岁月。我说你呀，如果现在手里还牵着当初一起SB的人，不管NB与否，都该无与伦比的知足            
(5星)	 当初我很喜欢苏有朋            
(5星)	 多少年了啊。            
(5星)	 给我的宅童年五星            
(5星)	 当年可谓万人空巷，还有哪部电视剧能如这部吸引人？             
(4星)	 小学            
(5星)	 时隔多年，我才明白，还珠里的爱情，是一生都渴望却一生都不能拥有的梦想。            
(4星)	 可看性还是很高的。。。            
(5星)	 万人空巷就是说这个吧！            
(3星)	 哈哈！            
(NA)	 三部曲            
(5星)	 不记得看了多少遍了            
(4星)	 当年哪有人不喜欢啊 呵呵            
(4星)	 过。            
(1星)	 当时风靡 完全不屑 小燕子可爱个毛呀 五阿哥光头帅个鬼呀 一片磨叽事儿逼            
(5星)	 为什么湖南台现在还不重播！！！            
(3星)	 我爱你爱的好痛苦好痛苦 你爱我爱的好痛苦好痛苦 我们都爱的好痛苦好痛苦 可我们还要在一起            
(5星)	 我靠 这我能没看过么。            
(4星)	 喜欢动力火车的《当》这首歌。            
(5星)	 平心而论            
(4星)	 小时候让我笑得很开心            
(5星)	 那时候真是迷死小燕子了啊！            
(4星)	 对亏了您 大明湖红了            
(5星)	 赵薇和林心如真好看 啊哈哈哈            
(5星)	 就是好看            
(5星)	 陪我度过童年。            
(5星)	 最爱的一部~            
(4星)	 那个时候大家都真的好年轻啊～现在小燕子都成妈了            
(NA)	 年年放年年放……            
(4星)	 硬是生生放了十年            
(NA)	 大眼睛姑娘，童年的快乐。至此怀念。            
(5星)	 神作            
(5星)	 何必否认曾经的年少痴狂            
(5星)	 啊~让我们红尘作伴，活得潇潇洒洒            
(5星)	 这个力荐，是必须滴            
(4星)	 经典。            
(5星)	 太经典，太怀念的过往            
(4星)	 经典。。            
(5星)	 我的青春。            
(1星)	 做作，垃圾……            
(5星)	 咳咳。。。我马克只是突然怀念。。。            
(4星)	 好看！            
(5星)	 好看~            
(5星)	 真的很经典            
(5星)	 芒果台敢不敢继续重播下去！不过永远忘不了第一眼瞥见小燕子时的惊艳，真的是经典            
(5星)	 经典中的经典            
(4星)	 可能是我老了以后说起的一个时代标志            
(5星)	 我想要的青春，潇潇洒洒，轰轰烈烈！            
(5星)	 永恒的记忆            
(4星)	 哈哈哈哈 好欢乐             
(5星)	 琼瑶的魅力。当时真是万人空巷啊。全国超过50%的收视率那是个神马概念？            
(5星)	 当时到了8点就没有人上街了~全窝在家里看这个了~琼瑶阿姨的力量啊~            
(NA)	 誰沒看過他不是中國人            
(4星)	 我的妈呀经典啊            
(4星)	 能够纪念青春的东西都是美好的。            
(5星)	 不管现在怎么说，我不能对记忆撒谎。            
(4星)	 想当年我是朋薇派的            
(5星)	 第一部还是相当经典的            
(5星)	 年轻的时候，觉得这就是神话，哈哈~            
(4星)	 当年那个欢喜哟~            
(3星)	 最近重播追了下，才发现琼瑶笔下的古人和现代人一样絮絮叨叨啰啰嗦嗦动不动就落泪。            
(3星)	 nothing to say，我是地球人            
(5星)	 那些时光。            
(4星)	 我当年还真喜欢这玩意儿啊~            
(4星)	 当时，甚是喜欢。            
(5星)	 ...啥也不说了 经典就是经典!            
(5星)	 還珠格格1實屬經典``            
(4星)	 经典之作 以至于我现在还是看的            
(4星)	 很多人不愿意承认,但我们这一代确实那时都火热的追这部剧,包括我们的父母爷奶            
(3星)	 这部收视率百分之四十的，也许有没看过的，但估计没有不曾听说的            
(5星)	 没看过的也太~~绝对的中国经典。            
(3星)	 哎··            
(5星)	 沒看過的孩子沒童年啊             
(4星)	 无情无耻无理取闹~            
(4星)	 基本上，没有比它更红的连续剧了吧？            
(3星)	 一一~            
(5星)	 哈哈哈哈            
(5星)	 好看就是好看!            
(4星)	 这是当时的感觉，真的还可以            
(5星)	 这啥都不说了            
(5星)	 在那个年代，还是非常难得的……            
(4星)	 不可小看，我从来不否认自己喜欢过            
(NA)	 挺好看的 那时候狂迷尔康            
(4星)	 哎呀那时候还是很迷恋的嘛~            
(NA)	 我怎么无聊到加这些。。。            
(NA)	 初一吧~            
(NA)	 小时候很爱很爱呢，霍霍            
(NA)	 小学小学暑假就看这个了            
(5星)	 想当年            
(5星)	 当年觉着真真好看哪。。现在……已经放烂了。            
(5星)	 少啰嗦，我就是觉得很经典            
(4星)	 不记得为什么会看这个，只知道每个频道都在放这个。            
(3星)	 就看过第一部，好像还不全            
(2星)	 当年全家一起追囧            
(4星)	 老实说挺好看的            
(5星)	 现在看还是很好看。            
(4星)	 当年的确是爱得死去活来的。。。            
(3星)	 一句话，太傻帽儿了……            
(5星)	 那段岁月你陪我长大            
(5星)	 这是经典            
(4星)	 当年的阳光灿烂不可否认            
(3星)	 当年我们全家除了我都在追剧看，真疯狂~            
(5星)	 经典中的经典            
(5星)	 怀念了..            
(4星)	 想当年啊            
(5星)	 怎么说,曾经无可比拟的辉煌            
(4星)	 这个怎么说呢 实在是小时候的最爱啊            
(4星)	 没看过的一定要看            
(5星)	 承载了很多            
(NA)	 永恒的回忆，美丽的大眼睛···            
(4星)	 谁他妈没看过啊            
(4星)	 一个时代的记忆            
(NA)	 饶恕我吧~~~ 我居然看过这个~~~            
(3星)	 好吧，我也看过幻猪格格            
(3星)	 我很喜欢第一部的色彩对比            
(5星)	 哈哈哈哈哈 不用多说            
(5星)	 第一部还是很经典的            
(5星)	 还珠1真的很好看很经典            
(4星)	 其实第一部虽然很俗但很经典，当时真可谓万人空巷啊，大长今也没有这种局面，四星其实挺客观。只是续集和重播次数太多把大家审美弄反胃了            
(4星)	 哈哈！其实我很低俗。。。            
(1星)	 你是疯子我是傻子，疯疯傻傻到天涯。            
(4星)	 其实真的比现在很多的电视剧都好看。            
(4星)	 转眼十年            
(NA)	 没有人没看过吧            
(4星)	 當初看的時候我也是很喜歡的誒~            
(NA)	 哈哈 小学的最爱            
(4星)	 不管怎么说,它伴随我成长,火遍大江南北的程度还是不容否认的.看了越南版翻拍的还珠之后,觉得咱们大陆拍得真是好!            
(3星)	 痴头怪脑            
(1星)	 捧红了星星，忘记了月亮            
(5星)	 难忘的回忆。            
(3星)	 还是第一部好看，后面都是垃圾            
(NA)	 第一部是真喜欢，第二部不喜欢，第三部看不下去了            
(5星)	 伴我长大            
(3星)	 异化了的皇家生活，可能只是为了好玩。            
(2星)	 沉默...            
(NA)	 其实琼瑶阿姨还是很牛B的，我们这代人就是看环珠长大的。            
(4星)	 先是湖南经视拍的，后来给卫视拍去了，再后来，卫视原来还叫芒果台。。。            
(4星)	 怀念一下还是小女生的时候。。。            
(5星)	 還珠格格陪我成長。            
(3星)	 10年了……            
(3星)	 初二            
(3星)	 那时我才上小学            
(5星)	 六年级的神剧啊！            
(NA)	 其实我每次都不好意思的想把这个添加进去然后一琢磨又删除了.实在...呃...当年那么红火的剧...家里又有这么个娘亲.难免会看的嘛...            
(NA)	 我恨死这部剧了，它意味了我身为一个前摇滚女青年和整个世界的隔阂……            
(3星)	 第一部很好。。            
(5星)	 毕竟代表了一个年代啊！            
(3星)	 其实还不错啦            
(4星)	 不可否认，它是很成功的            
(4星)	 小学时候的回忆 哈哈            
(NA)	 =v=             
(NA)	 比二好点。            
(3星)	 还靠谱            
(3星)	 好多年前看过。            
(5星)	 这个得打十颗星啊亲！            
(NA)	 还是第一部好            
(5星)	 我的第一个偶像还有第一个梦中情人- -            
(3星)	 哈哈            
(4星)	 小时候的回忆啊~~~~~            
(NA)	 哈哈哈            
(5星)	 当年这种级别的片子再有缺点也是惊艳啊            
(5星)	 卧槽多美好的回忆啊            
(5星)	 小学、初中乃至高中暑假必看。            
(5星)	 经典            
(5星)	 当年可迷了            
(5星)	 给回忆五星            
(2星)	 我后来用了很久才改变了对赵薇的刻板印象，相信她是个好演员。            
(5星)	 13年前最爱的剧，重温一遍，果然还是最爱美少年~            
(5星)	 不看这个人生不完整啊。            
(4星)	 想当年，一曲多情的喇叭吹开了我少男的心扉            
(5星)	 话说还是这个是经典 制作我也觉得是最好的 不论是服装 场景 化妆 后期 以及配音 我都觉得是最好的             
(4星)	 小时候一直很想偷看、   到处都在放、  和现在的新还珠比起来，才知道什么是演技什么是深入人心            
(5星)	 经典不可复制。让新还珠一边羞愧去吧！            
(5星)	 经典。。。。            
(5星)	 泪……我越活越回去了……            
(5星)	 琼瑶一定是一个在爱情上受到过残酷打击的女人，要不然不可能一辈子都在写言情小说，而且写得这么成功。            
(5星)	 老少咸宜            
(5星)	 我怀念的是。            
(5星)	 时光荏苒。当初一切美好。那么轰轰烈烈。潇潇洒洒。            
(5星)	 五星，献给我的童年。。            
(5星)	 就是有人会一直否认自己曾经多疯狂的追过还珠格格 我也有过 现在想想 假如没看过 才是真遗憾 最棒的国剧没的说            
(5星)	 谁都代替不了小燕子！！！小燕子只属于赵薇！！！            
(5星)	 新还珠就是拿来捧老还珠的= =            
(5星)	 再一次一口气看完才发现其实所有槽点都在尔康一个人身上 已经不止是鼻孔了………………            
(5星)	 现在我才知道这是神作……！！！！            
(5星)	 今天找虐的去看了一集新版，才觉得老版真TM美好。这新旧一对比，新版残得恨不得把眼珠子挖下来啊。赵薇版的小燕子无法超越，芒果台你收手吧，不要再毁经典了！            
(5星)	 经典啊，又回到小时候了            
(NA)	 原来我一直没点看过，对不起，皇后娘娘            
(5星)	 每年都看不腻o(╯□╰)o            
(5星)	 人一辈子都有特定年龄段时最深刻的电视剧记忆，对于我们这一代来说，还珠格格就是这样一部神菊！            
(5星)	 给五分行不行？            
(5星)	 吹开盖头，一见钟情。            
(5星)	 一代人的记忆，心中的经典            
(4星)	 童年回忆啊=w=            
(5星)	 你还让我讲什么！！            
(5星)	 很经典            
(5星)	 很喜欢永琪            
(5星)	 第一部是最爱            
(5星)	 不给满分不是80后啊。            
(5星)	 时代的符号。            
(3星)	 那时候赵薇太美了            
(5星)	 必须的 ╮(￣▽￣&#34;)╭            
(5星)	 不可超越            
(NA)	 = =            
(4星)	 当年芳龄14，正是迷恋琼瑶奶奶笔下“乖乖虎”的年龄哟~班里的女同学每天早上都一脸娇羞的议论剧情。啊~年轻真好！            
(5星)	 那时候真是美煞了！！！            
(2星)	 好吧，没办法回避。            
(4星)	 .........            
(5星)	 哦，不多说了，经典中的经典~~            
(2星)	 我妈喜欢紫薇。。。            
(5星)	 当时那么痴迷 怀念 carefree             
(NA)	 我们这一代痴迷的电视剧，万人空巷。            
(5星)	 小学六年级时第一次缠着妈妈给我买了一张还珠格格的报纸，虽然那时我还没看，但总觉得周围的人讨论得如火如荼我再不加入就真的与时代脱轨了            
(4星)	 神剧            
(NA)	 当年怎么看了这么多遍，现在觉得台词神马的真的要腻死，嗲死，煽情死~            
(4星)	 当年看的时候还挺迷的            
(NA)	 大家都看过，只是屑与不屑收而已。话说这是叶子鼓动我看的第一部电视剧，丫在电话里兴致勃勃地对我说：快看xx台，有个女主特别好看            
(5星)	 人生观形成初期            
(5星)	 想当年偷瞄着看啊~~            
(NA)	 我能不打分嘛~~            
(5星)	 我们这个时代的人谁没看过？！            
(5星)	 什么也不说了            
(5星)	 荼毒了多少人！！！            
(NA)	 当年的赵薇，真是美的惊为天人            
(5星)	 当年那个火啊            
(5星)	 现在。我们才能看懂他们的爱。那么深。那么感人。            
(5星)	 我准备今年寒假（自定义），在看湖南台。。            
(4星)	 赵薇都生了            
(5星)	 这个是经典啊。哇哈哈~            
(5星)	 没有理由给五星啦             
(5星)	 真是百看不厌啊啊啊&gt;&lt;            
(NA)	 我无耻的只是为了增加与大美的共同爱好            
(3星)	 当时经常看得我时而嘎嘎大笑，时而嫩牛满面，没想到事隔多年，容嬷嬷火了！尔康火了！            
(4星)	 只看第一部！            
(5星)	 小时候的最爱啊……听到主题曲就会在床上跳起来            
(4星)	 童年！            
(5星)	 没看过还珠格格的简直……            
(5星)	 清晰地记得自己曾经通过房间的镜子反光，通过在楼下写作业时候蹲在楼梯上听，通过假装上厕所一次次上楼去看。。哈，连我爸妈不要看古装的人那时候也看得津津有味。这部戏真是陪伴我们长大的经典啊。之后再怎么改，都不会超越它的。我也不看好这次湖南卫视的。            
(4星)	 这一部的色调最喜欢            
(5星)	 原来已经12年了！！！            
(NA)	 昨天看了一小段 ，我觉得赵薇 演的挺好饿            
(3星)	 很雷人            
(5星)	 年轻的赵薇明艳照人！贼溜溜的大眼睛             
(4星)	 如果你是格格，那我是神马？            
(NA)	 嗷。。我还有原著小说。            
(NA)	 哇            
(5星)	 冲着经典程度也要给五星- -            
(NA)	 哈哈哈            
(3星)	 小时候的电视泡沫剧。            
(5星)	 再怎么说也是那时候的经典            
(5星)	 谁小时候还没有看过还珠啊。顶。            
(5星)	 小学啊  小学            
(5星)	 虽然说起来有点不堪，但小燕子在当时确实影响了我的择偶观            
(5星)	 那时候我是那么地喜欢赵薇，23岁，无忧无虑的大眼睛            
(5星)	 当年的赵薇极其水灵            
(4星)	 真怀念没心没肺啊            
(5星)	 没什么可以超越环珠格格的了！            
(5星)	 最近每晚回家都會看兩集（……）第一部已經看完，今晚會放第二部吧……            
(5星)	 我说我没看过你们信吗            
(5星)	 永远的记忆呐            
(4星)	 赵薇你要幸福啊            
(4星)	 曾经也被琼瑶阿姨荼毒过啊~            
(5星)	 第一部显然经典么            
(5星)	 容嬷嬷 我来晚了            
(5星)	 怎么说呢。年少的回忆总是美好的。让我们红尘作伴活得潇潇洒洒策马奔腾共享人世繁华            
(4星)	 经典琼瑶剧。这是我20年来看的次数最多的剧了。            
(NA)	 这个不能忘            
(4星)	 虽然芒果台放了十年，可她依旧是童年无可取代的记忆。            
(4星)	 其实嘛，第一部通常都不错。唉，真的是，如花美眷，似水流年啊。            
(5星)	 火！琼瑶剧的又一个时代。            
(3星)	 暑假生活            
(5星)	 爷KTV必点曲目 当 。XD            
(5星)	 姐的青春啊！            
(NA)	 我年少的记忆            
(4星)	 我真爱容嬷嬷= =            
(5星)	 正宗童年回忆，不可否认真是很经典的。            
(4星)	 呃，超萌五阿哥            
(5星)	 现在仍不时能在电视中瞟到，曾经的经典。那个时候的赵薇一去不复返了吧~            
(NA)	 当年看得津津有味            
(5星)	 這個經典..絕對的每一個人都看過...            
(4星)	 看不腻看不腻啊            
(5星)	 琼瑶奶奶经典作品！~            
(3星)	 容嬷嬷是尤物            
(5星)	 青春的回忆=__,=            
(5星)	 第一部是经典，看多少遍都不烦            
(NA)	 12年  依然很喜欢            
(5星)	 影响了一代人的经典            
(5星)	 怎么能有人给不是5星！哈哈            
(4星)	 想当年我就不信你没跟着疯狂一把……            
(5星)	 永远不能忽略的            
(5星)	 我永远都看不厌。。            
(5星)	 唯一看过的古装，而且百看不厌            
(5星)	 还珠格格对我的豆蔻年华 有着巨大的影响            
(4星)	 万人空巷啊            
(5星)	 一部剧集，一代人。一个关于格格的梦~            
(5星)	 从小看到大，现在电视台还在重播。只能说太经典！            
(5星)	 红透整个东南亚 红翻天            
(4星)	 第一部是经典             
(4星)	 当年很爱，看了无数遍以至于某些台词都能背出来。这个大眼睛的女孩，是个奇迹。            
(4星)	 当时很火，也确实很好看            
(5星)	 第一部好看。            
(4星)	 青春啊。            
(5星)	 怎么才7.4???这么经典            
(5星)	 belief            
(4星)	 经过岁月的洗礼你们都更美丽。除尔康。            
(5星)	 冲着这是小时候的最爱打五星！            
(4星)	 小时候谁不喜欢啊            
(4星)	 电视剧史上的一个传奇。            
(5星)	 无可取代的。。。            
(5星)	 五星纪念童年            
(5星)	 心中的经典回忆            
(4星)	 天哪 我的豆瓣居然么有还珠  初中的纪念啊 怎能米有~            
(4星)	 经典            
(4星)	 小时候连做梦都是这个            
(3星)	 尔康我瞎了！            
(4星)	 第一部还是很经典的            
(4星)	 无论如何，影响了一代人            
(4星)	 小学一二年级时八点档必看            
(4星)	 暴露年龄的电视剧  真的是一代人的回忆            
(5星)	 经典！            
(3星)	 童年。★★★☆            
(5星)	 经典            
(5星)	 当年很痴迷。。。转眼十年            
(5星)	 看过一百遍。。卫视 威武。。            
(4星)	 感谢小燕子带给我的快乐时光！！！            
(5星)	 经典。            
(3星)	 当时太红了            
(5星)	 很经典，很好看~            
(NA)	 那一代人啊            
(NA)	 我怎么看过这么多电视剧!!            
(5星)	 爱死了！！！            
(5星)	 虽然这部剧被湖南卫视播烂了，但是它依然是陪伴我成长的回忆，永远记得那个时候如此疯狂的迷恋赵薇，自己把早饭前存起来买有她照片的报纸和杂志。我想我这辈子肯定不会再那样去喜欢一个远离我生活的人了。            
(4星)	 苦苦等15分钟的广告            
(5星)	 大爱啊！！！大爱！！！还记得那时春游，漏看一集，还让我爸录下来，回来再给我看的~这大概是我最疯狂喜欢的一部电视剧了~~             
(4星)	 真的是很美好的回忆啊....            
(4星)	 有一个姑娘啊            
(4星)	 哈哈，第一部还是很好的，我的萝莉时代。            
(4星)	 经典啊经典            
(4星)	 经典嘛。            
