http://movie.douban.com/subject/5384549/	倾世皇妃
(NA)	 这种二缺剧情冷笑的嘴角都抽了            
(3星)	 林心如，你几岁了！！！要不是霍建华，两星有木有！！！            
(2星)	 皇帝这么没主见这么纯天然我好不习惯……昨天竟然在不知情的情况下看了一集。。。。            
(1星)	 内牛满面 主演阵容！！！！我喜欢 为毛我们霍建华男二？？？            
(3星)	 万端情愫，剪不断，理还乱，我只能说霍建华是这部剧里唯一的看点。剧情什么的真的别扭的可以，就不多提了。            
(1星)	 垃圾 烂片            
(1星)	 三分钟，弃。            
(1星)	 我真是含辛茹苦的陪老妈看完了，这种片子真的是情商加智商低得人写得吧，外加看了很多琼瑶（天天情深深雨蒙蒙去了），看了上句就知道下句台词，还有好好的两个皇帝都围着女主，非卿不娶的，最后还都死了，后妈也没有这样的，宫斗水平低下，实在不行借鉴下TVB都好一些嘛，历史要好好学，琼瑶要少看，            
(2星)	 这戏严宽的扮相值一星，林心如的扮相值一星，其他，没了。            
(2星)	 看了10集，实在看不下去了，觉得心如的演出有点做作，或者说这么多年了，还是原来紫薇格格的感觉，没有任何突破。            
(2星)	 不得不吐槽 霍建华大帅哥完全就是浪费嘛 严宽那个人看起来就不招人喜欢 汽油这个角色就更加了 坑爹啊 片花看起来是荡气回肠 真正看起来觉得前面30集就是老太婆的裹脚布又臭又长，浪费那么好的演员。            
(3星)	 片头曲真是……………………预感每个下一秒都会破音            
(2星)	 片头曲好恶啊........话说花公公你和皇上有一腿吧!!!!!!!!!!!            
(5星)	 还不错。类似美人心计。            
(5星)	 说实话，作者18岁能写出这么累心玩脑子的作品确实花了不少心思，很难得，主要电视剧的颜超正，比步步正，看着就很舒心。            
(5星)	 喜欢心如  她的前方不只是这一点点  还有许许多多   金典亦最求            
(1星)	 我今天为毛这么手贱！！！            
(2星)	 芒果台的玛丽苏大剧，林心如演少女真心可怕，可惜liao严宽和霍建华的好面皮。除了惠英红和戴春荣统统都跟没受过表演训练似的。跳着看了几集，放弃。            
(3星)	 色情画面太少，剧情太叼乱，废话太多，刘连成死的太早            
(3星)	 完全是为了欣赏美男 对我来说是倾世皇君。。。OST还是不错的。。。            
(1星)	 一个字   雷            
(1星)	 恩，真他妈烂            
(1星)	 天雷滚滚，林心如老黄瓜刷绿漆真叫人无法忍受，不过看着一帮人一本正经地出演神经病倒是很欢乐。            
(2星)	 其实我是为了严宽啊~//结果就算霍建华和严宽两个男人都不错 可是这剧我看了8集真的看不下去啊 如主题曲说的 倾世皇妃 我不要 好雷 TAT 全毁了 害我没看之前多么的期待啊！！！看小说吧亲~我真的很少给评价这么低的 两颗星全给男女主角了 &gt;&lt;            
(4星)	 结局是悲剧= =+林心如真心装嫩，但不得不说35岁的林心如比20岁的我好看多了。。。。            
(5星)	 自有大气之处！            
(5星)	 心如演的很好。很赞。            
(4星)	 开头太搞笑了吧。。。哎。中间复仇要苦逼了。。我等全部出完了再看。            
(5星)	 我爱林心如 真心爱            
(5星)	 这是好看的一部电视剧，批判的人就 不要看，自己看还说那些话那就无耻，            
(5星)	 还是很好看的啦 挺心如 喜欢严宽演的角色            
(1星)	None
(2星)	 纯粹是冲着两位帅哥去的，剧情太雷了，有点坚持不下去了~~            
(4星)	 就是喜欢林心如啊             
(5星)	 一直看不好霍建华，这部剧有让我喜欢上他的潜力！！嘎嘎嘎！！！            
(5星)	 五星是给宽爷的~~~            
(1星)	 我滴妈呀！怎么这么难看。。。这素质的编剧也出来混，我可以拿诺贝尔文学奖了啊！！2集果断弃！演员再好看也救不了了。。            
(2星)	 玛丽苏天雷剧啊！不过，为什么某个成年健在的皇子要叫“孟祈陨”呢？编剧不知道“陨”是什么意思吗？还不如叫允或赟呢，看上去更有文化吧。。。            
(3星)	 雷的很认真= =            
(1星)	 按耐不住想打一星的情绪。。。            
(1星)	 简直是天雷滚滚，彻底无语，定位不准确            
(2星)	 虽然还没看完。但是跟步步惊心比差很多。            
(1星)	 敢不敢再玛丽苏点？            
(2星)	 好烂····            
(3星)	 果然是“倾尸皇妃”，全都死了。这部片子是在教育我们要够狠吗？！            
(3星)	 搞基大片                
(5星)	 前面确实挺雷的，不过后面剧情发展得比较好，越看越有味道。            
(5星)	 一开始觉得霍建华帅，但是严宽越看越有味道啊。。。            
(2星)	 我其实没看完，但是我还是要打分，因为太二了。            
(2星)	 其实，还是很好看的，尤其是她和祈佑的感情戏。——看完之后觉得，真是无聊的一部圣女戏啊，林心如你真让我失望，你还是演你的紫薇去吧，可怜了霍建华~            
(5星)	 这部电视剧应该可以成为经典吧。丰富曲折的剧情，演员出色的演技，都是这部剧的亮点。支持林心如！            
(5星)	 越看越好看了            
(5星)	 难道只有我觉得好看？            
(5星)	 支持心如··            
(1星)	 倾世皇妃 我不要 好雷╮(╯▽╰)╭            
(1星)	 看完一集后瞬间凌乱了。。            
(5星)	 看到第8集，为了严宽的腹黑，真的好腹黑啊！给五星，头饰各种美啊            
(1星)	 多希望从来木有看到过。。。被雷劈了一样焦灼啊。。            
(5星)	 非常好看，如果你在看完书在看电视的话，更有感觉            
(NA)	 卧槽如果不是为了看严宽，这哪里看得下去。。。            
(5星)	 严宽和霍建华，小期待一下~~            
(5星)	 看到幕后这么和谐友爱的团队  真心喜欢啊!!!还有华哥演的刘连成  爱惨了!!!            
(2星)	 女主男主女配男配女醬油男醬油都在用生命瑪麗蘇...可歌可泣......            
(5星)	 主要是迷霍建华的说~原著很好看，期待快点出来            
(3星)	 里面有一群神经病有木有，林心如babyfat有木有            
(1星)	 狗血            
(3星)	 感觉和上部美人心计差不多            
(3星)	 乍一看感觉不如《步步惊心》，不知后事如何            
(4星)	 看了一个月 终于看完了 馥雅一生有那么多深爱他的男人 也不算孤单 可是这个结局 真的不喜欢 马度云死的太干脆了啊!!!            
(3星)	 雷点与萌点齐飞。霍建华戏份怎么那么少？花公公V5。不过结束部分实在烂出了水准。看不下去了            
(3星)	 对于一路看到最后的自己懒得多吐槽了。拿来和《步步》比较的话，此片狗血更甚，堪称浓墨重彩。女主固然玛丽苏之极，但好在够忠贞专情，拉起一人的手便直走到底。这一点也算片中主要人物都具备的通性了。三俗人士真心觉得《倾世》要比《步步》好看上那么半颗星，因此三星半高分XDDD            
(2星)	 啊。。原来那货是严宽！！苦逼三角恋。为毛我外婆每天都看。            
(2星)	 终于陪母后大人把这个东西看完了，终于可以抢到电视了            
(1星)	 看过最差的宫廷剧了            
(2星)	 做手工专用国产无聊剧            
(3星)	 真心觉得小说不好看，电视比小说还扯淡            
(2星)	 狗血，真是浪费了那么好的制作费，以及两位可以秒杀的男主角            
(3星)	 玛丽苏剧看着不用动脑，我喜欢            
(3星)	 悲伤的不仅仅是故事，更悲伤的却是生活              
(1星)	 心如就是一个花痴，加白痴，剧中找自我满足            
(NA)	 冲着霍建华看了然后被玛丽苏雷走了……            
(1星)	 林大妈的这部戏真让我好失望，特别是在连城打酱油以后，我就没看下去了。            
(1星)	 烂爆了。            
(5星)	 衣服都挺讲究的！            
(1星)	 绝世玛丽苏集大成者            
(1星)	 喜欢吃柿饼的玛丽苏连童子尿煮个绿豆都可以治剧毒orz            
(3星)	 前几集看了，后面就没得跟了，没有可跟的点~            
(2星)	 那些有才有貌的男人为什么迷这么个圆溜溜普普通通的女人迷得死去活来啊 去死去死好嘛亲            
(2星)	 看了一半第一集就被恶心到了。。            
(1星)	 一边被姐妹逼着同看一边骂自己没出息，怎么能忍受这样的剧。比起锋芒毕露的冰冰本更偏爱心如的，看了她全权包办的剧就清醒了两人鸿沟般的差距了，没有那个料就别毁了自己在其他方面的形象。胡扯狗血的剧情作为一个演员级别的编剧也就算了，整个制作简直无法...总之是失望            
(NA)	 要不是闲着没事干的千万别看啊！            
(1星)	 女主角太贱了            
(3星)	 各种做作，然后喜感。            
(3星)	 霍霍很帅很悲情，就为他看下去的。            
(NA)	 傻逼电视剧看了一集真想自插双目这么大把年纪还玩玛丽苏            
(4星)	 帥的帥靚的靚，劇情也夠精彩，造型服裝也還有特色，好幾年沒追劇了，竟然追著看完了。當年的小姑娘現在也做製片人了，150W一集，這下可以撈得回本，不錯啊            
(3星)	 男一和男二都死了，好桑心。。。            
(3星)	 没全部看，看了一个开头，无意中看到了结局。最后就是通通都死翘翘了。看了结局就有点不想在看中间的过程了。            
(3星)	 之前看了几集听说是个大悲剧就放弃了，今天特意看大结局，幸亏改编了，年纪大了不适合看悲剧呀            
(5星)	 连成死了，我的心也碎了，为什么连成和馥雅在一起的戏那么少啊            
(3星)	 五代十国就随心所欲的乱编吧~呵呵呵呵呵呵，我觉得应该建立一个电影标签叫做：大家都爱女主角~呵呵呵呵            
(NA)	 呵呵呵呵 最近每天都陪我妈看 昨天在豆瓣看见有人为此剧建的相册 再次把我笑惨了~            
(2星)	 美人心计后遗症，原本很期待，看了以后很遗憾            
(3星)	None
(2星)	 夏雨荷你栽了......................................            
(NA)	 怎么能这么难看啊！关键为什么这么难看我还看了这么多啊！！！            
(3星)	 林心如的扮相不好看 霍建华倒是挺萌的            
(1星)	 腹黑莫名其妙就变白痴了吐血啊            
(2星)	 非要叫好人都死绝，坏人也死绝，只剩下你们俩心如姐姐你才罢休么，又雷又蛋疼            
(2星)	 生孩子要腫麼憋，你說啊，你說啊！！！！！！！            
(3星)	 完全为了霍建华。            
(1星)	 啧啧，一半天涯四美也阻止不了这个剧的nc~ 剧本太糟糕了。。。            
(1星)	 柿饼 毛皮 真是雷人啊！这唯一的一颗星星是给霍建华的            
(2星)	 雷死了。纯粹为了看霍建华。。。            
(3星)	 才了解什么是mary sue            
(4星)	 看严宽            
(5星)	 突然发现严宽好帅呐~            
(3星)	 完全是冲着严宽的颜去的！很多人说林心如残了，我觉得还好，怎样才算不残？那些说残的人请把自己照片上传。至于剧情，有点雷，尤其是某些台词雷的我外焦里嫩。但个人认为比步步惊心好些。            
(5星)	 我觉得这部剧是越来越好看了   有哪部剧是跟小说一样的   如果真的一样就太凄惨了  才不要看呢            
(5星)	 5星给宽哥~            
(NA)	 其实真心不错看啊！！看到严宽跟林心如接吻的时候姐还心动了一下呢！            
(5星)	 不错的电视剧，就是前面两集有点狗血，后面非常精彩！            
(3星)	 看来戴荣春是爱上皇后这个角色了，那么李明启老师呢？？我们的容嬷嬷在哪里啊！！！            
(2星)	 雨荷，你老了            
(1星)	 雷            
(5星)	 心如真给力~            
(4星)	 林心如的皮肤真是好啊 啧啧~            
(NA)	 噗。            
(4星)	 算是渐入佳境吧            
(5星)	 力挺林心如。。。。支持，。。好看好看。。            
(2星)	 虽然好像太刻薄，但是我一直觉得看剧的过程就是一直挣扎在究竟是我三观不正还是这本剧三观不正的问题中。虽然说里面有严小宽有霍小华。。但是，各种不能忍啊，掀桌            
(3星)	 最近的古裝戲評論都很歡樂，關注一下            
(4星)	 我觉得后面越来越好看啦 好多帅哥美女 亮点 啊  霍霍好帅好帅啊             
(5星)	 一心一意，一如既往的支持你！只是拍的有点雷人哦！头两集都没看懂什么意思，很难让人第一眼看到这部剧时就会被吸引d !另外女配角也太不养眼了吧！还有我怀疑那个宫女是不是睡死了，严宽都把她推到地上了还不醒，撞的头破血流了还不醒！不知道这个导演是谁，有点二哦！            
(3星)	 我本来觉得书已经够雷了，电视剧显然意料之中的更雷ing……霍建华你干嘛要去演刘连成这种苦逼的角色啊啊啊啊啊            
(1星)	 一颗星献给努力想进入角色的胖面瘫和吴盲女,但是很想为那个孕妇大妈的壮举向上5颗星            
(5星)	 很期待哦、            
(3星)	 开头挺搞笑的，花公公是一朵被摧残的牡丹。皇上同归于尽。那个宫女是头千金重的猪。配乐一大败笔。我觉得花爷爷有点像东方朔。比较倾情韩冥和韩太妃，不管对方怎样任性都，羡慕汽油和馥雅对对方永远的信任。 爱情篇拍的还是比较唯美的。            
(2星)	 下限在哪里啊，若不是想看看白豆腐跟宽爷，我能让自己这么遭雷么？终于坚持到宽爷出场，结束了结束了，俺邪魅一笑的宽爷居然如此一苦逼相，这二分我纯给白豆腐的，其他我准备的全是臭鸡蛋。呸，我还是去看新闻联播恢复点智商吧            
(2星)	 我森森的被雷了...开头的海涛&amp;吴昕,片头曲,严宽太监般的声音,雅雅,霍霍的皮裘...林心如你第一次当制片人为何要自贬身价啊...这么玛丽苏的题材,刺激神经再好不过了            
(5星)	 倾世的美貌，凌乱的爱情。到底为谁，这般心碎？            
(2星)	 被其不专业的两个配角吓得减掉一颗星，林心如为了救一个人杀了一群人还说无愧于天地黎明百姓气到减掉两颗星。敢问那些侍卫不是人生父母养的？你救了一个杀了那么多个是白杀的？他们的命不是命？编剧啊你专业点行不行，这么出错的？还算是有诚意的作品么。            
(2星)	 看预告看到最后出现了芒果台的名称，我就知道这部要悲剧了。令，魂淡啊霍建华这么帅居然这么苦逼！！            
(5星)	 開頭雷了點，但是第三集開始完全漸入佳境！好看！            
(2星)	 剧本改动太大，除了霍建华符合连城之外，其他的都是浮云。            
(5星)	 有泪有笑、剧情饱满、表演自然，是我喜欢的类型！            
(5星)	 往后接着看真的很不错哇~            
(3星)	 为嘛霍建华不是男主 为嘛不给他一happy ending 好不容易待见他一回            
(3星)	 相当扯，那么不靠谱的皇帝，那么现代的语言，那么故作冷酷的严宽，那么为所欲为的公主，那么基情的花公公，还有演的那么假的海涛和吴X。看了头两集就不会再看了。三个星给服装和道具，霍建华和林心如。I            
(2星)	 2011.10.1-2011.10.22 演员是还行，但这剧情。。。这能怪原著了            
(5星)	 改了好多，还可以            
(NA)	 北方有佳人、绝世而独立。一顾倾人城，再顾倾人国。 宁不知倾城与倾国?佳人难再得!【哎呀，霍建华终于演了个有血有肉的男人了=V=            
(3星)	None
(3星)	 持观望态度，因为原著真的有够一般，我电脑里随便一篇都比这本好看。而且，霍建华啊，能不能不演得不到爱情的男子呢，人家会心疼的啊！！！            
(2星)	 想起来扔着很久没看了，还是弃了算了，省得占着在看的名额            
(5星)	 期待            
(5星)	 还是比较期待的吧。好吧，我比较喜欢这种狠毒的剧情。可惜最后不是跟连成在一起...            
(5星)	 喜欢            
(5星)	 很期待，林心如是个经典            
(5星)	 为了小霍而看。            
(3星)	 看完了小说觉得不错 。其实何必那么苛刻 。人生需要狗血 。好坏只是看你狗血的手段有多高 。~~~╮(╯▽╰)╭~~~            
(3星)	 依旧是原作好看！不过林心如造型真的美翻了！            
(3星)	 谁告诉我结局是3P...=皿=            
(3星)	 不想说什么了。            
(3星)	 哈哈哈尼玛 喜剧啊简直            
(NA)	 說實話就是我沒看懂這部劇在講什麽 然後霍建華是來打醬油的嘛            
(NA)	 真的是深入我心。            
(3星)	 终于看完了……这个剧其实相当腐，最后的坏人马度云不过是个欠调教的鬼畜M罢了……            
(3星)	 男主们是真心帅啊！受不了小霍的皮草，好恶~            
(2星)	 编剧是脑残...把好人以各种方式全弄死了...红颜祸水一点儿没错。            
(2星)	 Rin酱咱们算是看过这个了吧- -`````感谢如此有诚意的雷~啊让我们度过了一个个吐槽无比欢乐的傍晚时刻```            
(3星)	 无聊的产物。。。。            
(NA)	 with 老妈            
(3星)	 一颗星给林心如            
(1星)	 所有男的都喜欢一个女的最恶心了好吗            
(3星)	 画面不错，可以剪各种BG/BL的MV，可惜服装太少了。演员的话，脸不错，也符合剪MV的要求……剧情嘛，咳……算了，那不是重点            
(3星)	 看个开头看个结尾。。。大概故事也就知道了。。。。一星给霍建华，一星给严宽，虽然明显觉得变黑了没过去帅了＝ ＝。。。还有一星给42集拉莫长的制作，演员们都辛苦了阿！            
(4星)	 一天8集5天消灭。。。祁佑的配音太阴柔听着超恶。。。第一集没文化的皇上说自己的楚公主人尽可夫，还真是内涵，预告了整部剧的内容。。。讨厌玛丽苏式YY情节。。。纯看霍建华，严宽略带感。。。            
(4星)	None
(3星)	 三星给霍童靴和其他配角 对白参差 情节纠结的千回百转            
(NA)	 编不出来就不要扯那么长了嘛。敢不敢一个桥段不要用三遍四遍的？雷得真的有诚意啊。刚想赌下一段不会重复剧情，你M换个皇宫又来一次啊~~~            
(4星)	 一定要看到最后。            
(NA)	 一颗心都不想给....和亲友旅行的时候在宾馆看过一集，两个人被雷倒里焦外嫩亲友还跑去搜看着剧本能脑残到什么程度，发现作者就是个以自我为中心的玛丽苏好么....全世界都要喜欢女猪脚为女猪脚死是为什么啊！！！！！林心如你挑剧本的时候是睡着了么！！！！一流的小黄书那么多！！怎么就挑上了这个啊！            
(3星)	 略残。。            
(4星)	 霍建华那么帅 为什么戏份那么少            
(4星)	 只为看榴莲橙。            
(3星)	 后半段太悲催了，硬伤无数            
(5星)	 很好            
(1星)	 哦！我憎恨自己！竟然给看完了！皇帝御驾亲征救手下成战俘，女竹被坏女人妒妇和变态给整得亲者痛，仇者快！对敌人仁慈就是对爱人残忍，过度的善良是愚蠢好么！最烦脑子进水为虐而虐没逻辑的愚蠢了！1分给严宽1080度无死角的帅，性格满分，智商低空飘过，哦！我又为了帅哥中箭内伤忍住呕血看剧了！            
