http://movie.douban.com/subject/2157130/	金粉世家
(5星)	 当花瓣离开花朵，暗香残留，如果爱告诉我走下去，我会拼到爱尽头。            
(4星)	 那年燕西在清秋的学校张开双手，背后两道长长的红幅展开，太帅了·            
(4星)	 很期待的，那个时候，刚挑灯夜战完很厚的三本原著。觉得导演挑人很有几把刷子，除了增加了几个原本根本不存在的人物            
(4星)	 葡萄藤上终究开不出百合花             
(5星)	 当年米七少迷得一塌糊涂            
(4星)	 最爱清秋。            
(5星)	 重温。百感交集。哀莫大于心死。            
(4星)	 董洁的那股气质我喜欢            
(4星)	 董洁在里面好美            
(4星)	 曾经的感动啊，在金燕西在大雨中跪倒在清秋大门前的时候。。。歌很好听，尤其是片尾曲，听的人心疼。。。            
(4星)	 冷清秋你不能更美了            
(5星)	 让我喜欢上了董洁 ，小姑娘捧着一盆百合花的样子太漂亮了            
(4星)	 从这里开始喜欢上陈坤，这个为爱而固执的男子            
(5星)	 很好很好 金燕西也喜欢 冷清秋也喜欢 白秀珠也喜欢。            
(4星)	 对董洁梳两个长辫子的形象记忆深刻            
(4星)	 不过是放飞的风筝  怕你心痛才自由            
(4星)	 喜欢陈坤的眼神，董洁的清纯。            
(4星)	 喜欢清秋这样的女子，真美            
(4星)	 陈坤真帅呀            
(5星)	 最爱清秋那样的女子            
(4星)	 董洁。            
(4星)	 这时候我妈喜欢陈坤            
(4星)	 记得高三时每天中午回家都看。。陈坤很帅            
(5星)	 爱陈坤            
(4星)	 啊啊啊！我超爱啊~！！陈坤的眼神已经把我杀死了~~~            
(5星)	 韵味，韵味！            
(4星)	 陈坤+董洁~~~我喜欢的内地演员~            
(4星)	 纯爱，师生恋            
(5星)	 我从来没有爱过除清秋以外的其她女人，从来没有。 ----原来原著里的燕西不曾说过这样的话            
(4星)	 片尾曲超有感觉的。            
(4星)	 错过。。。            
(5星)	 一声叹息            
(5星)	 最完美的爱情，最纯洁的女子，最忧郁的男子。            
(4星)	 女主很美            
(4星)	 如百合般清秀动人灵气十足的冷清秋。            
(4星)	 董洁你太萌了            
(5星)	 几年后学到“更那堪，冷落清秋节”，就回想起金燕西带着个小眼镜上课的样子。怀念的是俊男靓女又不失温柔的爱情，满足了我们小小的私欲。            
(4星)	 永远喜欢董洁！！！            
(4星)	 冷清秋梳着两辫，穿着浅蓝的小褂深蓝的裙子，微微回头。身边是纷飞的纸片。            
(4星)	 陈的眼神，，董的纯，，刘的青涩。。百合花。。向日葵。。            
(2星)	 七少爷真恶心            
(4星)	 这个看了好几遍了，陈坤在里边还真迷人。            
(5星)	 很久以前，高中            
(4星)	 继续讨厌陈坤。            
(3星)	 只记得他追她的时候            
(1星)	 2            
(2星)	 陪妈妈看的片            
(4星)	 陈坤倍儿有范儿。            
(3星)	 坤哥            
(4星)	 有点装，但是整体还不错～            
(2星)	 不喜欢金粉世家，不喜欢陈坤。            
(4星)	 董洁太美了啊            
(3星)	 电视剧太浪漫了些            
(4星)	 伊人何处，总在寒冷清秋            
(4星)	 看完领悟到 男人都不是神马好东西。            
(3星)	 3.0 其實總體說來，拍的粗糙的地方，由於兩個主角的關係，還可以湊合過去。原著小說中的那份悲涼感，並沒有太過於表現。急轉直下的劇情...變得也太快了....裡面很多奇怪的配角..例如喜歡小憐的柳公子...唉，董潔真是漂亮啊...            
(3星)	 没玩没了的放            
(4星)	 暗香加分不少 导演和编剧还是差点事            
(4星)	 那时候都很清纯无知嘛。            
(4星)	 莫名片。。还以为张只是为服装公司写象征性的情节广告            
(3星)	 不喜欢董洁，看书吧            
(4星)	 刘亦菲大好！            
(4星)	 跟着我妈看的            
(4星)	 被辜负的人            
(3星)	 没感觉            
(5星)	 那年和姐姐一起深夜剧。爱冷清秋。不同类的人即使会相互吸引也只是暂时的。终归会回到同类岛上去。            
(5星)	 经典。            
(NA)	 每次提起熊必得意洋洋的剧啊！            
(4星)	 小時候覺得冷清秋像仙女一樣！            
(4星)	 最喜欢的电视剧之一 最近看到电视又有重播 真是无限感慨            
(3星)	 想看小说            
(5星)	 里面的片尾曲好听，让她降落和暗香 。 一个世家的衰败史            
(4星)	 很美好很现实的爱情            
(4星)	 戏服太漂亮了！            
(4星)	 我只喜欢看结婚之前的那几集。            
(3星)	 腻歪，难怪人张恨水的後人不樂意了。            
(4星)	 她没有烟火绚烂            
(5星)	 太精致了！！            
(5星)	 很喜欢啊 就这种风格的电视剧神马的..            
(4星)	 当年你们都好小好清新o(╯□╰)o            
(5星)	 当时觉得董洁太他妈的清纯了。            
(5星)	 哎呦喂。这部里面喜欢的人很多            
(3星)	 陈坤演得有点太痞气了。。            
(2星)	 讨厌陈坤。            
(NA)	 2003年40集电视连续剧《金粉世家》再次登上央视荧屏，以平均7.68%的收视率成为两年间中央8套收视率最高的电视剧。——维基百科            
(NA)	 补遗            
(4星)	 人靓，衫美，布景很华丽。            
(NA)	 我妈的最爱            
(5星)	 这个年代的电视剧 最欣赏的两部之一            
(4星)	 劉亦菲在這戯裏丑得驚人.            
(4星)	 那时候刚开始接触唯美型            
(3星)	 印象中我国没有过金总理这号人。是我历史学得不扎实？还是对史实比较赶兴趣，想知道当年是否真有这么一大家族。            
(3星)	 推荐看书~~~~            
(NA)	 国产 电视剧            
(2星)	 ……囧住了            
(5星)	 一直想完完整整看一次，终于在打了坤哥哥的鸡血之后完成了。前半段太浪漫太童话，后半段太现实太残忍。那么多爱恨纠葛，樯橹间灰飞烟灭。多情自古伤离别，更那堪，冷落清秋节。结局太虐了QAQ。我的金燕西亍▽亍。            
(4星)	 其实没觉得很好 悲剧结尾 这就是不懂什么是婚姻也爱情的结果            
(2星)	 更哪堪，冷落清秋            
(4星)	 这里我认识了刘亦菲 陈坤在这个戏中太垃圾了 只适合演绎没有文化的激情少年            
(5星)	 算是比较喜欢的剧。也看过几遍~经典~            
(4星)	 又是悲剧~            
(1星)	 怎么这么垃圾者破片子，董洁戏演成那样，还敢出现在镜头上？！            
(NA)	 则结尾看得很难过啊            
(5星)	 真是经典之作啊            
(4星)	 唯美。            
(4星)	 大一的时候吧            
(5星)	 某段时间很喜欢，不知道现在            
(NA)	 我就喜欢董洁那样的小姑娘。            
(4星)	 太爱陈坤了。            
(4星)	 中考前每个中午定时收看            
(4星)	 算是不错了。            
(3星)	 我就是喜欢旧上海喜欢陈坤董洁但我不喜欢张恨水            
(NA)	 暗香漂流...肯定没从头到尾看完.现在也就记得沙宝亮撕心裂肺的片尾曲了...            
(5星)	 人很好看，拍得很浪漫，结局有点伤感。。情节很傻。。。            
(3星)	 改得可以了……            
(3星)	 2002。            
(4星)	 挺好看。            
(NA)	 呃。。。            
(3星)	 高中偷偷看的，挺好            
(3星)	 说什么民国红楼梦……俺觉得冷清秋是有点矛盾和不那么纯粹的咩……            
(NA)	 一定不能相信富少的甜言蜜语==+。。。            
(5星)	 很喜欢陈坤的啊~            
(5星)	   结局好悲惨。            
(5星)	 聽到《暗香》，想起這個。少有的杯具~             
(5星)	 忘不了，最终南辕北辙...            
(4星)	 貌似是这部知道刘亦菲的。。那时候真的觉得他是斗鸡眼            
(4星)	 每一段婚姻莫不是百孔千疮，唯有忍耐是恒久。            
(4星)	 坤哥(☆ｗ☆)             
(NA)	 小时候看过的             
(4星)	 胸闷            
(NA)	 我只是马克一下            
(4星)	 那时候还上初中啊，大家都爱看啊，其实我不是太喜欢看啊，但是我对非典的记忆就是这部剧啊            
(5星)	 看一次结局铁定要哭一次。。。。            
(4星)	 最后白玫瑰还是成了衣角的米饭粒……            
(3星)	 只喜欢片尾曲。            
(4星)	 我还是喜欢柳春江 = =            
(5星)	 其实很感动            
(5星)	 很多年后我对这部片子的印象还特别深，那时候有个人说“悲剧比喜剧更能令人影响深刻”。            
(4星)	 你知道吗，太过理想的人最后总会因为自己的那点坚守而受伤            
(5星)	 冷清秋真美            
(3星)	 当初爱 那浪漫那条幅。不爱就不爱了又怎样            
(NA)	 我真的很爱那一片一片的油菜花            
(5星)	 冷清秋            
(NA)	 喜欢            
(4星)	 哎呀。董洁真是太冷清秋了。刘亦菲也很白秀珠。            
(3星)	 董洁还蛮美            
(4星)	 再看的时候已经没了感觉，陈坤生涩的演技，但是董洁却依旧美丽，冷落清秋            
(3星)	 暗香残留啊            
(4星)	 片头片尾曲都好听            
(NA)	 张恨水            
(4星)	 中考那几天都在看陈坤啊陈坤啊陈坤啊。。。。。。            
(5星)	 只为董洁            
(4星)	 生活处处在粉碎任何神话。张恨水立场够反动的，结局可见一斑，活生生把新社会的人变成旧社会的鬼。演员们都算不错            
(NA)	 陈坤挺有樣的            
(NA)	 故事告诉我们，门不当户不对是行不通的            
(NA)	 全家一起看 .......            
(4星)	 你还相信一见钟情么？            
(3星)	 那段时间比较萌董洁            
(4星)	 结局太悲了            
(4星)	 我不大喜歡陳坤，也不大喜歡劉亦菲。但是我喜歡張恨水這部小說。            
(NA)	 高中一段岁月，旧时光里最后一次觉得看了一直想看的连续剧，带给我不少那个时候一下子幻灭的东西，记下            
(4星)	 适合傻傻浪漫的年纪。            
(4星)	 心动 心痛。            
(3星)	 水瓶男+白羊女            
(2星)	 董潔真不是一般的純。            
(4星)	 一直觉得陈坤和董洁不能分开            
(4星)	 当时我还年少            
(5星)	 最好的电视剧之一了            
(4星)	 悲情民国版《陪你去看流星雨》之，“我们的爱若是错误，愿你我没有白白受苦”。            
(4星)	 暗香很好听~            
(4星)	 每次看完都一阵惆怅。。。。            
(2星)	 看了原著才知道改得太厉害了，尤其是冷清秋的人物性格            
(5星)	 少有我爱的悲剧之一            
(3星)	 这个电视剧我只看前半部分。。。我是自我欺骗型的，我承认            
(4星)	 暗香            
(5星)	 现在教育台每晚十点档！！！！！！沦陷了（¯﹃¯）            
(4星)	 就记得好清纯阿            
(4星)	 其实我是喜欢董洁。其实还是挺好看的            
(4星)	 long long ago            
(3星)	 初见刘亦菲 小清纯            
(3星)	 刘亦菲的出现哦            
(3星)	 冷 清 秋            
(5星)	 我最喜欢            
(3星)	 还买了书，omg，一直没看。            
(4星)	 当时我就很想不通他们的爱情，直到如今依然如此。            
(4星)	 后面就不好看了            
(3星)	 不喜欢冷清秋            
(5星)	 我说过，如果一个爱情片子能打动我，一定是因为女主角很漂亮            
(4星)	 高中为数不多浪漫的回忆阿            
(3星)	 年少回忆。            
(4星)	 关于这部戏俩女主的争论 我爱刘亦菲的范儿 ICE被董洁迷得要死             
(5星)	 总算明白，为什么家长总是说婚姻要“门当户对”。            
(4星)	 有时间要看下原著。            
(4星)	 董洁真的是纯的出水啊，这时候的陈坤还有法看，以后就……            
(2星)	 董洁陈坤刘亦菲 不喜欢董洁的声音            
(4星)	 情节还是不够大气。但是冷清秋这个女人我喜欢。            
(4星)	 童年的回忆= =            
(5星)	 以往，看完电视，再看小说。  想到了就开心。也喜欢上董洁，刘亦菲，还有陈坤。            
(4星)	 前段时间在看原著。            
(NA)	 陈坤很好看，那个原著不好看。            
(3星)	 被陈坤糟蹋了            
(3星)	 这个片子各种矫情，各种装逼，幕后班底明显就是很过时的一帮人，抓不住现在观众的萌点了已经            
(NA)	 那年暑假，跟着艺术团里C的《暗香》走了一路            
(NA)	 喜欢喜欢            
(5星)	 有中国传统特色的浪漫            
(5星)	 永远的最爱,最近想看多一次呢~            
(4星)	 除了兩個女主角著實做作            
(4星)	 最喜欢看前22集= =            
(4星)	 金钱粉饰的大家族。            
(4星)	 也是很经典的。            
(3星)	 我爱张恨水            
(NA)	 很喜欢陈坤的演技。            
(3星)	 不太喜欢董洁            
(1星)	 恶心            
(5星)	 非常喜欢~~            
(3星)	 陈坤很安逸。            
(3星)	 还是小说好            
(3星)	 刘亦菲那个邪恶的眼角！            
(4星)	 很美好的回忆            
(4星)	 看美女的~~~制作得想艺术照，虽然拍得假了点，画面不错            
(NA)	 全剧都是对话，很像红楼梦            
(4星)	 至少人物选角很好，只除了陈坤。            
(4星)	 很好的故事，表演也不错，歌也有味道，算难得的国产剧            
(4星)	 断断续续看了些~~~            
(NA)	 张恨水的作品喜欢            
(5星)	 金童玉女            
(3星)	 不喜欢董洁            
(NA)	 当他们结婚时我相信这就是爱情了，可是结果……            
(NA)	 挺苍凉的。。            
(5星)	 就是看了不下５遍了……怎么办呢            
(5星)	 白秀珠。刘亦菲。            
(5星)	 百看不厌啊啊啊~            
(NA)	 看的时候很嫉妒刘亦菲长得比我漂亮很多            
(3星)	 只有陈坤还行            
(3星)	 不喜欢董洁不喜欢陈坤也不喜欢刘亦菲。            
(4星)	 我爱张恨水。            
(NA)	 看过原著后才看得片子。个人觉得编剧的设计还是比较好的。里面的画面，演员都不错。            
(5星)	 陈坤的魅力由这部电视剧开始。            
(3星)	 很奇怪，我每次都只能看到结尾，片尾曲听了无数遍，却不知道片头什么样儿            
(3星)	 这里面一票人演技实在让人扶额啊            
(NA)	 国产里面 此片属经典咯。。            
(NA)	 董洁又一次蹿红            
(4星)	 陈坤多深情啊，虽然我一直没看全过            
(4星)	 陈坤演燕西，完美！董洁就适合这种欲拒还迎的优雅样。只可惜多情自古伤离别，更那堪冷落清秋节...            
(4星)	 当年很喜欢董洁。觉得真心纯。            
(4星)	 初識坤姐啊當年真是驚豔 一直無比喜歡冷清秋這個名字 再贊一句裏面的服裝尤其是小洋裝好美&gt;&lt;            
(5星)	 美丽故事的开始 悲剧就在倒计时            
(5星)	 多一星给陈坤和董洁。            
(NA)	 有味儿            
(5星)	 跨年龙门飞甲果断被陈坤秒杀了，于是又想翻金粉世家出来看了。。。            
(5星)	 小学超喜欢的            
(3星)	 跟《像雾》一比显得很弱            
(4星)	 迟帅啊迟帅啊迟帅啊迟帅！这一对比陈坤董洁更伤我的心TT..TT            
(3星)	 感觉里面的刘亦菲不像往常的刘亦菲。            
(4星)	 初中那會，裡邊的陳坤真把人迷得不輕，更喜歡冷清秋養著小辮兒的樣子，小蓮真可憐啊，常常找各種正當不正當的理由穿過客廳瞄上好幾眼，然後再滾回房間寫作業。            
(NA)	 当年看的时候丝毫无爱……鸳鸯蝴蝶派的剧情看一次囧一次，两个女猪的人设过于蛋疼，陈坤那张脸则是受气重，又妩媚又妖冶，演大少不好看啊。            
(2星)	 张恨水的原著被一帮青黄不接的小辈儿演员糟蹋了……白秀珠演的是个神马？！！受八鸟！！！            
(1星)	 真不想承认自己看过这片子，太他妹做作了。            
(5星)	 冷清秋太不识趣了 金燕西其实挺好的 除了有点花心             
(4星)	 到现在还是觉得董洁在这里面真是人如其名 冷清秋            
(5星)	 当年很美好很美好的回忆。            
(4星)	 很久以前看的了，虐。            
(5星)	 董洁            
(NA)	 我赶时髦怀旧一下=x=            
(5星)	 经典经典,至今难忘            
(4星)	 陈坤是真的适合这样的角色的，虽然不怎么喜欢董洁的冷清秋，但她面对他的爱，她真心实意的笑，看得我都动容起来。他从来都是爱她的，他们一直相爱，却败给自己。            
(2星)	 演员都那么幼齿。在这戏中，我第一次看见陈坤，吓得腿都软了，那抖腿的小样哪里是世家子弟。            
(4星)	
(4星)	 这部很喜欢，以至于想好好看看张恨水的小说。非典时期纪念。            
(3星)	 陈坤好帅好帅好帅！！！            
(4星)	 那年风华            
(4星)	 美到不得了的悲剧啊~            
(5星)	 这个期末的症状就是看原来看过的电视剧，看得我特失落。            
(4星)	 喜欢这个时期的陈坤。            
(3星)	 小時候 挺愛看的            
(4星)	 就是柳春江和小怜真是让人心疼。另，片尾曲真是好赞！            
(5星)	 董洁太适合冷清秋了（¯﹃¯）            
(3星)	 因为看了原著在先，我觉得董洁和我心目中的冷清秋相去甚远            
(3星)	 初中的时候看的吧            
(3星)	 就不待见刘亦菲了            
(4星)	 谁说张恨水不行？！            
(5星)	 两个猪脚都是最爱啊~            
(4星)	 兩個主角都很有味道。。。            
(5星)	 当年真的被清秋迷住了             
(5星)	 我喜歡片尾曲            
(4星)	 唯一一部觉得刘亦菲好看的片            
(4星)	 配着书 我再看一次剧 高中的时候假期熬夜 有时候随便调个台 就是“暗香残留” 不过也真是的 因为那时候每次看这个剧 都在夜雨 很巧是不是？ 我以前喜欢清秋那股仙女气  现在越来越喜欢 柳春江了            
(3星)	 婴儿肥的刘亦菲            
(4星)	 当花瓣离开花朵，暗香残留。            
(4星)	 觉得不赖的~            
(5星)	 童年啊~喜欢董洁~            
(NA)	 如果你能让它降落            
(NA)	 小时候的我跟妈妈最爱唠叨的电视剧            
(5星)	 我爱冷清秋            
(5星)	 经典的国产电视剧啊            
(4星)	 当年那电视广告做的            
(5星)	 十几岁看的东西 影响大概要持续一生            
(5星)	 &#34;清秋的寂美，葡萄藤下低头，胡同里逆光的稿纸纷飞&#34;            
(3星)	 小学看的,,,. ︶︿︶...那时候还不大懂，但是每天都准时看            
(4星)	 当年他们在天津拍时正好碰到在拍外景。。            
(4星)	 小说好看。            
(5星)	 陈坤最好的一部吧            
(4星)	 百合少女。            
(4星)	 还不错 捧红了董洁 陈坤  刘亦菲的印象模糊了            
(3星)	 看这部剧，真的像遇见一场烟火的表演。            
(5星)	 特别的中意            
(5星)	 看不腻            
(4星)	 初中的时候很喜欢看啊            
(5星)	 中央十二台。每天再看一点点            
(5星)	 最清秋，醉清秋！            
(3星)	 大概初中的时候差不多 电视上放的 断断续续看的 ，今天想起来了            
(5星)	 超爱看，这种片子现在是不会有了             
(NA)	 燕西与清秋，一瞬和永恒。            
(5星)	 现在还是觉得很华丽的电视剧            
(5星)	 曲子作的真好            
(NA)	 多情自古伤离别，更那堪冷落清秋节。            
(NA)	 悲情。。。。。。。。。。。。            
(4星)	 很喜欢董洁            
(5星)	 怎么评分这么低。这是我美好的童年记忆啊。            
(4星)	 冷清秋            
(4星)	 今天翻电视，突然看到了。还是那么凄美~            
(5星)	 當時才小學 看最後幾集的時候自己在客廳裡抱著可樂哭的要死要活的 一遍一遍的看還買了原著 看到上句臺詞立馬能對出下一句 覺得陳坤和董潔那才是金童玉女郎才女貌 後來一看到董潔就想起來陳坤 一看到陳坤就想起來董潔 之後每次回顧重看的時候也淚流滿面 QAQ             
(5星)	 任何男人在董洁面前都像一坨大便~            
(5星)	 心里最喜欢的国产电视剧。没有瑕疵。            
(4星)	 冷清秋，冷清秋...            
(3星)	 说实在，董洁在这戏里没演出感觉            
(5星)	 有的情节现在还总是回忆起            
(5星)	 其实很喜欢            
(NA)	 不要找一个很美又不能相信爱的人。。。            
(NA)	 好的没的说 不管是男女猪脚 以及其他配角都很不错。。            
(4星)	 那时候觉得陈坤真好董洁真好。。            
(NA)	 那会看的时候只觉得董洁漂亮来着 都忽视刘亦菲了            
(4星)	 刘亦菲还是出了把彩的            
(4星)	 暗香残留。            
(4星)	 看来张恨水真的很喜欢红楼梦，燕西简直就是贾宝玉            
(4星)	 自觉这样北洋时期的戏很容易出彩。董洁和潘粤明配。是真的。            
(4星)	 冷落清秋节            
(3星)	 那个时候我被刘亦菲惊艳了。            
(1星)	 恨水要知道给拍成这样准气活，要看张恨水就找阮玲玉的片吧            
(3星)	 张恨水~~还是记得那首片尾曲~~            
(4星)	 感想是长得清纯比较容易勾搭上富家男= =            
(4星)	 出来了很多的人            
(4星)	 现在还播呢~            
(NA)	 燕西，伯劳东去燕西飞            
(3星)	 就是想看白秀珠和金燕西的对手戏。刘亦菲却演的那么破。。。。。            
(4星)	 想那时我们都还小。            
(4星)	 向日葵            
(5星)	 第一次认识刘亦菲            
(5星)	 = =怀旧神马的。。。。            
(3星)	 喜欢上董洁            
(4星)	 董洁和刘亦菲都让我惊艳啊~            
(3星)	 有一首诗不错            
(5星)	 物是人非  大起大落  以前的媒体欺骗我  还说有续集 害我等了那么久            
(4星)	 哎... 多情总被无情锢   其实 陈坤 就是很有这种气质.. 这角色很适合他            
(5星)	 歇脚徐州遇上这部刻上心的片子，那年是脑炎，天天打吊瓶无聊至死窝在只收央视的地方，艳遇上了呢。然后是一遍一遍的慢慢补完，烙上心的是剪完头发的那个回眸。            
(5星)	 看过最多遍的一部电视剧金燕西和冷清秋的台词都会背了            
(3星)	 三颗星给服装背景            
(NA)	 那个谁太假了。。。            
(4星)	 我才不管什么官僚资本主义呢            
(4星)	 让她降落。            
(NA)	 喵的我超爱这片儿！！！            
(4星)	 片尾曲不错。还记得10年前的董洁。            
(3星)	 停停顿顿的，到最后一次才看完            
(NA)	 那一年 在家很不好过            
(5星)	 自是人生长恨水长东            
(5星)	 冷若清秋 好名字啊。            
(NA)	 突然想起来，突然想再看一遍            
(5星)	 张恨水的小说，找的编剧导演好像都不错，很有鸳鸯蝴蝶派的感觉。            
(4星)	 美女好多            
(5星)	 当年的大爱。            
(5星)	 （金童+玉女）X （文艺+狗血）=无敌            
(4星)	 国产电视剧 张恨水             
(4星)	 喜欢董洁 不喜欢刘亦菲            
(3星)	 就记得一金燕西。当时特感慨阿            
(4星)	 董洁某个抬头的瞬间有赵灵儿的影子            
(4星)	 不全。            
(NA)	 有没有想重看的？            
(3星)	 清秋的颜色明显不如书里描写的出挑，演戏也太端着；小怜和柳公子很讨我喜欢            
(NA)	 我觉得亮点挺多的 迷了好一阵张恨水。。            
(4星)	 几个大牌明星就这么诞生了 连沙宝亮都火了 画面挺精致            
(4星)	 看花瓣离开花朵，暗香....残留....            
(4星)	 我还是很喜欢这个故事的            
(5星)	 非常好，都很好。            
(5星)	 不说话。            
(NA)	 真的是微有些久            
(5星)	 我爱杯具。            
(3星)	 董洁董洁！            
(4星)	 当年- -||            
(4星)	 看结局时，哭得淅沥哗啦的            
(4星)	 冷清秋走了，金燕西也走了。他们终究是擦身而过，渐渐融入时代的洪流中。那些爱恨情仇，在时间面前总是那么微不足道。淡淡的一瞥，海誓山盟都成了过眼云烟。            
(5星)	 经常重播，每次看感觉都不一样。越看越难过            
(5星)	 很美很经典~            
(4星)	 现在又重播了~~~还是爱看~~~            
(4星)	 杨童鞋你的董洁。            
(5星)	 最近cctv8又在重播了，好剧就是经得起一播再播            
(5星)	 虽然是微微的悲            
(4星)	 没什么好讲的。            
(NA)	 更那堪冷落清秋节。            
(NA)	 最爱            
(4星)	 补：坤儿~            
(4星)	 陈坤很帅            
(5星)	 很喜欢冷清秋            
(4星)	 终究没有守住他信誓旦旦的爱情。            
(5星)	 同样是制作精良的诚意之作，经典            
(5星)	 当年觉得ED太赞了            
(NA)	 当时认为它因为有刘亦菲的存在而大大减色            
(4星)	 還記得初三時同桌每天講劇情時的激動。。現在又看一遍，還是免不了的悲傷與惋惜- -。            
(3星)	 歌，            
(4星)	 少奶奶们……            
(3星)	 只记得《匆匆》和冷清秋了            
(5星)	 当时很爱            
(4星)	 现在看看也还行~~~~            
