http://movie.douban.com/subject/2190934/	陀枪师姐
(5星)	 就爱看欧阳震华和关咏荷搭的戏~            
(NA)	 最爱看滴TVB警剧            
(4星)	 凤凰卫视。啊，四部吧             
(4星)	 和表妹一起看，有重播就看还看得那么开心。            
(3星)	 哦，欧阳胖子和永和姐姐            
(4星)	 只爱看第一部。            
(4星)	 小时候看的很嗨皮~            
(4星)	 滕丽名和魏俊杰的开始。唏嘘。            
(NA)	 姨妈家暑假··            
(5星)	 卫英姿和小生，太配了            
(5星)	 蔡少芬的女警扮相最靓~            
(4星)	 真是很经典的港剧 那个年代啊             
(4星)	 当年我很喜欢三块钱，谢谢            
(5星)	 这个是绝对应该5星的。。            
(4星)	 小生啊，陈小生。            
(4星)	 不止一遍呢...(怎么会这个热情这么高- -真愁苦）            
(4星)	 郑秀文的主题歌            
(NA)	 我喜欢关咏荷            
(3星)	 原来他叫滕丽名呀！            
(4星)	 娥姐~~~小生~~~三元~~~这都什么名字啊~~哈哈~~            
(4星)	 温暖的TVB啊            
(5星)	 喜欢关咏荷！！娥姐！            
(5星)	 很喜欢关咏荷～            
(3星)	 喜歡三元啦            
(4星)	 喜欢短头发时帅气的陈三元            
(4星)	 很好看的TVB片            
(3星)	 年少回忆。            
(5星)	 暑假专看剧。经典的经典。程峰陈三元陈小生鹅姐二妹姐，太鲜活。            
(4星)	 三元最初单恋程峰时真可爱~            
(5星)	 经典~~            
(NA)	 时过境迁            
(NA)	 喜欢和小飞鱼躺在沙发上，吃着零食，看肥皂剧，消磨漫长的下午时光。            
(4星)	 不用多说，前两部是最好的，陈小生和朱素娥，陈三元，都是那么个性十足，实在爱死了小生的可爱~            
(5星)	 第一部喜欢上的港剧~~~            
(5星)	 喜欢这个短发的三元..            
(4星)	 不必装蠢,做女人不应甘心去作花樽             
(4星)	 陈三元..娥姐..            
(4星)	 关咏荷很好玩            
(NA)	 非常喜歡歐陽            
(2星)	 滕丽名有点MAN的哦。            
(5星)	 还是最喜欢这时候德滕丽明啊。也最喜欢这部陀枪            
(3星)	 中国香港            
(5星)	 第一部永远是最经典的~            
(3星)	 TVB的日子 见证着美好的年少青春            
(NA)	 女警很帅啊            
(NA)	 看的是魏骏杰            
(5星)	 小生和娥姐太配了，那时候的程峰多英俊啊            
(5星)	 还是觉得这部经典。            
(5星)	 那句没男人死不了。。。鼓舞我多年。。            
(3星)	 程锋三元这对CP萌了很久            
(5星)	 还真是经典。            
(5星)	 人生第一部TVB            
(NA)	 这个我爸都看的很则进的            
(4星)	 很经典了……一直在重播……            
(4星)	 陈三元~            
(4星)	 鲍国平！            
(NA)	 嘎经典，唔系多话            
(4星)	 小學果陣好中意歐陽震華同関詠荷吖~~第一輯是最好睇嘅~            
(4星)	 初中时候特喜欢看港剧            
(5星)	 最爱的tvb剧！虽然我看的不多！            
(5星)	 经典            
(3星)	 一包薯片可以看一个下午            
(3星)	 一直觉得关咏荷和欧阳震华很配。。            
(NA)	 这时候小生帮娥姐好            
(5星)	 第一部里的人都很可爱，小生给素娥送礼物，每个节日送一个，箱子是如此的庞大，以至于让素娥以为人藏在箱子里            
(5星)	 最經典的港劇之一            
(4星)	 蛮喜欢的.但是不是印象最深刻的.很喜欢里面的故事情节.当然还是很混乱.            
(4星)	 啊啊 很有爱！！            
(4星)	 也觉得很好看＝　＝            
(5星)	 超爱大爱            
(3星)	 一些恐怖的地方还不太敢看            
(NA)	 特别喜欢            
(3星)	 TVB都一样            
(NA)	 陀枪师姐            
(4星)	 娥姐很可爱，为什么后来死了呢。。。            
(3星)	 其实有时候电视剧还算可以 可是这些海报总是让人不想把它放进 收藏中            
(4星)	 很笑            
(NA)	 愁了那么几眼            
(NA)	 TVB...            
(5星)	 tvb大爱            
(4星)	 腾丽名            
(4星)	 警匪            
(NA)	 TVB            
(5星)	 关咏荷+欧阳震华的组合很经典~            
(5星)	 小学时狂追TVB            
(3星)	 广州.妈妈.姐姐.二姨妈.            
(NA)	 喜欢藤丽名            
(4星)	 又是欧阳震华和关咏荷。            
(5星)	 这部最好看。后面的就越来越不行了。            
(4星)	 陈sir是我小学二年级幼稚的心里“帅哥”的定义。            
(4星)	 欧阳震华在我印象里就是叔叔小生的形象，太有爱了。            
(NA)	 几年前看的 记忆阿            
(4星)	 我肯定看过，哼            
(4星)	 娥姐还是娥姐            
(NA)	 【1998-07-06】            
(5星)	 啊！音乐响起是时又向把名字改成“二妹姐”了            
(4星)	 娥姐有木有!            
(5星)	 粤语都敢瞎讲两句了却没好好看过这部经典！惭愧不惭愧你说你！！我：惭愧得五体投地···而且九几年的港剧真他妈好看啊啊啊啊当年的魏骏杰是很帅的啊 后来发生了什么！！            
(NA)	 也是当时……很喜欢看的……后几部就没爱了= =            
(4星)	 觉得这个挺好的~            
(5星)	 第一部还有轻喜剧的感觉，后面怎么转风格了            
(5星)	 好好看呀！            
(4星)	 那么年轻的陈小生            
(4星)	 一直很喜欢关咏荷啊~            
(4星)	 绝对不可能去当警察（哦话别说那么绝万一以后考到公安局呢。。。），所以也只能看看这种片了。。。            
(4星)	 和我爸一起看啊。。            
(5星)	 怀念            
(5星)	 百般无聊之下在IPTV上看了这个，果然够经典。            
(5星)	 那一年！！！！！            
(4星)	 好看的港剧            
(4星)	 早期的探案剧。            
(5星)	 小时候的最爱啊！            
(NA)	 TVB的经典啊            
(4星)	 看TVB的留学时光。            
(3星)	 必须要看过。            
(5星)	 说是我最爱的港剧完全不过分            
(5星)	 怀旧一把系列~相当的怀念！            
(3星)	 陆陆续续看的，主要是对主演无爱            
(4星)	 N年前好红的港剧            
(NA)	 特别喜欢这个阵容 全是我钟爱的演员            
(4星)	 童年啊童年。            
(3星)	 小时候看的            
(5星)	 经典。。            
(5星)	 不错啊~~关咏荷很可爱，滕丽名是我喜欢的长相。            
(5星)	 欧阳震华。。。。            
(5星)	 小时候超爱，可惜滕丽名和魏俊杰分开了，哎。。。。。。            
(5星)	 二妹姐            
(NA)	 演员换了以后就烂掉了- -            
(5星)	 三部都是经典 但最遗憾是现实中三元最终没有和程峰走到一起            
(4星)	 高中时候很喜欢            
(4星)	 忍不住怀念那个时代啊            
(4星)	 喜欢三元            
(4星)	 “也许我只要记得那些美好的瞬间，陈小生、朱素娥、陈三元、程峰的幸福都还在那里。”            
(5星)	 童年的回忆啊~            
(5星)	 被tvb拥抱的年华... ...            
(NA)	  关咏荷好漂亮            
(4星)	 陈三元！            
(5星)	 其实我最喜欢三米的片头曲            
(4星)	 小时候最喜欢陈三元了，觉得短发女贼帅气。            
(4星)	 最后一集表白时候小生的那个“鹅鹅鹅”印象深刻            
(4星)	 还不错啊。一直都蛮喜欢他们几个演的港剧。            
(4星)	 第一次对滕丽名有印象，假小子，三元四喜，哈哈。还有演程峰的。当然还是关咏荷欧阳震华。            
(4星)	 娥姐 三元 四喜 五福            
(4星)	 曾经最爱的港剧之一。三元！魏俊杰当时好帅啊！            
(4星)	 暑假必炒冷饭剧            
(5星)	 喜欢郑秀文的主题曲            
(4星)	 欧阳震华和关咏荷cp的经典，第一部之后质量直线下降            
(NA)	 小时候我一直以为香港警察就他们那些人。。。            
(4星)	 始终都是第一部好看，我们还一直说三文鸡呢。            
(5星)	 大爱的一部 看了好多遍 电视上演就会跟着看 两对情侣都演得很讨好 陈三元 蛾姐 小生 程峰 第一部真的很经典            
(NA)	 经典。            
(5星)	 滕丽名小姐现在安好？            
(4星)	 小时候的记忆~            
(5星)	 小时候的回忆啊！！到现在还记得程峰吃着榴莲笑的表情啊啊……            
(NA)	 大爱！            
(5星)	 噢噢噢噢 我的三元 小生 小学时好爱哦            
(NA)	 年少时疯迷的一部戏            
(5星)	 同是经典  安徽卫视  我曾那么爱你的周末大放送            
(5星)	 TVB最经典的系列之一。因为这部戏而喜欢上滕丽名和欧阳震华。            
(NA)	 陈小生最帅*1            
(NA)	 TVB的经典            
(5星)	 欧阳震华和关咏荷都是我爱的            
(4星)	 哎呦为  三元            
(3星)	 三元这女人，真是浑身的耿直劲！            
(3星)	 陈三元~            
(5星)	 经典            
(5星)	 TVB的经典了。。。哈哈。。            
(5星)	 那天还在说觉得TVB里面魏俊杰挺帅的。            
(4星)	 那时候百看不厌呀。。。小时候的记忆            
(5星)	 大生小生三元四喜五福。。。哈哈哈哈哈~            
(3星)	 :D            
(5星)	 小时候超爱的！            
(5星)	 喜欢三元的包包啊 喜欢小生大头哦 喜欢娥姐 喜欢Sammi唱的歌            
(5星)	 完美绝配。。            
(4星)	 讚            
(5星)	 百看不厌= =            
(5星)	 大爱这个系列            
(4星)	 不怎么看港片的，这部相当喜欢。喜欢第一部里的三元和程峰。            
(4星)	 我爱瘦版的程峰            
(5星)	 只喜欢这一部            
(4星)	 关姐。。。            
(4星)	 也就第一部还好            
(4星)	 一个系列            
(5星)	 哎哟喂 我是侦探剧控            
(5星)	 在这部系列电视剧中，最最喜欢，最最难以忘怀便是第一部陀枪师姐            
(5星)	 我爱陈小生            
(4星)	 香港总是可以把警察故事拍的很动人            
(4星)	 陈三元到底找到对象了，我当时老羡慕她了。            
(5星)	 大爱！            
(5星)	 再也看不到三元和陈Sir了。            
(5星)	 很好看哦~~~            
(NA)	 三元三元   经典            
(5星)	 不胜唏嘘于滕丽名..            
(4星)	 小学时期，比较痴迷...            
(3星)	 侦破电视剧，我的最爱            
(5星)	 最美好的第一部            
(3星)	 三元与程峰。诶~，现在回想好叹息            
(4星)	 1998            
(5星)	 我的TVB经典            
(4星)	 旧时节的大爱啊            
(4星)	 欧阳胖胖和荷姐我都喜欢            
(3星)	 可能主演的演员我是我好多那口吧            
(4星)	 多爱三元            
(5星)	 第一部总是经典。越后面越傻。            
(4星)	 经典            
(5星)	 很好看            
(5星)	 初中的时候。            
(5星)	 很小的时候在hk看的。            
(5星)	 喜欢三元~            
(NA)	 classic la            
(5星)	 两对都喜欢~~可惜了程峰三元在生活中...            
(4星)	 嗷嗷嗷继续萌 真爱三元程sir一对 欧阳震华关咏荷也不错            
(5星)	 ！！            
(4星)	 滕丽名的颧骨很性格            
(NA)	 我深深的爱上了关咏荷            
(3星)	 最後蠻好看的。            
(4星)	 當時挺迷戀的。            
(5星)	 好喜歡這個啊            
(4星)	 貌似看过好多遍~欧阳震华实在长的太喜庆了            
(4星)	 喜欢滕丽名，呵呵。            
(5星)	 电视放了好多遍            
(4星)	 第一部最好，结局太悲，戏里戏外皆如此            
(4星)	 这个也是放过n遍……            
(5星)	 娥姐与小生，经典。喜欢二妹姐。            
(4星)	 对冰箱里的人头记忆犹新 小时候的阴影            
(5星)	 我发现全系列小生是线路人到第四部一共4个女人了。。。第一部三元和陈峰有眉目，接着结婚啦小生和素娥开始了~素娥不能生小孩了，结婚结点了就。。            
(4星)	 关咏荷(L)            
(5星)	 遥想当年，不胜唏嘘，唉            
(5星)	 就是经典            
(4星)	 还是他们她们的T_T，至今觉得这个世界不是真实的，就好像看第二部纷纷闹婚姻危机的两对...            
(4星)	 经典            
(3星)	 那时的魏俊杰多……现在的魏俊杰……晕。            
(NA)	 喜欢            
(4星)	 跟表妹的一大爱。            
(4星)	 这是必须的            
(5星)	 续集越来越虐            
(3星)	 第一部最好看...            
(4星)	 经典            
(5星)	 心中的经典！好爱娥姐和小生啊，呵呵！            
(3星)	 假小子滕丽名如今美着呢。            
(4星)	 很喜欢~            
(5星)	 港剧经典            
(4星)	 算得上经典            
(4星)	 假小子的时候最好。            
(5星)	 第一部超级经典啊            
(4星)	 TVB现代剧我看的不多哈            
(4星)	 ~~~~还是很喜欢的            
(5星)	 ^^            
(4星)	 滕丽名            
(3星)	 主题曲郑秀文唱的很铿锵么            
(5星)	 港劇阿~這就是咱心里永垂不朽的港劇            
(5星)	 从这部喜欢上港剧            
(5星)	 那时候自己也想当个女警察.            
(4星)	 第一部最好看            
(4星)	 这个越拍越离谱了 所以看看前两部就算了            
(4星)	 老剧,真的经典,但是剧是人非阿.....            
(4星)	 经典的第一部~~~么么            
(4星)	 不错。            
(5星)	 TVB的经典，那时的魏俊杰很舒服            
(5星)	 好看！看几遍都不腻            
(4星)	 喜欢娥姐，遗憾她没和欧阳震华在一起。            
(4星)	 现在是不会有机会一步一步一集一集去看了。            
(4星)	 1998 翡翠台            
(5星)	 不得不看的港剧之一啊            
(5星)	 经典            
(4星)	 不错的 喜欢三元~            
(3星)	 TVB都是用来打发时间的。            
(NA)	 小时候很喜欢看            
(5星)	 老早的。内个时候就是喜欢            
(4星)	 咱是四部都看啦的 灰常好看啊            
(4星)	 可爱的娥姐和三元            
(NA)	 有过那么一段时间，大家好像都很迷看港剧，每天会准时地坐在电视机的前面一起观看，而且一直保留为大家间讨论的话题            
(4星)	 当年的大家，都好年轻啊，BOBBY还那么多头发，哈哈。            
(4星)	 第一次知道榴莲这东西。对它很向往，导致日后对榴莲的热爱            
(4星)	 当年做梦都梦到！汗~            
(5星)	 第一部最好看            
(NA)	 也不太记清了            
(4星)	 经典当然看过啦            
(NA)	 1好看.            
(4星)	 三元啊~~~            
(4星)	 陀枪系列最喜欢1            
(4星)	 很早的一部电视剧，续集都有好多部了，如果一直演，我会一直看下去的！！            
(4星)	 对警匪片的拿捏不错            
(4星)	 要是只有这一部就好了            
(4星)	 4部我都看过了.~有没有第五部啊.为什么            
(NA)	 久远~            
(5星)	 那个年代的三元。美得那么坚强。            
(5星)	 好看。喜欢所有演员            
(5星)	 经典的说!!            
(5星)	 2000            
(4星)	 港片经典            
(NA)	 就觉得1好看。            
(3星)	 歌好听，电视也不错，很温情的            
(5星)	 杠杠的！！！            
(4星)	 以前最喜欢看类，不知道看了几遍了            
(5星)	 超级搞笑的。。。            
(NA)	 “陀枪”系列最好看的一部            
(5星)	 经典            
(3星)	 每次放每次看绝对能背得出来..            
(4星)	 看了好多港剧啊，我的童年            
(4星)	 好喜欢三元和素蛾            
(NA)	 美好的回忆            
(5星)	 三元和程sir真搭~~            
(NA)	 关咏荷与欧阳震华好配            
(4星)	 TVB最爱的警匪片            
(4星)	 警花本色            
(5星)	 绝对是港剧至爱中的至爱，虽然魏滕已各自为营。            
(4星)	 额~很长~很多部~~但还是很值得看地~~~            
(5星)	 1999            
(4星)	 喜欢~~一脸追看了4部~~啊峰死了没啊？！给个准信啊            
(5星)	 欧阳震华&amp;关咏荷的经典合作            
(5星)	 三元~娥姐~            
(4星)	 最好看的还是第一部。            
(NA)	 从此喜欢小生~~~            
(4星)	 郑秀文的歌印象最深。            
(5星)	 魏俊杰和滕丽名分开令人好伤心啊~~~~            
(4星)	 初中看了很是喜欢            
(5星)	 只看过第一部，但是看了很多次，组成了童年的记忆~            
(NA)	 滕丽名            
(5星)	 第二部比较精彩！！            
(NA)	 最爱            
(NA)	 。            
(5星)	 当年疯迷~~~            
(4星)	 配音都不错的，很有特色            
(5星)	 大爱娥姐和三元            
(5星)	 这群人现在，都老了TAT            
(4星)	 当初那是一个喜欢啊~~~电视上播放都抓住机会重温了无数遍~~~            
(5星)	 最喜欢的TVB剧集，当然，仅限于第一部            
(4星)	 娥姐....            
(4星)	 GOOD            
(4星)	 娥姐，二妹姐            
(4星)	 TVB港剧启蒙篇~            
(3星)	 补遗            
(4星)	 8.1            
(5星)	 鹅姐！            
(5星)	 看过的TVB的真不多            
(4星)	 近期重温了一下，港剧还是老的好啊，现在tvb的警匪剧比不上当初的，神马法证先锋3啊，经不起推敲，巧合太多了。            
(4星)	 童年回忆~经典的欧阳震华与关咏荷            
(5星)	 第一部看过无数遍，谁会不喜欢这样的关咏荷和欧阳震华？            
(5星)	 第一部最好看            
(5星)	 第一部港剧吧 永远的经典            
(4星)	 我就记得魏俊杰后来果然对滕丽名始乱终弃了...            
(5星)	 出得厅堂入得厨房的神枪手小生，很师奶却又很坚强勇敢的娥姐，男孩子气的来很小女生的三元，认真的大男人程峰            
(5星)	 经典，深水埗、二妹妈、小生哥、娥姐。            
(5星)	 程锋还是很帅的！            
(5星)	 应该是最早看的港剧了。            
(NA)	 勉强爱一下陈小生。。            
(3星)	 总体来说剧情一般，没有我记忆中好，可能人总是对于回忆的东西会有一种过于美化的色彩，陈小生我本来记得是个很厉害的人物，没想到却是个喜剧感十足的人，当然也不能说不好，只是没有记忆中那么牛而已，呵呵            
(5星)	 重温了4部。发现还是第一部第二部比较经典。            
(5星)	 只看这一部            
(5星)	 关咏荷的形象之二就是陀枪师姐啊。            
(5星)	 tvb有太多咁样既好戏无法忘记            
(5星)	 陈！小！生！那个年代的ＴＶＢ真是强大            
(5星)	 当年我是有多爱关咏荷啊            
(NA)	 终于有记得的了，因为太经典            
(NA)	 挺经典的电视剧            
(5星)	 陈小生是个好男人！            
(5星)	 小生是我记得欧阳的第一天            
(5星)	 看过为数不多的tvb之一，长大再看觉得里面剧情好假哦            
(5星)	 三元和程sir，荷姐和欧阳震华。2011暑假重温了一遍，还是很心动。            
(5星)	 喜欢主角，喜欢主题曲，各种喜欢！            
(NA)	 不用讲自己没数过看多少遍了            
(4星)	 怀旧必需品。            
(4星)	 经典港片啊＞3＜            
(5星)	 太美好的记忆            
(4星)	 时隔久远还是很有味道啊            
(5星)	 80末出生的人是这样成长的～            
(4星)	 就是这会儿爱上TVB的，我还以为三元会大红大紫..            
(5星)	 TVB又一经典！            
(NA)	 胖胖和咏荷            
(5星)	 真心喜欢他们每一个啊！~魏俊杰和滕丽名的定情之作，大爱啊！~超喜欢娥姐啊，关咏荷这个角色塑造太成功了！欧阳震华也超赞，二妹姐也超赞，总之很好啊！~            
(5星)	 当年很爱看~            
(4星)	 一看到欧阳胖胖和二妹姐，就觉得好开心            
(5星)	 只想要这种以纯粹的传统的手法查案的片子            
(3星)	 原来看我过这么多电视剧——为什么记不起这部的剧情了呢……好吧，真的是很多年前的了……            
(5星)	 我TVB之路的开始.小时候看面具色魔有吓到.            
(4星)	 永恒的第一部             
(5星)	 陈小生。。  看这个的时候 正是我玩仙剑98的时候 好怀念 看到这个就想起林月如刚死 去拿凤凰蛋那             
(5星)	 第八集好搞笑。。。小生很可爱。。那白眼都有意思            
(5星)	 关咏荷！            
(5星)	None
(5星)	 看的第一部电视剧吧            
(4星)	 一代经典啊....            
(5星)	 经典啊经典，就喜欢关咏荷和欧阳震华            
(5星)	 人生睇既第一出电视剧！！！！            
(5星)	 当年好迷的啊啊啊。            
(3星)	 +半            
(NA)	 三部看了N遍直到直到他俩分手就心碎了            
(5星)	 因为这部剧喜欢上欧阳震华            
(4星)	 最近都在翻看90年代的旧剧。我一直都是最喜欢看港剧，然后最近没有吸引自己的新剧了，看回以前的发现经典之所以成为经典总是有原因的。以前看的时候还小，现在可以当没看过的剧来看。            
(4星)	 搞笑而温暖            
(5星)	 港剧的启蒙之一。喜欢那时候拍摄的画面。类似于本白的色调。不扎眼。喜欢陈小生和娥姐的恋情。超爱~~            
(3星)	 小学回乡下过年，无聊守着黑白电视打发时间            
(4星)	 都快忘记关咏荷了...            
(5星)	 小时候超爱的            
(4星)	 经……典            
(5星)	 美好的开始，急急的落幕。            
(5星)	 经典中的经典  港剧品质最高峰            
(4星)	 程Sir真帅            
(4星)	 我也有看TVB            
(4星)	 当时很喜欢看这类犯罪推理的TVB。这部我也大爱！            
(5星)	 我是有多爱欧阳胖胖啊！            
(5星)	 我看的第一部港剧。当时太喜欢了。            
(5星)	 小时候最喜欢看关咏荷和欧阳震华的剧啦            
(5星)	 经典            
(4星)	 小学的大爱。            
(5星)	 小时候看过，很喜欢~~            
(4星)	 外表多普通的人啊，靠着个人魅力一样成为经典。            
(NA)	 这个真的是童年的最爱，没有之一！看过之后就天天说要当警察~            
(3星)	 好            
(5星)	 第一部是我最喜欢的！我那个时候可喜欢关咏荷啦！            
(4星)	 最近几天重温 喜欢三元和程sir            
(4星)	 小时候就爱看这类型的TVB  还特别迷恋骑铁马的女警 把它列入过我的梦想之一 哈哈哈 现在居然在重温它。            
(5星)	 经典。            
(5星)	 都数不清看过多少遍了，到现在没事还翻出来看看。。基本一年2-3次。。。            
(5星)	 这个豆列估计会经常用到曾经这两个字 曾经的程峰是我心中超级好的好男人啊 现在- -            
(5星)	 最早看的TVB的警匪片，好喜欢~            
(5星)	 经典！好多剧透脸来着！            
(5星)	 记忆中最深刻的是那个双重性格的杀人犯             
(5星)	 第一部才是最经典~            
(5星)	 呵呵，叹息了多少年的陈小生和娥姐...            
(4星)	 小生啊。            
(4星)	 还是第一部好看~~~            
(4星)	 很长时间很喜欢关咏荷。突然想起来刚进大学的时候被不止一个同学问过“有没有人说你长得很像关咏荷啊？”然后笑傻了，我哪里像她诶……            
(4星)	 那会儿天天盼着回家看这部剧            
(5星)	 要嫁就嫁陈小生            
(5星)	 经典记忆啊。鹅姐和小生最配。            
(4星)	 滕麗名!!!!第一部才是最好看!!!!!!!!!!            
(4星)	 两对都挺好玩的            
(NA)	 难道有谁没看过？            
(NA)	 关咏荷真是小时候看TVB的熟人啦 还有陶大宇对吧            
(4星)	 我要看结局！=20111127=            
(5星)	 小生~~            
(5星)	 经典不用赘述            
(5星)	 三元竟然和程Sir分开了            
(5星)	 启蒙剧啊启蒙剧。关咏荷和欧阳震华绝配啊绝配            
(4星)	 小时候的回忆啊            
(5星)	 在没有电视剧看的时候，翻看老的港片，果然内个时候的TVB啊！！滕丽名和魏骏杰也是相爱过的一对啊。            
(5星)	 第一部最好看            
(3星)	 曾经觉得欧阳震华和关咏荷很配啊            
(5星)	 记忆中好看的港剧之一 那时候多喜欢关咏荷啊！            
(NA)	 经典之作            
(5星)	 笑死啦啦            
(5星)	 好看            
(4星)	 港剧情节的源头。            
(5星)	 童年的记忆            
(4星)	 喜欢关咏荷            
(5星)	 经典，不用解释。。应该都看过            
(4星)	 伐晓得亏过度扫遍了            
(5星)	 经典港剧哦！温文成哦！            
(4星)	 无聊在家的日子。            
(5星)	 小时候不知有多爱看，关姐的女人当自强，和欧阳振华的冤家爱情，是港台剧经典了            
(4星)	 那个年代的感情好朴素好纯美            
(5星)	 小生娥姐最高            
(5星)	 越来越喜欢TVB了            
(4星)	 经典！好看            
(5星)	 滕 魏 定情之作            
(5星)	 哈哈            
(4星)	 个人比较喜欢的港剧之一，质量很高。            
(4星)	 三元  四喜 五福            
(5星)	 2000年, TVB, 启蒙篇            
(3星)	 陈小生真的是极品好男人~            
(5星)	 我爱英姿我爱英姿我爱小生我爱小生！！！！不管编剧把英姿写的怎么烂！！我都还是喜欢！！！还有，小生就是我梦寐以求的男人啊&gt;&lt; 求上帝赐与我一个！！            
(3星)	 很喜欢关咏荷~            
(4星)	 中学的回忆            
(NA)	 歐陽～mua            
(5星)	 喜欢里面的感情戏。自然。            
(5星)	 初中的时候，当年的人事心境，留给回忆，值五星。            
(4星)	 以前爱死这部剧了            
(5星)	 这一系列真的是太经典了。童年的记忆啊。            
(5星)	 tvb我最喜欢的女演员之一            
(4星)	 还蛮好看的，喜欢关咏荷呀～            
(4星)	 住在广州时每天听粤语版的。。            
(4星)	 皆大欢喜的结局。            
(5星)	 开创一个系列            
(5星)	 当时滕丽名真是青春逼人，欧阳震华和关咏荷经典情侣形象，魏俊杰也很帅，现在感觉他都坨坨了            
(5星)	 不知看了多少遍 还是会被里面的笑话逗笑            
(5星)	 经典不可超越。            
(4星)	 朱素娥            
(4星)	 其实我也不记得看没看过，不知哪来的印象。            
(5星)	 小时候娥姐是我偶像~！            
(5星)	 TVB向来就是非经典不拍。陈三元……            
(5星)	 小时候看的TVB剧怎么感觉好看多了            
(4星)	 N久前看的            
(5星)	 真的很经典。平凡的人的平凡故事，喜怒哀乐都在其中。娥姐、小生很搭哦            
(5星)	 嫁人当嫁陈小生！            
(5星)	 经典啦~~~~~            
(4星)	 当时看的很开心            
(5星)	 小时候最喜欢的电视剧，三元是永远的偶像！            
(5星)	 第一部永远是最好看的啊。。。经典！            
