http://movie.douban.com/subject/1863947/	神雕侠侣
(5星)	 ahhhh~~~~主题曲太好听。我还有收集剧集人物的卡片。            
(5星)	 小时候觉得李诺彤=神仙姐姐！~~~            
(3星)	 李若彤经典了。            
(4星)	 古天乐好靓仔哇~~~~~~~~~~             
(4星)	 李若彤那个美。            
(5星)	 我超喜欢。            
(4星)	 好经典的小龙女            
(4星)	 16年啊16年，有谁愿意等？有谁还会这么一跳            
(5星)	 姑姑…………过儿~~~~~            
(5星)	 最经典的神雕侠侣~李若彤玉女形象，怦然心动            
(NA)	 补遗               
(4星)	 最喜欢李若彤的 哭 很美很美。            
(5星)	 李若彤和古天乐在最好的年华，奉献了最经典的神雕侠侣。            
(4星)	 龙女就是李若彤那个样子的            
(5星)	 神作@            
(4星)	 n年前的了            
(5星)	 最喜欢李若彤演的小龙女！啊！！那就是就是就是我心里的小龙女啊！！！！            
(4星)	 初恋启蒙            
(4星)	 那可是一段美好的记忆啊！            
(5星)	 在天愿做比翼鸟            
(4星)	 最好的小龙女。            
(5星)	 童年回忆            
(5星)	 经典            
(5星)	 菇菇……            
(3星)	 意境凄清            
(5星)	 神雕侠侣            
(5星)	 经典的小龙女            
(5星)	 不看人生不完整！！！            
(NA)	 气质绝佳，那年不过22岁，看起来却比古大些            
(NA)	 经典的这一版，她是我心中永远的小龙女。还有那句话，不是我的过儿老了，是我的过儿长大了。            
(5星)	 永远的最好。            
(NA)	 李若彤版本的一直都是我最热衷的。            
(5星)	 最喜欢地版本。            
(5星)	 神话情话。            
(3星)	 小时候天天在楼下那家杂货店躲起看            
(5星)	 李若彤是仙女~~~~~~            
(5星)	 李若彤版小龙女我最喜欢了            
(5星)	 神仙眷侣            
(4星)	 人家那时候天天中午放学回家必看的            
(5星)	 经典。。。            
(3星)	 姑姑。过儿。姐弟恋楷模。配乐《故乡的原风景》等，毕生难忘。            
(NA)	 真的很喜欢里面的小龙女啊。            
(5星)	 李若彤的小龙女太有味道了            
(NA)	 最美的小龙女            
(3星)	 算是几个版本中最好的一个，小龙女传神的表演，杨过无悔的坚守诺言，无论江湖怎样变幻。那遥遥无期的16年，考验的不仅仅是感情而已。            
(4星)	 我承认，我曾自作多情地把杨过听成我的名字            
(5星)	 等的是你的回眸一笑            
(5星)	 太~经典~了            
(4星)	 美女李若彤。            
(4星)	 很好，很强大，很深入人心~            
(4星)	 这个非常好啊            
(4星)	 阿乐哥哥好            
(5星)	 哎呀……当时的李若彤姐姐真是迷人得呀~~宛若仙子~！            
(4星)	 最喜欢的《神雕侠侣》的电视剧版本。黄蓉，小龙女，还有郭靖，都是想象中的样子。            
(5星)	 小龙女……            
(4星)	 李若彤~~            
(3星)	 小龙女到底怎么被强奸的呢            
(5星)	 最喜欢这个版本            
(4星)	 李若彤美艳无边。            
(4星)	 归去来兮和天下有情人都很好听            
(3星)	 两撮白头发            
(4星)	 想当年。的爱好。            
(5星)	 经典            
(NA)	 彤 好美哒~！            
(NA)	 小龙女儿~~~            
(NA)	 初中还是小学的时候？追着看的要死要活的，可是我真的没有觉得古天乐帅。直到他出演寻秦记。            
(5星)	 古天乐 / 李若彤，绝佩            
(4星)	 还不错哈~至少古天乐还比较象杨过~            
(4星)	 我是从这一版剧集开始知道金庸有本书叫《神雕侠侣》的。            
(4星)	 定格了我心里小龙女和杨过的形象。            
(5星)	 最經典的版本。            
(5星)	 初中的回忆.             
(3星)	 电视一般 杨过嘛当然很喜欢            
(NA)	 所谓童年...=w=            
(5星)	 那次是你不经意的离开~~李若彤&gt;&#34;&lt;!!!  年轻的古天乐&gt;&lt;!!!            
(NA)	 古仔。现在看感觉怪怪的。            
(4星)	 古天乐这时还是很白的...            
(NA)	 神仙姐姐...多少男生的梦中情人啊...            
(5星)	 看这片的时候我还一小毛孩呢            
(NA)	 md老是给我推荐这些片子...虽然我确实看过...            
(2星)	 我觉得有点荒诞……            
(5星)	 经典啊！！吾好喜欢~~            
(5星)	 小龙女～～迷死人了～～～            
(5星)	 可算是很经典的童年电视剧了。            
(4星)	 算是这样罢            
(5星)	 这是继刘德华，陈玉莲版本后的又一个经典。            
(NA)	 看过几百遍,就是没从头到尾都看过,全是拼凑,喜欢小龙女,总是揣测金庸为何恶搞了她一下,莫非因为小龙女太完美了?            
(4星)	 喜欢这部            
(5星)	 最喜欢的版本            
(5星)	 心中只有一个杨过。            
(5星)	 经典            
(5星)	 喜欢的版本。            
(5星)	 经典神雕            
(3星)	 亲爱的李若彤！            
(5星)	 最爱这版            
(2星)	 虽然我喜欢小白脸，但是这戏里面儿我还是没啥特喜欢的角色            
(5星)	 喜欢            
(5星)	 第一次认识古天乐，好喜欢。。。            
(NA)	 小時候覺得姑姑好美, 長大後認為李绮红比較美            
(3星)	 只看过这一个版本 所以好坏就这么回事儿了 李若彤还可以 看这部电视剧的时候喜欢过古天乐 但 现在。。。            
(NA)	 当年这个看的人真的好多..偶算是被迫看的么...            
(NA)	 此版偶的最佳            
(5星)	 问世间情为何物，直叫人生死相许。            
(5星)	 最近又在回味这个、、            
(4星)	 喜欢李若彤版的小龙女            
(5星)	 经典            
(5星)	 【归去来.】...............我百看不厌的电视剧            
(3星)	 古天樂白的……            
(5星)	 嗯~ o(*￣▽￣*)o还用说什么呢            
(5星)	 有两个主角 够了            
(5星)	 李若彤。            
(NA)	 最美的姑姑。            
(4星)	 印象其实不太深            
(5星)	 最爱李若彤还有这面的郭襄！！！            
(4星)	 这么俊美的杨过配上仙衣飘飘的姑姑。这才是完美cp！            
(5星)	 姑姑            
(5星)	 混蛋！            
(5星)	 是李若彤版小龙女最小龙女             
(4星)	 这版的小龙女印象最深            
(4星)	 我最喜欢这版了，李绮红演的郭襄都超越原著了            
(4星)	 当年 那么赞的一个古天乐  现在很无语            
(5星)	 初中的时候天天追，还买了好多明星照片回来，现在都还留着，其实现在想想，我大概是不支持师生恋的，只有男老师和男学生的恋情我才支持，哎哟我在说神马            
(NA)	 小龙女和杨过的故事            
(4星)	 更喜欢华仔的版本            
(4星)	 最经典的版本            
(4星)	 那时候古天乐脸还没黑，李若彤那么的美。            
(NA)	 我很小的时候就迷古天乐啊.........            
(4星)	 怎一个小龙女了得            
(3星)	 过儿~~姑姑            
(5星)	 雪梨，李绮红，李若彤，那个时候真的是美的不可方物            
(2星)	 剧本身不错，但本来就不待见原著，SO……            
(4星)	 終其一生都要愛小白臉。            
(4星)	 心目中永远的小龙女！            
(4星)	 李若彤~~~            
(5星)	 他俩一见面四只手就是握在一起的 后来杨过断了一只手臂 一见面就是三只手握在一起的。 喵～            
(4星)	 这个版本也相当不错            
(4星)	 李若彤好美            
(5星)	 魂牵梦绕多年的小龙女            
(5星)	 小时候觉得李若彤美得跟什么一样            
(4星)	 大概我还是比较喜欢这个版本的小龙女            
(5星)	 李若彤当年谋杀了多少少年呐            
(5星)	 人生中的第一个偶像就是当时那个唇红齿白的小白脸啊~然后应该也没人比这版的小龙女更美了吧~            
(3星)	 绝情谷，李莫愁，含情丹。。。            
(4星)	 喜欢这版小龙女            
(5星)	 水嫩的小杨过和仙人姐姐。            
(5星)	 啊哦~            
(5星)	 李若彤，最经典的小龙女            
(5星)	 经典            
(5星)	 小古子 ~~无数遍的垂涎oh。。。            
(5星)	 此后再无小龙女            
(4星)	 印象最深的是小龙女在绳子上睡觉那段            
(4星)	 和孫孫又在重慶看過一次。            
(4星)	 插曲好            
(5星)	 TVB神马的 古天乐神马的 小龙女神马的 金庸神马的最喜欢了            
(5星)	 经典啊！李若彤就是小龙女。。。            
(5星)	 当时的小龙女不是我们的天仙姐姐么~？~？？？            
(5星)	 边看边哭 纸巾伺候            
(5星)	 嫩仔古天乐，灵姝李若彤            
(5星)	 放一遍看一遍啊~            
(4星)	 这个版本真的蛮经典的。好喜欢李若彤扮演的小龙女、李绮红扮演的小郭襄阳。剧中的李莫愁跟黄蓉也都演得很棒！            
(5星)	 唔  李若彤美丽~~            
(NA)	 李若彤版的小龙女最美！            
(5星)	 我眼中的小龙女只有李若彤！！！            
(5星)	 李若彤就是洛神嘛            
(5星)	 小龙女真是美啊。n前看的了            
(4星)	 最喜欢的版本。。。            
(5星)	 到现在为止我还是觉得李若彤最美            
(4星)	 最到位的过儿~以及美得很纯净的龙儿。。。这版是心目中的最爱呀。。。            
(5星)	 最经典的一部神雕。李若彤太有小龙女的气质了。            
(5星)	 一见杨过终身误            
(4星)	 好白            
(NA)	 情            
(3星)	 这次是我真的决定离开~~~            
(5星)	 我還願意相信世間有這樣至情至性的人。男子漢頂天立地又能屈能伸聰明絕頂，幽默過人但情深意重。連著看了幾天終於一口氣全部看完。莫說楊過有這麼一副俊俏的好相貌，就算沒有，我也愛他。只不過我命由天不由我，這麼好的人，我又怎麼有福氣遇得上？罷了，江湖兒女轟轟烈烈互相吐血的情戲，實在精彩。            
(5星)	 《归去来》难听，《神话情话》好听。李若彤很美。            
(NA)	 古天乐这个时候还很小生啊~            
(3星)	 古天乐你那时候就炭烧了吗？            
(5星)	 小时候每次重播都不落下~~            
(NA)	 从那个时候开始喜欢古仔和李若彤的~            
(5星)	 全给李若彤            
(4星)	 噜啦啦噜啦啦噜啦噜啦咧~~~            
(4星)	 嫩嫩的古天乐 李若彤去当国家地理的摄影师拉！            
(5星)	 不能超越的杨过和小龙女。            
(5星)	 当时的惊艳，反复看了多遍。            
(5星)	 小时候看的 经典经典经典            
(5星)	 过儿！             
(5星)	 经典            
(4星)	 太销魂            
(5星)	 ！！！！！！            
(5星)	 6遍            
(5星)	 看了起码有十几遍。。。。。都是为了李若彤= =            
(5星)	 一个时代的经典            
(5星)	 这。。。太。。。经典了            
(NA)	 多美丽····和哥哥一起迷杨过  初中吧            
(4星)	 好看~            
(5星)	 所谓人生至此 夫复何求            
(5星)	 最爱这版啦~~            
(3星)	 没有范文芳演的哪个版本好～            
(5星)	 经典            
(5星)	 看来看去还是这版最经典, 那只小灵狐最有爱拉, 萌死....            
(4星)	 黑黑黑，白白白， 本应为阿姨和正太。。。。看不太出来||            
(5星)	 过儿~            
(5星)	 就是看不厌。            
(NA)	 杨过。郭襄。            
(5星)	 天下有情人            
(5星)	 经典那!            
(5星)	 这一版是我心中最好的一版，无人能超越，而且我更喜欢那个时候的古天乐。            
(2星)	 不只为啥就是不喜欢这部金庸。            
(5星)	 姑姑~~~            
(3星)	 金庸剧里比较不喜欢神雕侠侣，无论哪个版本。            
(4星)	 手无缚鸡之力的过儿            
(4星)	 哎呀,这个剧经典~            
(5星)	 經典。            
(4星)	 中学时代的经典            
(4星)	 过儿，你哭的鼻涕眼泪一哗啦的            
(4星)	 第六集有段我被感动到了            
(4星)	 俊男美女            
(NA)	 杨过 狂傲的男人            
(5星)	 重温经典            
(5星)	 我的古天乐啊~我的大爱啊！！！经典！！！            
(5星)	 最喜欢这版过儿和小龙女都美美的            
(3星)	 那次是你真的决定离开~            
(NA)	 longlongago            
(5星)	 经典的经典啊~~~            
(3星)	 拍的就是比央视的好。            
(5星)	 从此觉得古天乐真好看！            
(4星)	 你是最经典的姑姑            
(4星)	 还是这个版本的最好看！！            
(5星)	 最经典的版本，不过当年刘德华和陈玉莲那个版本的也不错～            
(4星)	 经典            
(5星)	 我的爱阿            
(5星)	 白古太帅了 黑古去死            
(NA)	 古天乐那张白嫩的小脸儿            
(4星)	 我喜欢这部~呀~好想再看一遍呀            
(4星)	 小学看的？恩，好像是。记得过年送的卡片都是这个。            
(5星)	 啊.....后面怎么唱来着            
(4星)	 张可颐的程瑛让人惊艳            
(NA)	 还是这个版本的人顺眼            
(5星)	 太经典了！无法超越啊~~            
(4星)	 中小学暑假专看剧。古天乐版杨过，李若彤版小龙女，从此不能接受其他人。            
(3星)	 当年TVB的布景方面还是简陋了一些 不过李若彤真跟仙女儿似的            
(3星)	 当时很火的，滥大街            
(5星)	 几个版本里最好的一个！            
(NA)	 看不懂江湖，追的是情爱。            
(5星)	 看了这个几乎不用看其他版本的了……            
(3星)	 [昔时所看] （看过一部分）            
(5星)	 最喜欢的版本。            
(3星)	 好白的古天乐            
(NA)	 就看过这版            
(5星)	 节奏比笑傲江湖快许多！            
(5星)	 生平最欣赏的男人，名叫杨过~爱金庸，从杨过开始            
(5星)	 不必多说的经典            
(4星)	 经典的版本~=v=            
(3星)	 古天乐唯一的小白脸记录~            
(5星)	 啊呀我百看不厌的经典啊·····            
(NA)	 怎么说一见杨过误终生？可怜了我的郭襄MM....            
(4星)	 当时只觉得，杨过好帅小龙女好美            
(5星)	 小学的时候...            
(3星)	 我怎么就这么不待见小龙女这人呢?            
(NA)	 这版  古天乐不错唉            
(NA)	 怎么看怎么想到娥姐            
(3星)	 我比较喜欢台湾那个版本的。            
(4星)	 哎呀            
(5星)	 经典。杨过之于古天乐，是不用演的。李若彤也很有小龙女的风采。            
(NA)	 最好的一個版本            
(4星)	 李绮红好可爱啊            
(4星)	 我说，如果杨过不断手，小龙女不被强奸，该多么圆满……耀文说，这就是青春的代价            
(NA)	 那只雕比较假..            
(4星)	 拍摄的很粗糙，但李若彤很美，古天乐很帅，虽然在金庸的故事里，这个最不得我欢心，可这片子，却看了不止三五遍。嗯，我心爱的郭襄。            
(4星)	 就觉得这个版本好。            
(4星)	 这是我看过的神雕侠侣最好的版本            
(4星)	 六年级刚搬到三中对面的新房子时看的这部片子 当时的有线电视还没安好 就支了一个破天线看的 条件艰苦但兴致甚好            
(NA)	 这对姐弟恋还是像那么回事的。。            
(5星)	 我爱杨过我爱杨过我爱杨过！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！            
(4星)	 中国香港            
(4星)	 等是觉得很好哇            
(5星)	 杨过啊~~!!!!!!!            
(NA)	 眼睛  小美也有            
(4星)	 看过次数最多最全滴~~            
(4星)	 还是最喜欢这个版本啊 ~小龙女在那个时候的心中简直就是纯洁的化身啊~            
(3星)	 相当呆板            
(4星)	 经典版的、、。            
(NA)	 只记得那张手绢了（错，当然还有主题曲）            
(5星)	 始终是感觉最经典的一个版本...            
(3星)	 第二号的神雕侠侣。            
(5星)	 至此爱上了古乐乐。            
(NA)	 这个版本是我最喜欢的~            
(3星)	 一般般            
(5星)	 告诉我，谁没看过            
(3星)	 为什么我对它不太感冒，我喜欢那个一瘸一拐的女生            
(4星)	 真经典啊！            
(3星)	 初中吧~            
(4星)	 我的脑海中，这个版本的神雕侠侣是最经典的            
(4星)	 神雕侠侣的最经典版本            
(4星)	 古天乐就此跻身一线            
(NA)	 经典版本             
(4星)	 还是这一版最好~            
(4星)	 古天乐，帅就一个字。  呵呵。喜欢。            
(4星)	 算是综合起来看比较愉悦的一部了            
(4星)	 一见杨过误终身            
(4星)	 16年~~            
(5星)	 She is just a woman http://cnx264.com/thread-108874-1-2.html            
(5星)	 童年挚爱阿.从此再无杨过小龙女            
(4星)	 赞得没话说.可就是觉得还缺点什么            
(4星)	 经典！绝配！            
(NA)	 我喜欢这两个主角，关键是我一直希望找个小龙女去某地隐居。            
(NA)	 形象比较符合原著            
(3星)	 光就这两人的扮相，已经成功了一大半。其他不看也罢。            
(5星)	 我觉得，神雕还是古天乐演的这部最好看            
(5星)	 多少年前的记忆阿，那时候觉得歌很好听呢            
(5星)	 神雕中最喜欢这部了~~            
(5星)	 最喜欢的神雕版本            
(4星)	 心目中最完美的杨过和小龙女            
(3星)	 经典            
(5星)	 以前可是很喜欢呢            
(NA)	 无须语言说明了。            
(5星)	 杨过不是别人，只可能是他。一见误终身。            
(4星)	 众多版本中最养眼的            
(NA)	 先入为主的...            
(5星)	 终南山下，活死人墓，永远的姑姑同过儿。            
(5星)	 神雕侠侣是我唯一拜读过的金庸原著！这是最贴近原著的小龙女！！！            
(4星)	 李若彤 古天乐挺搭，比现在的XX版好很多啊            
(5星)	 我喜欢这版            
(4星)	 小龙女比天仙刘完美多了。            
(4星)	 这个版本爱的~            
(5星)	 经典。            
(NA)	 还记得在大学时，有次返校因为火车晚点，大家在车上又没休息的。到了后和同学三个人把这部电视剧看了一个晚上，就当是无聊的打发时间。但边看边讨论的情绪，让我们整晚未眠……            
(3星)	 香港电视剧的制作确实粗糙            
(4星)	 最喜欢的版本            
(NA)	 我最喜欢的版本            
(NA)	 缠绵            
(5星)	 武林中人是很烂命的,,怎么死都死不去..            
(4星)	 总比张纪中的好            
(5星)	 相当喜欢了            
(4星)	 主角很好，其他人除了郭芙统统全毙            
(5星)	 冷若冰霜。            
(4星)	 好白的古天乐....            
(4星)	 还行，总体上不喜欢。老李很欧式            
(NA)	 95版经典，我都不知道看了几遍了。。。重播频率太高了            
(5星)	 太经典了！杨过、小龙女、郭襄、周伯通的演员都演得很好！            
(5星)	 先入爲主的經典            
(4星)	 看过。李若彤美的 古天乐帅的            
(5星)	 最喜欢的一版~            
(4星)	 弱水三千只取一瓢.万万女子郭襄无双..但是杨过心里只容得下一人.            
(4星)	 神雕最稀罕这个版本            
(5星)	 真的很好看啊！            
(NA)	 回忆啊            
(4星)	 还是喜欢白古天乐            
(5星)	 凄美的爱情            
(5星)	 无论翻拍多少，经典只有一个            
(5星)	 前段时间才第一次看完,经典            
(3星)	 还可以            
(NA)	 有如童话般的爱情谁人不爱            
(4星)	 古天乐那时候多帅,不过没咋看            
(NA)	 超爱。            
(5星)	 曾经超喜欢《归去来》。。吱吱            
(3星)	 古天乐总比黄晓明让我看着舒服.            
(4星)	 小龍女            
(4星)	 昨晚去秀玉还听见有人点归去来。魏秋桦好有气质的说。            
(5星)	 虽说跟书没得比，但是这版还是人物刻画最好的~            
(4星)	 初中暑假看的，那时候过得真爽啊！            
(4星)	 仙女            
(4星)	 还不错这一版。            
(NA)	 配乐，演员，都曾经深深打动我的心，今天看来也是一部超凡脱俗的经典作品。            
(5星)	 在我们这代心里，这一版永远是最经典的            
(3星)	 就觉得杨过比郭靖要聪明，但还是让人不爽            
(NA)	 我定义为经典 含蓄              
(4星)	 初三的那年暑假，我咳嗽的厉害。            
(NA)	 最喜欢的一个版本            
(3星)	 一般。但是当时觉得歌曲和演员太美了            
(5星)	 永远无法取代的过儿和姑姑            
(4星)	 我觉得这是拍的最好的一个版本            
(NA)	 难以超越的经典啊。两位主角演得都不错。特别是李若彤的气质真是很像小龙女            
(5星)	 最喜欢这个版本            
(4星)	 经典之作当然看过            
(5星)	 完美版的杨过和小龙女啊－0－            
(4星)	 最喜欢古天乐的杨过            
(4星)	 经典啊            
(3星)	 小白脸和老女人的故事。            
(5星)	 一个是千年的坚冰，一个是万年的火种。他们俩让世间的爱情成为了赝品。。。            
(5星)	 完美.            
(3星)	 总觉得李若彤MM和古天乐不太相配。。            
(4星)	 还是很经典的~除了有些技术方面无法做到完美。            
(NA)	 这个版本留下的记忆最深刻。。。            
(5星)	 最喜欢的杨过和小龙女，天生一对，郎才女貌            
(NA)	 黯然            
(5星)	 巨爱巨爱巨爱！！！            
(4星)	 ——姑姑还是那么年轻，我却已经老了——不是过儿老了，是我的过儿长大了。呜呜呜，哭得稀里哗啦，李绮红演的郭襄也好可爱。            
(4星)	 当年对古天乐迷得不行，李若彤也是绝对的玉女，杨过小龙女真是不在一起就是暴殄天物啊！！！！但是现在古天乐...╮(￣▽￣&#34;)╭             
(5星)	 永远的经典            
(4星)	 经典吧            
(NA)	 当年红的一塌糊涂            
(4星)	 情是何物？            
(5星)	 在所有的《神雕侠侣》版本中，个人感觉这个版本是最符合原著也最成功的，也是个人最喜欢的。虽然李若彤版在我心中略输于陈玉莲版，但是全部演员，整体架构都非常的精彩，堪称经典。包括剧本、服装、武打特效、片中插曲、首尾主题歌《归去兮》、《天下有情人》等成就了永恒经典。            
(4星)	 愛是來來回回青絲一絲又一絲，致你與我此生永不闊別時。            
(5星)	 这我从2011温故到2012了已经~哈            
(5星)	 这就是我心中的小龙女和杨过啊！！            
(NA)	 我还是觉得这个版本的最好看            
(5星)	 十几年后重温此片感觉太美好            
(5星)	 这真是一个时代的传奇            
(NA)	 【1995-07-31】            
(5星)	 我看过的最好的神雕            
(5星)	 无人可以替代，空前绝后，看了无数遍。            
(4星)	 儿时的记忆            
(3星)	 李若彤美死了&gt;&lt;            
(5星)	 童年五颗星。            
(5星)	 李若彤版的小龙女，是多少男生心中的梦。            
(5星)	 永远的姑姑 十年回首依然深爱            
(5星)	 经典啊~~~            
(5星)	 多完美的一对            
(3星)	 需要重温一遍-。-            
(5星)	 还是我的至爱  原来我看过那么多古天乐的戏啊  可惜现在他发福了 岁月是把杀猪刀啊            
(5星)	 这个不用多说了。。。            
