http://movie.douban.com/subject/3861997/	绝代商骄
(4星)	 黄子华大好！~            
(5星)	 中间稍稍有点逊色 不过整体还是部力作~~ 比最近各种家族纠结的TVB舒服太多啦! 佘小姐走这个路线绝对赞~            
(5星)	 终于不用看佘诗曼演苦情戏了            
(4星)	 变回十月初五的那个啊佘            
(5星)	 我的子华！！！！！！！            
(4星)	 处女男+双子女            
(3星)	 烂尾            
(4星)	 黄子华 佘诗曼 有够赞的。            
(4星)	 大頭加小尾。中間特别乏味。即使有子華在場還是忍不住跳過。            
(4星)	 黄子华,李绮红,看到你们,太好了...            
(3星)	 因為黄SIR拍了其中部分            
(4星)	 黄子华在戏里面的角色麦提爽，使我对他的印象标志性地扭转，可谓十分成功。现在的印象成了生鬼又浪漫，得意又好人。佘斯曼+黄子华的配搭可谓十分新鲜，两人斗气的桥段也构思的很不错。商业经济的故事元素也很具时代特色，尤其贴近白领生活，很具市场指向性。            
(5星)	 王子华好好笑真系..            
(5星)	 好睇!!!好睇            
(5星)	 为什么不是50集!!不是100集!!!            
(4星)	 除了开头有点新意，都是旧桥啦，但鬼叫这是黄子华。阿佘也算有突破。好吧，收货。            
(3星)	 就算是子華也無法改變我對現今TVB劇的厭惡....            
(4星)	 黄子华让我变成大叔控~~            
(5星)	 黄子华真的太可爱啦。            
(4星)	 索爱赞助，里面手机铃声都是索爱的。            
(4星)	 陪老妈看的片子  结果子华兄你真是 垃圾袋也掩盖不了的魅力才华横射啊~~~             
(3星)	 我真是特别讨厌马脸佘啊。TVB落后了，09年拍的，看起来和99年拍得桥段差不多。            
(4星)	 栋笃华            
(4星)	 只愛子華！            
(5星)	 男主角太丑了！还是长发！！太喜欢了！！黄子华！！            
(5星)	 虽然分了几个段落讲述各种做生意的点子，但是整个看下来，既轻松又可以学到很多，我很喜欢啊。。。            
(4星)	 三水妹的角色还蛮讨喜的～            
(5星)	 很久没有看过这么爽的TVB剧了！一口气看完！难得主角配角都演得好，剧情虽然老套却也能玩出点新意来，不会失望。喜欢喜欢~            
(4星)	 哎 果然被我猜中了 麦提爽跟酒店风云里马德钟一样的 无间道撒！            
(5星)	 黄子华老了，不过还是很有魅力            
(NA)	 没感觉。。            
(NA)	 幽默由心而生            
(4星)	 只因为你子华  TVB还是俗套            
(2星)	 佘诗曼那一家子也太极品了吧。。港剧越来越好人了。。台词都精彩，剧集就弱智了。            
(5星)	  是去看黄子华的～～～坚持看完了，香港电视剧还是那么一看就不能罢手            
(4星)	 易趣教科书            
(5星)	 好看啊好看 麦提爽和林淼淼            
(3星)	 没看完，弃了。。            
(4星)	 黄子华风格，佘诗曼突破            
(4星)	 大爱智慧老男人.            
(4星)	 佘诗曼演的一直没让我失望！很好看！            
(3星)	 越到后面越烂            
(3星)	 搞笑满分，演技满分，剧情OK，结构差点意思            
(4星)	 从五星到四..            
(5星)	 喜欢子华哥，同佘诗曼            
(4星)	 看完就好想去做生意……            
(5星)	 为了黄子华打五星，今年为止不错的时代剧            
(4星)	 有点儿意思哈哈            
(5星)	 多一分人情分給子華            
(5星)	 大爱黄子华。            
(4星)	 嗯，还是不枕马喜欢佘诗曼=-=            
(4星)	 黄子华~黄子华~~~            
(4星)	 黄子华太耐人了。。            
(5星)	None
(3星)	 = 。= 先看了几集罗大状再来看这个，完全就是如出一辙嘛。。。            
(4星)	 黄子华演技太好了  开始比较精彩            
(4星)	 黄子华是一个有魅力的人。钟意三水妹般的阿佘。laughing哥都好有看头的。            
(5星)	 佘诗曼真的很适合泼辣、活泼的角色啊！这部戏很给她加分！以前不知道黄子华，查了资料才知道他有着特殊的地位。奇怪了，这男人都半百了，长得也不算好看，可是咋么就有一种特别的魅力呢？            
(4星)	 黄子华绝对人才啊，对白超赞~ 阿佘演得也非常好。不过商业性弱一些，剧情不够精彩~ 基于对子华的热爱和他跟阿佘演技的欣赏，还是值得推荐！            
(4星)	 我觉得还真得蛮好看的~            
(5星)	 好好好好看~~~~~~三水妹妹在里面常常都有很幸福的表情儿~黄子华真的很有魅力~！！            
(5星)	 黄子华最靠谱的荧幕恋情            
(4星)	 黄子华我爱死你啦！！            
(5星)	 黄子华三连弹！！            
(NA)	 http://www.tudou.com/playlist/playindex.do?lid=7859250            
(4星)	 居然还有白彪罗莽哎！久违            
(NA)	 这一部就紧凑多啦。            
(3星)	 虽然我热爱黄子华 但这部戏也没有很好看呀！漏洞多多 情节跳跃 没有张力 好怀念《男亲女爱》时的黄子华。            
(4星)	 黄子华就不用说了，我觉得佘诗曼里面演的很好啊，她真的很适合演这种市井人物，比什么刘三好那种圣母型人物强太多了。            
(5星)	 推荐!            
(4星)	 佘诗曼遇到黄子华，演技也犀利起来~骚华应该是演员医生吧~            
(5星)	 黄子华，为你不睡两天看这部剧~            
(4星)	 好了啦，黄子华真的是很有charisma啦...            
(3星)	 对佘诗曼不感冒            
(4星)	 我很崇拜麦提爽            
(5星)	 很好看            
(5星)	 我爱子华            
(5星)	 前《栋笃神探》太成功了，这一部也是男女搭配工作不累啊，算是一个延续吧。            
(5星)	 很好笑……            
(5星)	 黄子华很帅哦~            
(5星)	 难得近几年可以看的片儿。那个拥抱太动人了，羡慕。黄子华，你依旧这么赞！            
(5星)	 子华当然好野！！而且有一定的商业技巧            
(5星)	 黄子华~谢天华~就喜欢这样的蜀黍~特有味道了~            
(5星)	  就嫁俾麦提爽喇！（讲紧梦话）            
(3星)	 火候只有一半            
(4星)	 商界奇才。。            
(3星)	 剧情很弱啊全靠人撑着了……子华好迷人啊啊真想念当年的小襄儿喂            
(4星)	 一般般，是因为黄子华才看的。            
(4星)	 顺便学滴野啊            
(5星)	 好睇             
(NA)	 晚晚佘诗曼，餐餐扒剩半碗饭，系咪玩观众，结局草率本来好想认同。。            
(4星)	 20（上&amp;下）完结            
(3星)	 好像也没大家说的那么好看嘛……            
(5星)	 好好睇~~            
(3星)	 十幾集之後放棄。            
(4星)	 赞            
(5星)	 就黄子华而言就值得5粒星，阿佘都5错，但对佢每日都着长靴好不满，看得人好闷...一直捻佢当时对脚係未有疤....            
(4星)	 17集的倒霉邻居。。。            
(5星)	 我冲着黄子华给的五星。            
(5星)	 我爱子华啊啊啊~~~~~~            
(3星)	 黄子华的角色太夸张了            
(3星)	 8.13-9.7 挺逗的~李绮红看着都那么老了... | 普通拉~中间一度想弃来着~看不出来黄子华就快50了呢~~            
(5星)	 开始迷上黄子华，我就是爱剧里种种烂gag！例如一个“XX大XX”就可以让我乐一晚....            
(3星)	 虎头蛇尾...            
(4星)	 为马脸女主弃之            
(4星)	 DAYO出品，必属精品。                                
(4星)	 其实剧情是很烂的，黄子华果然是中意under cover的            
(4星)	 有男親女愛的珠玉在前，只好四颗星。            
(5星)	 我就是爱黄子华            
(5星)	 黃子華啊！！！！！！！！！！！！！！！！！！看完一陣失落……            
(5星)	 我是抱着看齐秃踢波一样的心态来看黄子华的剧的，五星配五星级的人            
(NA)	 你是应该得奖的。            
(4星)	 因为贱内长得像黄子华            
(5星)	 老片子，很好看。只是那些喜剧的商业理论太小儿科了。            
(5星)	 好!!!!!!!!!!            
(4星)	 哇不知不覺看完了 黃子華從頭到尾都是那套衣服。。。            
(5星)	 黄子华，这辈子没福气嫁给你5555555555555你千万要是个GAY 不然我心里不舒服！！！！！！            
(3星)	 剧情真系几脑残 就看看子华哥咯            
(1星)	 烂片            
(4星)	 永远那个黄子华。。。            
(3星)	 想做生意了  黄子华迷人            
(NA)	 笑死我了            
(4星)	 只为子华大神，痞痞搞笑，但结局有点仓促……            
(5星)	 中意黄子华。            
(5星)	 黄子华这演员真神奇，横看陈豪侧韩寒啊            
(4星)	 1，看这个剧的都是为了黄子华吧。2，许绍雄的吉少太好玩了。3，满眼的星巴克            
(4星)	 结尾还是一如既往的TVB风格 这么仓促 三星是给黄子华的 一星是给佘诗曼的            
(3星)	 黄子华衣服配的还蛮好            
(4星)	 靜潔在髙中畢業的暑期強力推薦的TVB. 在我的電腦硬盤裏沉睡了一整個大一時光之後 在端午假期被我像芝士蛋糕一樣 意猶未盡的一掃而空.  既睿智又亂來~ 佘詩曼眞的很會演唉~ 我始終無法討厭她 笑得好看的女生昰亙古不變的 死穴.            
(2星)	 看完了，但是忘了内容            
(2星)	 气场不搭            
(4星)	 冲黄子华看的，给佘大妈毁了唉……            
(5星)	 叔，乃真萌，萌死人了~~~            
(4星)	 得闲饮茶啊            
(4星)	 麦提爽这个男人看久了还蛮顺眼的~            
(4星)	 情节一开始还是比较搞笑的，到后面嘛就有点矫情了            
(4星)	 散人推荐的，还是没看完。只看了一小小。            
(4星)	 最后爽的试拍拖真是刺到我了。还有，今年真是黑红格衫烂大街。。。我也要寻一件！            
(4星)	 黄子华加油            
(3星)	 刚开始还好。看到后来好烦。难道香港有钱人的仔女都是智障么？难道传说中的黑武士原来是社工和睦家庭繁荣香港经济？            
(5星)	 好看好看好看            
(4星)	 黄子华是本身演出吧            
(3星)	 不温不火,火力不足            
(NA)	 我的噩梦“麦提爽”            
(4星)	 黄子华很有爱，佘小姐也终于有点讨喜了。            
(4星)	 这个男人吃防腐剂吗居然跟我老爸是同一年出生的人。            
(5星)	 麦提爽这男银也太油菜了吧~栋笃华这次走蛋定路线哈。 加上可爱的三水妹 懒喵喵~ 阿佘只要不演弱女子就很有发挥空间。废纸可以回收利用，感情无法循环再造。这剧的笑点和生意经一样多而不讨嫌。            
(5星)	 好好看哈。。。            
(5星)	 子华万岁~·            
(3星)	 前几集很可看            
(5星)	 喜欢喜欢~~真好玩~~            
(4星)	 好像要这样的bf啊~            
(3星)	 12 15 有几集喺同阿祥.......            
(5星)	 資本主義社會 日日有人問你拿著數            
(3星)	 剧情稀烂，但还算颇搞笑，黄子华气场依然是中意的，而阿佘也算是转型相当成功了。            
(5星)	 我爱黄子华！            
(5星)	 一夜之间睇完佢。。。            
(3星)	 要不是因为黄子华。。。            
(NA)	 最后竟然有点点小感动了.            
(4星)	 虽然我是快进看完的。。。            
(4星)	 最近貌似迷上TVB了。。。            
(4星)	 好搞笑的~            
(4星)	 还不错 ~挺好玩儿的            
(4星)	 子华啊啊~            
(5星)	 我真的喜欢 那种态度。            
(4星)	 黄子华还是很有魅力的            
(3星)	 要不是因为有黄子华 肯定只给2星            
(5星)	 在我无比郁闷的那段岁月里，给我带来了多少欢声笑语呀~~~太搞了，基本从头笑到尾去。。。P。S。头一天看小姐姐的签名换成了白武士然后第二天就在同事的手机里看到了该剧。。。猿粪啊~~~~~~~~            
(NA)	 不知不觉我居然又看完了一部电视剧~            
(3星)	 恩……近期港剧里算好看的            
(5星)	 金句多到晕~~黎天王、古sir都要让路啦            
(5星)	 最爱！！！            
(4星)	 黄生 我喜欢XD            
(4星)	 情节些许夸张，尤其到最后感觉结束的太仓促            
(5星)	 我爱麦提爽            
(4星)	 黄子华❤            
(4星)	 呵呵 学了不少东东。            
(5星)	 粤语好听！想学！            
(4星)	 前段不错            
(NA)	 看了前面几集            
(5星)	 黄子华果然很逗，但佘诗曼好三八            
(5星)	 让我认识了黄子华这位巨匠，其人演技畅如流水，十分惬意。            
(5星)	 黄子华太萌了，完了，我完全只钟意老男人。2009.12.24-2010.1.2，重庆，杭州，深圳，香港            
(5星)	 很不错の港剧！刚看完 哈            
(5星)	 那么完美的男人哪里找哦。            
(4星)	 黄大爷~~~            
(4星)	 很有fu啊            
(5星)	 黃子華~            
(NA)	 对剧情不做评价 只为看黄子华            
(4星)	 虎头蛇尾            
(5星)	 laughing哥的打的火热真是...- -            
(5星)	 才子啊~~~~N久没看这么欢乐的TVB了            
(4星)	 四星半。还不错。            
(5星)	 黄子华拍的片子很不错            
(4星)	 粤语版当外语片看            
(3星)	 蛮搞笑的.黄子华果然厉害.            
(4星)	 每天吃饭看一集，居然看完了。有很多幽默的台词，推荐下～            
(5星)	 还挺好看的             
(5星)	 黄子华~发现他真的很灵~            
(5星)	 难得一部小成本20集的剧也精耕细作，子华好嘢~            
(5星)	 子华跟韩寒长得好像啊哈哈哈~正经学粤语唔~            
(5星)	 不错不错            
(4星)	 喜欢黄子华 没办法            
(4星)	 結局奇怪            
(NA)	 整体还不错，但是有几集很生硬地硬show经营管理名词“蓝海战略”“长尾理论”等~~很恶心....            
(4星)	 中段失控，但首尾和细节俱佳。            
(5星)	 除了子华好搞笑之外,还学到很多经济知识.            
(5星)	 好中意麥提爽``哈哈``            
(5星)	 讚！黃子華難得做翻個英文砰砰聲噶角色。最牛精噶對白：你作爲一個朋友，千古難求；作爲一條水魚，舉世無雙。            
(NA)	 撒子都先 试一哈，好耍。。            
(5星)	 狂顶啦~ 我爱子华            
(4星)	 好治愈！            
(5星)	 每天等翡翠台！！！累！！！            
(4星)	 本来是五星的，由于佘诗曼，还是四星了            
(5星)	 点解你可以几时都咁搞嘢嘎？            
(3星)	 以后要我亲爱的也叫我 喵喵            
(NA)	 早该想到已经看不到了 当年的小郭襄            
(4星)	 典型港剧虎头蛇尾。看在黄子华和一众金句的面子上给四金            
(5星)	 看着平凡，却又很多思想在里面的一个片！            
(2星)	 看完一直忘了改回来            
(4星)	 黄子华的嘴唇好销魂。哈哈哈哈            
(4星)	 恩 还是喜剧好            
(4星)	 因为黄子华，我看了很久没看的港剧~            
(5星)	 搞嘢..            
(NA)	 就系区搞到我呢排出街出少左            
(4星)	 是我第一部追得港剧，感受到追剧的辛苦~不过黄子华真的很魅力~结尾有点意料之中啦~            
(4星)	 本来想给三星，看在有黄子华出场，呃哈哈哈那就四星吧。            
(3星)	 这么狗血的句我也追，真是bs我自己。            
(5星)	 好喜欢阿爽~~好想要活成他那样。。            
(4星)	 因为黄子华的爱情我哭啦，看着他心里面竟然是酸酸的，很心疼，幸好，幸好是幸福结局，表面上漠不关心但实际上把所有的事情都帮对方做好了～            
(4星)	 本来5星..可惜个结局。。            
(NA)	 我就是看看dayo哥哎~~~            
(5星)	 好看！！！！            
(4星)	 开始正视黄子华，又一个发光的中年男人            
(4星)	 悲剧收场            
(4星)	 点都要加粒星卑阿子华            
(4星)	 剧本看似不错~            
(5星)	 2009.8.10            
(5星)	 久违的优秀TVB喜剧            
(3星)	 栋笃笑，子华哥。后半部失力。            
(5星)	 09-9-6 完。结局有点扯...但这不是重点~~~整个剧很好看！真的真的很~~~~~~~~~~~~喜欢子华！绝代无双的子华！真·有型的男人！            
(5星)	 最后一幕从tvb模式跳脱到日剧，也就黄子华才配得起这个待遇吧。冲着一起过了半个暑假，五星。            
(5星)	 黃生~我愛你~~~            
(5星)	 在线观看：http://www.youku.com/playlist_show/id_3655224.html            
(5星)	 fee呀ling woo fee呀ling woo            
(4星)	 很多商业理论和金句，子华还是那样牛b！            
(5星)	 黄子华真赞！            
(5星)	 黄子华系得得地            
(NA)	 沒看完.            
(5星)	 没看出来 他这么聪明啊！！喜欢！            
(5星)	 子华兄在戏中是精华，顶梁柱~            
(4星)	 很吸引            
(5星)	 黄子华诶！！            
(4星)	 黄子华的剧永远有保证。佘诗曼演这样嬉笑怒骂七情上面的小人物比那些完美善良的老好人讨好得多，也更得民心。虽然我依然觉得如果ada做女主角会更好睇            
(2星)	 偶有精彩桥段            
(5星)	 子华出品。。            
(5星)	 太多金句，完全是子華大神救市之作            
(4星)	 黄子华！李绮红！            
(4星)	 黄子华 质量保证            
(4星)	 看完啦~~~~无也看啦~~~~            
(4星)	 子华啊！！~！            
(5星)	 黄子华太灵了。阿佘时装剧太好看了呀。。。            
(4星)	 搞笑片。黄子华跟陈豪一个路数的。            
(3星)	 20090730-20090825 @ office : 黃子華 :)            
(4星)	 子华不用讲，阿佘的表现有dodo二代的感觉了，剧情和那些勉强的商业理论就真是一般了            
(5星)	 佘小姐让我看得顶心顶肺。。。            
(NA)	 追!~子華句句金句啊~李綺紅好耐無見~~只係吾like佘詩曼!~            
(5星)	 根本就是如何做生意的教学片嘛            
(5星)	 最喜欢男猪很欠很欠的天然呆了！！！！            
(4星)	 看得蛮开心            
(NA)	 原来治疗痛经也不错。            
(5星)	 好贱的人啊 怎么会这么贱啊 我就是喜欢看贱人啊 啊啊啊            
(3星)	 没看完。。= =            
(4星)	 电驴嚷起来真是吵死个人。蔡少芬喊N嗓子都是好听的但电驴稍微一大声我就没法看了。。。不过莫探员好靓仔啊555好靓仔啊！！！真是无论什么扮相都靓仔！！！            
(5星)	 绝对是TVB里的五星剧。尊的好庆幸黄子华没有红成林峰欧阳震华一干人等啊啊啊啊啊啊啊啊……            
(NA)	 【2009-08-10】            
(5星)	 特好玩！很浅显的讲些商业的道理，特别有意思！港剧嘛，看看轻松的话这部不错的！            
(4星)	 剧情一般，纯粹看看男主女主谈个搞笑的恋爱            
(4星)	 佘诗曼怎么跟蔡少芬比            
(4星)	 很不错！            
(3星)	 男主看起来太怂了            
(3星)	 黄子华的风格和周星星很像啊。            
(NA)	 立体栋笃笑            
(5星)	 爱死这个男人了            
(NA)	 子华哥带擎姣佘的戏嘛……其实怨不得大家说TBB每况愈下，现在的小生花旦实没那个气魄跟前辈配戏。            
(5星)	None
(4星)	 轻喜剧 不累人。            
(5星)	 都几得意哦~~其实作商人都应该有良知不贪钱噶~~~            
(5星)	 啊爽和三水 真心配            
(NA)	 第十集弃！没明白为毛分数这么高！            
(5星)	 黄子华啊黄子华！！！！！！！！！！！！！我好爱你啊黄子华！！！！！！！！！！！！！！1            
(5星)	 黄子华丑八怪，不过我喜欢            
(4星)	 剧情有些散，但还算曲折，不错的。            
(NA)	 钻石戒子，掏粗来了嘛╮(╯_╰)╭            
(4星)	 佘詩曼頭一遭不讓觀眾俺反感……            
(NA)	 喜欢黄子华~！            
(3星)	 评分高了。            
(1星)	 我不喜欢黄子华，就是不喜欢            
(3星)	 还好。            
(4星)	 黃子華好神經 佘詩曼好潑辣 簡直就是一對嘛 輕鬆愉悅薯片劇            
(5星)	 黄子华~~~!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!~~~            
(4星)	 有点好笑            
(5星)	 想嫁你啊！！！极度的！！！            
(3星)	 两个人一起看完的唯一电视剧            
(5星)	 买你帐啦黄子华~~~~=3=            
(5星)	 整体性确实稍差，还是和蔡少芬的合作更默契啊            
(4星)	 黄子华~            
(5星)	 还蛮不错的，佘诗曼就该演这样的角色~！很好            
(4星)	 黄子华是标准的不能靠脸吃饭的演员，但在这部戏中就是有办法让人又爱又恨。佘诗曼果然更适合中泼辣直率的角色。这对冤家活宝，很有爱。            
(4星)	 华子黄又出现鸟~~            
(4星)	 啊啊啊 黃子華真的是太帥了 啊啊啊            
(5星)	 每集都会以为自己在看栋笃笑。。。黄子华还真是几乎一套衣服穿到尾吖。。。三水妹真可爱～            
(5星)	 我爱黄日华。            
(5星)	 心水            
(4星)	 黄子华超搞            
(4星)	 能遇到黄子华这么个男人真是死而无憾wa！~~            
(3星)	 近期重温TVB            
(3星)	 典型港剧，看太多了。估计正编剧忙完前面几集就收工了吧 —— 我看了前面几集，之后果断放弃。            
(NA)	 得唔到，甩唔掉~            
(4星)	 一个角色点可以有型成噤            
(5星)	 看完心里有些纠结，其实纠结个屁啊？这个世界上是不会有麦提爽这样一个人的，比他惨的人多得是，但是比他阔达的惨人寥寥无几。            
(4星)	 看完时间：20100121.看第一集就想看下去的电视。还是喜欢很q的阿佘~结局很搞笑~~~~算是很不错的电视剧，4星半。黄子华年过半百依旧青春逼人！            
(3星)	 老佘你真不适合楚楚可怜的柔弱女！            
(4星)	 黄子华一如既往地搞笑，搞笑中又讽刺了现实，讲明了道理，喜欢这种风格~~            
(4星)	 老喜欢黄子华了            
(4星)	 大爱黄子华！！！！！说不上为啥  不喜欢李绮红在里面角色 国语配音很怪·····倒是佘诗曼给了大家惊喜  让人讨厌不起来·····            
(5星)	 DAYO全五星!!!连一向讨厌的佘诗曼也变得可以入眼了,真系MARVELLOUS!            
(5星)	 就是喜欢黄子华            
(4星)	 挺欢乐的            
(4星)	 黄子华太是我的菜了            
(5星)	 几乎是用快进看完的，不是太喜欢这对组合但是很喜欢树洞那一段呢~还有黄生说英文很好听，为此给多一颗星XDDDD            
(5星)	 最理想的工作莫过于麦提爽这样的无业。黄子华真是喜欢演麦提爽这类男人，但是一谈感情就变成了栋笃笑，角色身上一部分是他自己一部分是他想成为的人。当喜剧看的话没有《栋笃神探》那么纯粹轻松，可依然港味十足。            
(5星)	 有黄子华就好睇！            
(3星)	 黄子华的片也是以絮絮叨叨的台词见长。。            
(5星)	 结局太有爱了啊哈哈！对子华兄爱屋及乌得觉得阿佘都变靓女了 - -            
(NA)	 吹神农夫通通mention~            
(3星)	 对黄子华不来电 我的佘佘~mua            
(4星)	 这个倒是十分不错            
(4星)	 黄子华，黄子华，黄子华。            
(NA)	 看过这部片，我喜欢上了黄子华            
(4星)	 有点意思            
(NA)	 这里面的佘诗曼还行不那么苦了~            
(5星)	 从此爱上黄子华            
(5星)	 这个还不错            
(5星)	 黄子华你你你你            
(4星)	 佘诗曼减一分，甜美娇俏小女人完败。            
(4星)	 佘大妈我差点受不了乃了 =。= 其实不是很好看 我还是更喜欢莫小栋 两天追完我也真给力             
(4星)	 陪老妈看的，发现老妈不喜欢，自己却很喜欢，哈哈            
(4星)	 黄子华的演技赞到让人忽略了他的长相。。。好吧，我真的不是黑！            
(4星)	 今年唯一值得看到底的港剧喜欢黄子华也比较喜欢大大咧咧的佘诗曼            
(5星)	 扑倒子华叔~            
(3星)	 有点烂尾，但是看过能学点东西            
(4星)	 忽略佘诗曼            
(4星)	 黄子华。            
(3星)	 佘诗曼在这里怎么那么丑啊            
(4星)	 这个。。。小长知识 哈哈哈            
(5星)	 喜欢黄子华            
(3星)	 好久没看过港剧了，听佘诗曼学粤语不错            
(4星)	 渐渐爱上。。。            
(5星)	 我爱黄子华            
(4星)	 木有栋笃神探好看呀~~~为什么黄子华的台词都像在栋笃笑表演            
(4星)	 哇哈哈，三水妹            
(4星)	 阿佘太可爱，子华太有爱，正！            
(3星)	 剧情跳跃很大            
(4星)	 子华哥出口必属佳品            
(4星)	 黄子华很强~~            
(5星)	 黄生 黄生。。有你就好。气场啊            
(5星)	 黄子华很有魅力  佘诗曼在这里面还挺可爱的            
(4星)	 不喜欢子华蜀黍！！            
(NA)	 集集有金句 正 !!!            
(5星)	 回头细细回味爽哥的台词，在回味的过程中被一次次迅速秒杀。11.10夜晚--迅速看完了这20集，超级超级超级过瘾，甚至想马上再看一遍！！我是不是被黄子华鬼迷心窍了！？            
(4星)	 有些好是蛮好笑滴            
(3星)	 黄子华,自成一派,终究敌不过岁月,到底是老了.            
(3星)	 太有才的人果然有阴影，嘻嘻。佘诗曼里面演得还可以咯，至少不算花瓶。绮红咋成这样了。。。。哎~~~还记得她当年很美啊            
(5星)	 黄子华真是宝刀未老～            
(NA)	 容易嘛我总算看完了~~~哪些台词哪些桥是dayo度出来的基本都能猜出来 到底还是场个人秀 至于故事 瞎编一气！            
(4星)	 黄子华 心心眼            
(4星)	 大爱黄生！！全剧的看点只在你啊！！            
(4星)	 佘诗曼还是更适合这种，大爱黄子华            
(3星)	 看不下去……阿爽是好男人，但也好的太心酸，搞不清为什么她阿母一下成了伟人，搞外遇重婚抛夫弃子还成了为人着想忍辱负重的好妈咪，编剧人伦道德观真博爱。追黄子华也追不来烂剧本            
(5星)	 前面十几集很好看，后面纯粹凑字数了，有些可惜，不过总的来说还算很好看的港剧            
(4星)	 子华哥啊，好犀利啊·~~            
(3星)	 You&#39;re Hired            
(4星)	 可以学到不少东西黄子华不错            
(4星)	 佘诗曼为数不多的讨喜角色            
(2星)	 后来我就快进了            
(4星)	 我依然不喜欢佘诗曼不喜欢不喜欢不喜欢            
(5星)	 上学期期末看的，好好看！            
(3星)	 阿呆拜寿里怎么没发现黄子华这么有才啊            
(3星)	 觉得企业医生和You are hired剧名比较贴切            
(4星)	 看喜剧还能学管理理论            
(5星)	 學到很多呢. 灰常喜歡. 看了半年看完了. 2010.6.30 Hawthorne+Oaks            
(NA)	 换个女主吧            
(5星)	 到底爽著既风衣系咩料咧？            
(4星)	 好笑~~            
(3星)	 至20.5.李绮红很杯具            
(4星)	 完全就是靠子华哥的演技在撑的一部戏            
(3星)	 哈哈好喜欢这两个宝气~ 让人想起了《无名天使3D》里的姚丽花和《栋笃神探》里的莫作栋~            
(4星)	 黄子华挺可爱的~            
(NA)	 大概看了，不喜欢佘，喜欢黄子华，哈哈。            
(5星)	 黄子华！！黄子华！！其实阿佘都不是那么讨厌。            
(5星)	 子华就系好野！            
(5星)	 黄子华~整个剧情很出彩~            
(3星)	 难得看部港剧，虽然后面太狗血没看完=3=            
(3星)	 没觉得有多好，能看吧。阿佘演得很好啊。            
(NA)	 麦提爽的TEE--undercover 08秋冬TEE....绝版了-            
(3星)	 试交往=买股票，哈哈            
(3星)	 前面还觉得精彩，后面弱了。            
(NA)	 没看完  黄子华啊            
(3星)	 黄子华太难看了··            
(NA)	 黄子华的戏，绝对不会放过滴~~~            
(4星)	 其实。。佘诗曼也没那么讨厌啦。。            
(5星)	 非常讨厌佘诗曼的我,居然很着迷地看完了全剧,佘演得不错,非常搞笑            
(4星)	 黄子华五颗星，剧情三颗星。            
(3星)	 在厦门打酱油            
(3星)	 不是很喜欢ss            
(NA)	 阿佘较适合这部戏里的角色，宫心计？算了吧！            
(3星)	 有点无聊            
(NA)	 有机会一定要去看黄子华的港版“相声”~            
(5星)	 所有的星星都是给黄子华            
(5星)	 开头太精彩了,佘演的这个人物还是挺讨人喜欢的,中间有不少商界知识,后面情节有点烂,总而言之这片不错.            
(4星)	 好剧！从头到尾都看得很开心~黄子华就不用说了 连佘诗曼都难得的十分可爱~            
(2星)	 没意思。            
(3星)	 黄子华还是不错的~            
(4星)	 有虎头蛇尾之嫌。            
