http://movie.douban.com/subject/4236836/	团圆
(2星)	这是创世纪的反转剧吧……大表哥在那一群sb亲戚里是那么的耀眼和神武，富贵妹都是那样的善良和英明，只可惜，男一和女一居然不是cp，私以为这次编剧想突破一下，不过我觉得这是一种脑门被夹过的表现。吴卓羲真的越来越没有存在感了，难怪有人说他在TVB混啊混啊，终于从男一混成了各种男二！
(4星)	我一直对郭晋安的评价都很好，感觉他内在的正气非常强，对他永远都有一种特别持久的感情，不浓不淡。永远都不热烈，但就是他的任何片都支持。以前喜欢过的明星我都已经不在喜欢。而他是唯一让我感觉到持之以恒的精神。
(5星)	我给五星 如果你认真看你会发现郭靖安真的是影帝！！！
(3星)	郭晋安真帅
(3星)	我实在想不起来 到底说了什么了~
(3星)	看过几个月 剧情都忘记了 囧。。。徐子珊在里面很漂亮
(NA)	郭晋安演得挺不错，开头很讨厌他到最后觉得他演的真让人喜欢~~徐子珊演的也不错哟特别是后面完全hold住了...剧情后面是高潮前面很拖沓不喜欢...吴卓羲嘛本来对他挺喜欢的到后来觉得这男的真特么靠不住啊...总之最伟大的还是TVB的编剧啊后面的高潮戏我完全是笑着看完的太有感了~~~
(4星)	很喜欢这类提材的港剧,百看不厌.这部剧也叫我越来越喜欢安仔了.
(4星)	为什么大家的评论那么差呢。我觉得剧情很好，峰回路转的情节使人眼前一亮。唯一的缺点就是开头安排得不太妥当，令人误以为是无聊的家族剧，其实越看到后来越有感觉。郭晋安演得真好。喜欢！
(3星)	一晚上跳着看完。郭晋安是亮点。
(3星)	一个晚上就看完了 还行 .在里头徐子珊没有那么的讨厌也.不错
(NA)	其实还凑合就是太多吼叫...太多无脑...
(3星)	家好月圆的影子啊
(3星)	郭少爷演得最好了= =耶耶耶~~~
(4星)	结局高超转折处有点突兀。。。但是还是很好看！
(2星)	乱伦合家欢，脑残一家人
(3星)	虽然我觉得郭晋安的角色挺有意思的，但故事太过predictable，其他人的演出也实在不行，撑了十集还是看不下去了。最后一星是给郭晋安的。
(3星)	连阿旺都惊艳到我了 我这是饥渴么
(NA)	还好吧  我觉得是一般
(3星)	人物性格太傻
(3星)	感觉现在郭晋安和陈锦鸿常常扮演的角色和以前换了个位置，以前郭晋安常常演老好人老实人，陈锦鸿才是演那些精明玩心计的狠角色的
(4星)	信任~
(5星)	精彩 !
(3星)	一看名字就知道大结局是多么圆满了。30集的剧情，只有最后三集涉及了邪恶势力出现，邪恶势力被消灭的关键剧情。前边都是在扯。
(NA)	咦，怎么没做记号
(2星)	看了一集就弃了
(3星)	翁以进的角色很不错。至于剧情发面，略微弱了点，有点八点档……
(3星)	前面都还OK。最后看不下去了，直接看了个结局。。。好吧，我不适合看电视剧。
(2星)	最讨厌暧昧不清，还有个脑残编剧
(3星)	多么心水大哥啊
(3星)	仅能称做还行，剧情有点拖沓兼老套，吴卓羲十年如一日的演技和表情真是让人腻烦。
(2星)	郭晋安念台词，有时候语调把握不好，削弱了感染力
(NA)	这个电视剧能让剧中几乎所有角色都招人讨厌，也算是难得了。。
(2星)	真的受不了这种家族戏了
(4星)	其实之前真的不咋好看 到后面点才开始不错的~郭晋安的演技真的好好哦！！！陈锦鸿演的就是一个无脑＋暴躁狂！
(3星)	从卖鲍鱼到卖月饼现在是卖面，狗血家族系列剧必须得依托一种传统食品，希望下次看到开跌打馆的、开海味店的、天桥下打小人的一家人之喜怒哀乐爱恨情仇。
(1星)	太墨迹了，剧情无聊，看几集果断看最后一集，放弃！
(NA)	要为一个家打算还真是不易。老大还真的不好当……
(3星)	翁以进有个风流的老爸，没脑子的弟弟，以及一群爱吵架的极品亲戚，真是有够杯具的。整部剧也就他是个正常人。另外，以前一直以为郭晋安只会演阿旺，想不到这部剧太从头带到尾，演技精湛，可圈可点！！！
(2星)	挺没劲的，都在自家亲戚里搞，哎
(5星)	只有TVB的贱人才会让人那么的生气，TVB往往越到最后越精彩，杀人什么的都来了！此片要是没有吴卓羲会更完美，郭晋安好有腔调呀，一直希望会和富贵妹一起！ZITA是个什么玩意儿呀！大满贯为什么不喝招积仔一起呢，难道他还不如冒牌DD来的大？
(NA)	看了一集之后觉得这个关于卖面的家族纷争有些奇怪，一直都没解释清楚两家人到底是什么矛盾。。对陈锦鸿和徐子珊也木有感啊。
(5星)	陳錦鴻老了
(NA)	极其喜欢郭晋安，极其厌恶徐子珊
(NA)	 郭晋安 里面演得好好
(3星)	头都看晕了 终于看完了
(3星)	大表哥演得真心好。
(3星)	中规中矩
(4星)	老郭越来越厉害了
(4星)	第十集以后才变得精彩，前面十集很吵，就是两家人闹个不停。
(3星)	这剧并不难看，可是大部分的人物性格都强烈的有问题啊！要不是以进的气场太强大，我估计没几集我就果断弃掉它了！我能说非常不喜欢吴卓羲吗？那么多年演的都是同种角色，演技也没啥进步，冏。然后吐槽下结局，两个这样被坑的女人就如此投降了，噗嗤，太便宜两傻男了。ps,以进太腔调，zita很有爱！
(4星)	
(3星)	有夠狗血
(2星)	tvb，这种狗血的剧还是少拍点吧
(3星)	还是觉得徐子珊扮坏女人好D
(NA)	就是看看郭晋安
(3星)	無聊！
(5星)	喜歡郭晉安演的大表哥、鐘意啊。
(NA)	郭晋安的演技原来越赞了 
(3星)	郭晋安太帅了不咯~
(3星)	还行把~
(5星)	很好看很温馨的港剧。本以为会和《溏心风暴》差不多，可看着看着发现，内在的含义是不一样的。RON和子珊的演技在一点点进步，郭晋安一直都很棒，不愧是视帝。剧情也非常的吸引人。
(3星)	看TVB的电视剧再差也没有过恶心的感觉，这一部做到了~徐子珊越发地恶心，陈锦鸿充分地展示了缺点掩盖了优点，吴卓羲大概无药可救了。
(4星)	郭晋安真的是个实力派演员 他真人没有多重性格 我不信了 不错不错 又一家族事业争斗
(3星)	结局过分的团圆
(NA)	两家亲人的恩怨化解，结果很团园。
(3星)	TVB剧集还是只能拍20集了，30集明显拖沓了，还有，人物的转变完全是根据剧情需要，态度前后矛盾~~~~
(1星)	这部剧是有多不吸引我！
(2星)	坑爹
(NA)	吴卓羲的发型好雷，剧情好烂，林文龙和陈锦华不能放在一起的。。。
(2星)	3集放弃- -
(3星)	粗略看了几集 啊 为毛今年的港剧连着好几部都有徐子珊啊 要不要出现频率这么高啊 又帮吴配对。。。要不要这么恶心我啊 啊啊啊啊 果断看个开头看个结尾 然后弃剧！！
(3星)	看到20集后实在看不下去直接拉到最后一集。好吧，我承认我很俗气地喜欢大团圆结局，中间勾心斗角明争暗夺不是我的菜，每次这种场面都是小心翼翼不忍看下去又熬不住偷窥两眼。先知道大团圆就不同了，哪怕无聊时翻中间那些没看的内容再看，小心翼翼就会变得坦坦然，哼，你个坏人不会得逞的！
(4星)	人在做，天在看。
(3星)	拖沓的家庭伦理勾心斗角- -但是郭晋安叫人好心水
(4星)	郭晋安真好看。。。羞涩。。。
(4星)	剧情不错，结局差了点
(4星)	眼看的不一定是真实 用个心慢慢去感受
(3星)	觉得郭晋安寡无辜
(3星)	郭晋安的个人演技秀么？……
(3星)	郭晋安太赞了~大丰收啊以行啊都是无脑儿还是怎么样 吴卓羲为嘛总是演这些无脑冲动的角色~
(5星)	我看完了么？不记得了，天最近看太多部戏了。。。
(3星)	吵死了 弃了
(4星)	 吴卓羲很有型  郭晋安又是一实力派的 说实话 前10集是在浪费时间，亮点在后面10集 前10集是两颗星，后10集就是五颗星，越混乱越好看
(3星)	我是为郭晋安而来
(NA)	with 室友
(4星)	很喜欢徐子珊和郭晋安的2个角色，既然叫团圆，最后当然是大团圆收场啦~
(4星)	巧合太多了。。。
(4星)	富贵妹很令人着迷，这个女人有主见脾气很好，剧情这个是无线的风格，就是一直很温馨四分之三片段处有个捏把汗的高潮，结尾大团圆。还是挺不错的
(2星)	这真是难得一见的tvb烂剧！浪费了郭晋安啊简直！！！陈锦鸿大叔你真是香港咆哮帝！！！独霸一方啊！！！30集的剧，前20集都是白开水，后10集突然给你麻辣火锅谁受得了啊！！！！我实在是。。。。。。没地儿咆哮了来这儿吼一嗓子。。。。。
(4星)	太喜欢郭晋安在里面有血有肉现实理性的角色了，大爱啊！和他的白痴弟弟真是鲜明对比。后面几集看的真心纠结啊…
(3星)	亲情真的很重要~觉得万永昌说得很对 一家人能开开心心的坐下来吃饭就是幸福~~
(4星)	其实我觉得不错，比家好月圆好多了。演员是我喜欢的，好吧我承认我十分喜欢被大家不待见的徐子珊。
(4星)	演员绝配 聪明脸 愚蠢脸 小三脸 花心脸 老实脸 奸诈脸 好人脸 
(5星)	家和万事兴
(3星)	还是那句话，为什么要同一群SB团圆？苦逼的大表哥TAT~
(4星)	小三不是个东西...
(3星)	看见陈锦鸿就想拿八五砖拍死他！！！
(3星)	不知道怎么，有点像家好月圆呢。
(2星)	6集弃..陈锦鸿烦不烦呐
(3星)	我喜欢大表哥啊
(2星)	终于看完了，不好看呀～对陈锦鸿依旧无好感～郭晋安不错！
(3星)	三星都给郭晋安，从头到尾都看不出翁以进这角色为什么被杯葛，分明就是个成熟理智的人。反倒是其他几个角色的智商不知道怎么长的。罗仲谦为什么会在这样的剧里面打酱油？贵为HK影坛新人，跟TVB签约至少应该做个三四五号吧？此剧最大的亮点该是梁靖琪，大满贯这角色还算有血有肉，Toby今年演技进步不少
(4星)	陈锦鸿 荣升 小咆哮帝!!!
(3星)	溏心风暴家好月圆之2011粉面版。勾得我狂想吃面呀。
(4星)	最后一部分好紧张啊，他们都误会已进。。。不喜欢陈锦鸿
(3星)	除了以进之外其他就是脑残啊。。。
(3星)	郭晋安的角色真是....吴卓羲演得怎么总是头脑简单四肢发达的呢
(4星)	用心爱最重要的人。 
(3星)	很烂的家族剧。但是郭晋安真不错。
(4星)	虽然有意模仿&lt;溏心风暴&gt;系列~但是它也有自己的特色，就是特别吵，特别傻，好吧，我最爱以进~~~其它都是神经病(里面的角色，不是演员)~
(NA)	重头戏在后面，可以看第一集。然后直接跳到20集
(NA)	唉，对剧情审美疲劳了。
(3星)	为嘛结局都那么匆忙...
(4星)	TVB虽然是一个模式，但是依然忍不住看
(1星)	一群NC！！！演技之烂，角色塑造得之SB……  可怜了我喜欢的阿旺吖~~~
(1星)	一看到陈锦鸿演的电视剧我就要抓狂！！！！！！！！
(4星)	吴卓羲国语配音竟然不是学警系列的配音 好吧 那就只好粤语版了 
(1星)	无聊透顶!!!
(4星)	开头：吵个不停  中间：傻子与智者的争斗 结尾：傻子终醒悟，大团圆结局
(2星)	万家丰你想当咆哮哥啊！！！每次说话都那么大声
(3星)	我現在好害怕看到陳錦鴻啊啊啊啊啊啊啊啊！！！！
(NA)	全家只有郭晋安和周聪是正常人么！！！吴卓羲乃敢不敢不要再演这些个冲动无脑的2B角色啊！！！郭少芸你完全不潮啊我看个坟！！！
(5星)	越来越喜欢郭晋安了 演技真棒~
(5星)	有关做面啊做饼啊之类的家族斗争题材是我最爱看的！里面的吴卓羲和咆哮帝好蠢，别人说一句信一句，特无趣~哦还有，里面出现了个zita。。为什么叫一样的名纸，气质会差这么多呢啊。。
(4星)	大丰收最2了
(4星)	有点像棒子的反转剧，最后一集会不会翻转的太快了。。。反派真是可悲啊，编剧想要你死你不得不死，不过爽了29集，最后一集才死，很厚道了已经。
(3星)	还行吧，不是很吸引人的说，和一般的“家庭纠纷“一样
(4星)	最后的一段看生气了，，太纠结了。。。挺好看的，不过离家好月圆还差挺远的啊。。。
(3星)	是越来越好看的片子，特别是郭晋安，演的轻松自然，不留痕迹。只是结局太可笑，仓促，强硬的大团圆.ps：不懂富贵妹喜欢以行在哪里，以进好太多。
(4星)	喜欢郭晋安。本来还蛮喜欢吴卓义，这次感觉他一点吸引力也没有。本来看到陈锦鸿就不想看了，8过慢慢发现他的确很适合大丰收这个角色。土……
(2星)	看了开头，看了大结局就知道怎么了。你妹啊，这么无聊
(3星)	羲少演的角色真是傻啊，吸了粉之后更是。。。
(3星)	这是郭晋安和一班sb对付王洪的电视剧
(NA)	还不错哎。。。
(3星)	&gt;&gt; 折腾的一家子，看了个开头和结尾。
(3星)	整部片子的前部分比较平淡，后部分还行。
(3星)	安仔得个，我对阿ron彻底绝望，十年了，演技一点进步都冇，你还能吃几年青春饭？
(3星)	陈和吴都残了，男蒋也要有气质
(2星)	一集弃
(4星)	很港味啊~~挺好看的，总之坏人有坏报，好人大团圆~~
(2星)	乌苏~黐线~
(4星)	从这里开始喜欢郭晋安啦 ~ 吖、还有招积仔，怎么突然这么好看
(3星)	陈锦鸿，新一代咆哮帝！
(NA)	那么多的傻逼都是为了衬托郭晋安是哇
(4星)	只有郭晋安是主角吧！其他的就是飘过打酱油？
(3星)	前面可以缩减点
(4星)	看到后面越来越喜欢郭晋安饰演的这个角色了，老郭演技越来越好，炉火纯青啊~~
(4星)	个人觉得比 真相 好看
(3星)	好乱，各种错综复杂的感情，RON 徐子珊 陈锦鸿 梁靖琪 都实在看不下去了，郭靖安还好点，ZITA不错。。。
(2星)	偶很佩服编剧。。。能编那么多，那么狗血。。。我就一直快进快进，等坏人被揭发那刻。
(NA)	全是打酱油的艹
(3星)	整剧唯一从头到尾的正角也就是翁以进 这是《与敌同行》之后安郭叔叔又一深入角色 郭政鸿还是演奸角适合 陈锦鸿是TVB最恶心的男演员 没有之一
(4星)	TVB最擅长的家族戏，有纰漏，有不完整，剧情也算不上精良，阵容也确实不那么豪华。不过几位老戏骨的功力还是让我看完了这部剧，并给予四星的高分。
(3星)	坏人太坏，好人太好，傻人太傻！
(4星)	  虽然制作小了点，但是再次看到tvb这样温暖又励志的家族剧，还是很开心，陈锦鸿和安仔有合作了，让人仿佛又看到多年前的《创世纪》，只不过角色有小小对调，还有铭sir、聪叔这些老戏骨，啊，美好的tvb的时代好像又回来了
(3星)	能不能让我忽略掉吴卓羲和陈锦鸿,二到极点的人,
(3星)	喜欢郭晋安。。觉得吴卓羲咋变丑了喃？！！
(4星)	毋庸置疑，郭晋安在我心目中的形象因此剧而空前高大，以进是里面以一只手都用不上就能数完的真男人中的佼佼者，更是一群无头主演中的神经中枢；羲羲你被大表哥完爆了，三表哥以来一点长进都没有；锦鸿，你还记得创世纪的许文彪吗？
(NA)	就觉得那个大丰收好吵··不过越来越喜欢郭晋安了·~徐子珊在这部戏的形象不好看··没有《洪武》里的造型好看
(3星)	超级烂的剧情，想模仿溏心风暴的失败品，除了郭晋安的演技之外，一无是处！！而且最讨厌的是陈锦鸿每集出来咆哮一番，真受够了。。
(3星)	每次以为要团圆的时候又有新的不和谐因素出现，然后去修补再去继续团圆！！太狗血了！
