http://movie.douban.com/subject/3142715/	射雕英雄传
(4星)	 给四星半吧。喜欢这个版本的郭靖、杨康、黄药师、欧阳锋、洪七公、穆念慈            
(4星)	 这部的欧阳克实在是太帅了            
(5星)	 我爱李解            
(5星)	 林依晨把黄蓉演绎得俊俏聪明，善良大气            
(5星)	 偶像版的新射雕！            
(5星)	 杨康比较精彩            
(5星)	 这是我看过最好的版本了 有演技的人拍出来的东西就是不一样【详情可见新还珠新水浒新三国新射雕新倚天屠龙新XXX】和这部根本不是一个层次上的            
(4星)	 胡歌怎么还是那么深情呢~            
(4星)	 比大胡子版的好看多了，郭黄选角又是他俩，看着就没劲，杨康倒是很亮            
(4星)	 独爱此版杨康，真真锦衣玉袍富贵风流            
(4星)	 林依晨美飞了，比翁美玲漂亮十几个档次。四颗星都给她。            
(5星)	 8.5 感觉胡歌演得刚刚好，傻傻的却还没到令人讨厌的程度。郭靖这人物本来就不很讨喜吧。最大的意外惊喜是林依晨。黄药师 洪七公 冯衡也喜欢。杨康那条线太多了，不喜欢             
(5星)	 好喜欢依晨和胡歌的组合~            
(3星)	 除了主角就留不下别人的印象。。            
(4星)	 比我想的要好N多倍            
(3星)	 我觉得林依晨演的挺好.还有演穆念慈那个.其他的都不行.            
(NA)	 比张纪中版入我眼。            
(5星)	 完全的篡改……很值得一看~~            
(3星)	 最近看了两集            
(3星)	 比想象得好，也比想象的雷            
(4星)	 比想象中好多了。果然远离张纪中是一条武侠片的活路啊。            
(NA)	 台词真雷            
(NA)	 又是大陆版的，期待～            
(5星)	 很不错，有超越以前的版本~            
(4星)	 超出期望值，林依晨的黄蓉绝对是惊喜，小姑娘少了三分邪，却更萌更搞怪，和阿翁比起来是各有千秋，可惜编剧水准太差，台词也烂，杨康和欧阳克算是大逆转了，郭靖却经常装傻装到有些做作，最大老鼠屎是谢娜的华筝，最讨厌角色是穆念慈。完颜洪烈令人印象深刻，耀眼程度远超杨康和郭靖两大男主角。            
(3星)	 帅哥 （¯﹃¯）            
(3星)	 杨康挫的            
(5星)	 我故意看的第一部武侠片。            
(3星)	 尽管，我看的是康慈剪辑版；尽管，我大部分时间都在听；尽管，我对郭大侠怀有森森的敬重之情……可是我还是被在康慈剪辑版中间的那坨灰常另类，灰常婆妈，灰常JP的郭靖震震震震震晕了……话说，完颜洪烈杨康杨过明明才是一家啊，有杨铁心神马事情？老袁不错，诗诗显弱，尤其是我接着看完嘉仪的时候。            
(3星)	 這版太善了            
(3星)	 比张纪中版强= =            
(4星)	 已经很难得了            
(3星)	 林依晨啊，我看的只是你嘛            
(NA)	 补遗               
(3星)	 这改的可多了去了。            
(5星)	 金庸小说中拍的最好的一部拉！虽有改编但完全合理，期待创作人员再接再励再拍金庸剧            
(NA)	 比几个老版本更人情味更人性化一点，摄影和布景也很有古典美            
(4星)	 虽然最喜欢的还是张智霖和朱茵那版，但是这里面的感觉还不错，恩。            
(NA)	 喜欢那首 我只能爱你            
(4星)	 虽然有点过分言情，总体还是不错的……武侠电视剧总算还有点希望            
(3星)	 胡歌可以演杨过演令狐冲 就是不能演郭靖啊            
(3星)	 披着武侠外衣的偶像剧。            
(4星)	 林依晨。呃。还是可以看看的。            
(4星)	 补充了83版感情戏的不足            
(4星)	 靖康CP片            
(3星)	 3            
(NA)	 我觉得这个还挺可以，关键是胡歌演戏真行；林依晨蛮普通            
(4星)	 还是喜欢94版 哈哈哈哈哈哈哈哈哈哈哈哈            
(4星)	 蓉兒只愛靖哥哥。五星給所有演員和原著，減一星因為編劇。歐陽克和東邪西毒演技很好。            
(3星)	 杨康形象满分！！！！！！可惜后面有点精分！！！！！泥马原来胡歌也很萌！！！！瑛姑冯蘅西毒嫂都好美！！！！黄药师好销魂！！！“我不和丑人过招”！！！！噗！！！！！！！            
(3星)	 林依晨虽然长得没有黄蓉的灵巧样 但演技足以弥补            
(4星)	 好吧，改编的挺多的，不过改编的我还蛮喜欢的，里面的人都苦逼的无以复加            
(3星)	 这个蓉儿还是挺可爱的。            
(3星)	 我有一个喜欢大S的表妹，一个喜欢林依晨的表姐，你们会嫌弃我吗？            
(3星)	 我挺喜欢穆念慈这个妹子的            
(4星)	 摄影服装一干幕后都很好啊            
(NA)	 公然CP靖康            
(4星)	 我对所有版本射雕都毫无抵抗力。。            
(4星)	 08年的片了怎么电脑动画还能做的这么烂的。。。胡歌帅的            
(2星)	 S片一部            
(NA)	 我最后居然给看哭了。。。            
(3星)	 我想我永远都是爱胡歌的=V=            
(4星)	 四星完全冲着主演去的，这版拍的如何不说，单就演员来说，深得作为外貌协会会长的偶滴色心            
(3星)	 大部分角色个性都很饱满，郭靖小不流畅，黄蓉很灵动鲜活，杨康欧阳克实在不可恨，梅超风很可怜，黄药师超帅！六怪招人烦台词有些太白话了太现代了，小雷。服饰一类的都很不错，觉得比之前的版本有优出的地方。            
(4星)	 小克克TT杨康你去死啊啊啊还我的小克克            
(2星)	 我以为是一个现实中的黄老邪演绎了一个传说中的黄老邪，结果…………唯一安慰是史上最帅郭靖，就当看帅锅了            
(4星)	 还不错嘛            
(3星)	 就是比张纪中靠谱，会抓住时代口味，但和原著有不符合。            
(2星)	 烂，但没有烂透，有些地方还能看。            
(NA)	 宾馆的一天            
(5星)	 胡歌还是一如既往的帅啊。看了射雕我连九阴真经都会背了=v=            
(3星)	 看过几眼 比央视版的强 改动微多            
(4星)	 我就是看这个看得废寝忘食的。。            
(4星)	 在家看电视，重庆卫视。其实还可以了。            
(NA)	 我要坚持看完所有版本射雕英雄传,出几版看几版.- -!!!            
(NA)	 囧。。。。。。当广播剧听的时候发现杨康的配音是李逍遥。。。。。            
(NA)	 汗            
(3星)	 中国大陆            
(NA)	 匪夷所思            
(NA)	 实在看不下去            
(4星)	 林MM演出了机灵古怪,可是我2老公就太傻了太呆了点...此外,这部片子怎么演绎地那么像伦理教育片啊.唉~            
(3星)	 略看 人物还凑活 但节奏太拖沓            
(3星)	 看不下去了，杨康太多。。。            
(3星)	 变成了偶像剧。08年暑假。            
(5星)	 我觉得很经典的             
(4星)	 被改编了喔,有点晕...设计得完颜洪烈很好!!杨康也没有本来那么差,虽然也不好...但是演员很喜欢还有欧阳克也不错喔...总体还可以拉,据说言情部分有点多,我觉得还挺适宜的!            
(5星)	 很不错。            
(3星)	 我主要是来看完颜康的            
(3星)	 新版射雕还算入眼吧 除了台词雷点，称呼怪点，特技糙点，情节乱点，节奏慢点，就没什么硬伤了。            
(2星)	 剧情拖沓 不喜欢            
(NA)	 我居然看了。。。囧            
(3星)	 各方面都挺不错的。            
(1星)	 选剧要谨慎.真的是一點也不好看..苗乔韦的杨康深植在我心里面了丫            
(5星)	 吖~~我就是觉得好看~~~            
(2星)	 不是很雷,只是編劇很該死！！            
(3星)	 东邪北丐的演员选得不错的             
(4星)	 为杨康翻案。。。            
(3星)	 再见林依晨            
(5星)	 哈哈，今天看11的片子，居然发现新射雕出来了！吼吼~开工喽！            
(4星)	 此版欧阳克大加分啊嘤嘤嘤嘤嘤嘤~~~~            
(4星)	 改编得，一切人物都可爱了，尤其是完颜洪烈和欧阳克……            
(4星)	 袁弘的杨康是惊喜。            
(4星)	 唐人剧还不错~            
(5星)	 剧的话只值三颗星。但是看这部剧爱上我锅的！杨康太销魂了~也是看这剧爱上我诗宝的，真好看。。。。            
(3星)	 穆念慈剪辑版-w- 一切为了吃吃姑娘…只看过03版的，剧情基本不记得            
(NA)	 终于看完了 ………… 腰快断了 …………            
(2星)	 原创故事之天然迟钝渣攻靖哥哥和傲娇精分渣受康弟的爱与仇- -TR的编剧为何永远如此之烂，且如此之腐……好吧，看人而已，人是好看的。好时光已经过去了，默。            
(3星)	 这片真的能看么。亲。            
(4星)	 袁弘+李解   林依晨的黄蓉越看越不爽 一开始就是奔着他看的 现在直起鸡皮疙瘩            
(3星)	 穆念慈刘诗诗            
(NA)	 欧阳克和杨康太闪瞎眼了            
(NA)	 全看袁弘的杨康了。每次看见林依晨都想哭天抢地。胡歌长得太聪明了，不适合郭靖。刘诗诗靠谱，觉得比刘亦菲好看。            
(NA)	 袁弘俨然成了儒雅公子哥专业户            
(NA)	 可怜的杨康啊。。你这么苦逼的原因就是你不是男猪脚。。            
(5星)	 之前没怎么期待 越看越喜欢 郭靖黄蓉塑造得都挺不错的 有那个精气神儿哈 配角也比较出彩             
(4星)	 张纪中拍得最贴近原著，可是就是不好看            
(4星)	 四位主演还是都不错的～            
(4星)	 杨康再聪明，也敌不过郭靖的狗屎运            
(3星)	 （6.6）我是不是开始无聊了。。= = - 6.5 郭靖黄蓉这边倒还是蛮符合原著的，但杨康穆念慈那边就改编得未免太大了，另外欧阳克根本是个深情的大好人啊。。。这个郭靖给人的感觉还是在装呆卖傻，黄蓉太乖巧不够邪气，杨穆倒是郎才女貌。。。场景是很不错，但一些特效真的太垃圾了，坑爹啊。。。- 7.23            
(3星)	 蛮好看额            
(4星)	 我挺喜欢这版射雕的。            
(3星)	 内地也算有一版能看的了……   刘诗诗的武打好美！            
(4星)	 啊，林依晨！            
(NA)	 我实在对林依晨喜欢不起来= =            
(3星)	 还是改得乱七八糟，不过最帅的杨康跟黄药师啊~小王爷啊小王爷            
(3星)	 喜欢欧阳克~            
(3星)	 唯一贡献了一个欧阳克~~            
(3星)	 靖康神马的才是王道啊！！！！            
(4星)	 黄蓉、完颜洪烈、东邪，这几个喜好，其他的忽略            
(3星)	 当翻拍越来越多我们也就越来越苛刻。林依晨的黄蓉俏皮够却总觉得少了份灵气。此版配角算养眼。            
(4星)	 至今硬盘里还有..            
(3星)	 其实还不错 至少比周迅李亚鹏那版强多了            
(3星)	 有点脱离原著，但拍得还不错            
(3星)	 这版里的欧阳克是那种“男人不坏，女人不爱”里的坏男人。            
(4星)	 非如此不可            
(4星)	 林依晨版的黄蓉            
(3星)	 选角一般。差强人意。            
(4星)	 情感戏太多，但改动的地方很有创意。给四星            
(3星)	 回想当时和媛媛姐一起窝床上当喜剧片看的情景 好生欢乐啊            
(5星)	 经典的小龙女!!!            
(4星)	 画面漂亮（电视高清），武打花哨，情节紧凑，就是有时有点衔接交代不清..            
(4星)	 为了依晨看的，拍得其实不错            
(4星)	 我最喜欢林依晨的黄蓉造型了，简直是为这角色而生的。            
(5星)	 小白演的都好看O(∩_∩)O哈哈~            
(4星)	 偶像剧版            
(3星)	 家庭伦理剧风+偶像剧风的金庸同人作品（也就是说，控原著的看了会被雷死），片尾曲有几分feel            
(3星)	 完全冲胡歌和林依晨去的            
(3星)	 50            
(NA)	 袁弘哥哥赛高！小林版黄蓉深得我心！！！刘诗诗的穆念慈传神啊！！！选角不错剧情抽搐，表演有待精雕细琢，嗯。唐人的选角每次都还不错，唐人是好公司。            
(NA)	 為了看老袁，我連最不待見的林依晨都忍了...= =楊康那個迷死人了！！！            
(5星)	 两个女人不错            
(3星)	 快进着看完了，没想象中拍的那么烂，碰到靖哥哥和蓉妹妹自行跳过忽略，喜欢杨康和欧阳克，            
(5星)	 好看！            
(3星)	 靖康～            
(3星)	 两主角，爱            
(4星)	 杨康都开始入眼了            
(3星)	 还可以，比李亚鹏版强，刘诗诗似乎还真是很少笑啊，林依晨的黄蓉还可以但少点感觉，谢娜的华筝实在是一般，看着就讨厌，唉……            
(2星)	 烂 看到胡歌就烦            
(1星)	 欠揍            
(3星)	 正在看，凑合            
(3星)	 这个。。。恶吻里的傻妞咋变成冰雪聪明的蓉儿啦            
(3星)	 赤裸裸的武侠青春偶像剧。            
(4星)	 改编害得我讨厌死穆念慈            
(NA)	 谢  娜 饰 华  筝 扮相不错!这个版比周讯版本好看多了http://video.sina.com.cn/tv/zt/08sdyxz/            
(4星)	 消磨时间的武侠剧，养眼            
(3星)	 看了这般还真不讨厌林依晨了。            
(2星)	 很无聊欸。胡歌一点都不像郭靖啊。某林也很丑。剧情也改的乱七八糟。            
(2星)	 林依晨你给我去死- -            
(4星)	 讨厌华筝 就是喜欢蓉儿 蓉儿太好了~            
(4星)	 给四星是为了片中的一众帅哥～            
(3星)	 有些地方不免过于言情，总体还不错            
(NA)	 这个蓉儿..- -.            
(4星)	 好看讷好看讷~~一直超喜欢依晨，本来还怕她演黄蓉会有一点怪的喏，可是演的好好啊还有胡歌，真帅啊~就喜欢这个型的。郭靖就是又傻又帅。可爱啊^^            
(5星)	 农民点的说。这是我第一次看金庸大侠的作品。so 给5星             
(5星)	 不是经典，胜过经典。            
(2星)	 反正我不喜欢            
(4星)	 其实我主要是看美女来的。            
(5星)	 这是我看过的最好的版本了。整体制作有如此水准真的是很难得啊。节奏很好。            
(5星)	 偶像到底吧~            
(4星)	 还行，不过我实在是看不完了- -反正情节咱都知道！这部里的反角很出彩            
(3星)	 诲淫诲盗            
(3星)	 改编的不错的翻版，最喜欢欧阳克。李解的演技与魅力真没的说。黄蓉太差了。            
(NA)	 胡哥演得真好！黄蓉真可爱！欧阳克感觉听好的！啊，太好看了...            
(4星)	 偶像剧版射雕            
(NA)	 此版里最爱杨康和穆念慈            
(4星)	 还不错            
(3星)	 小黄蓉，俏郭靖，雷特技...            
(NA)	 绚烂的东邪先生...            
(4星)	 除了色彩的感觉不太喜欢，真的很不错了~            
(4星)	 意外的发现这版还不错            
(NA)	 加入了更多人性的因素，但结局太过拖沓。。。            
(NA)	 囧片            
(3星)	 少女情结了点，言情了点，把原著改得厉害点，台词囧了点，不过本着养眼和娱乐精神总体尚佳。看到中前部分有段情节拖沓空洞，沦为无聊至极的言情偶像剧，以为后面也会如此所以看不下去了。还好有金老爷子的剧情撑着，怎么都难看不了。编剧比较有心，能看出加了很多自己对原作的理解和思考，个人觉得不错。黄秋生的黄药师好有味道~~个人认为是最有原著风骨的东邪~~喜欢呐~~。。。-_-|||  比较喜欢李解（欧阳克），在这里一般，当年张大胡子雷倒众生的笑傲里他的林平之极出彩，看好。            
(4星)	 很好看很好看呀！            
(5星)	 每个人都有可圈可点的好来，除了铁掌帮的那2个双胞胎。            
(4星)	 很想打5星，算是4星里面最好的一个吧，呵呵            
(3星)	 故事简直是原创了。好在蓉儿俏，靖儿憨，克儿痴，念慈靓，四大高手也是性格各现，算是人物尚可吧~插曲不错            
(NA)	 就看了杨康和穆念慈的部分嘿嘿因为袁弘的古装造型是在太帅啦吼吼吼            
(1星)	 这部垃圾片 不是武侠 是偶像剧!            
(3星)	 看看，比较一下~            
(4星)	 除了黄蓉，其他的都很喜欢，女主角应该更美一点的            
(5星)	 侠之大者，为国为民。要做个有情义的人。            
(5星)	 好看呢            
(NA)	 康弟啊，，            
(NA)	 居然被感动的一塌糊涂            
(4星)	 不比前几个版本差            
(NA)	 偶绝对是冲着可爱的林依晨才看的，觉得她的形象气质特别适合演俏黄蓉！            
(2星)	 把射雕拍成仙剑了....囧死我算了....            
(NA)	 当重读完&lt;射雕&gt;，再看这部剧，其实拍得挺好的，尤其是“见龙在田”、“亢龙不悔”～～“好逑汤”和“二十四桥明月夜”...            
(4星)	 这是一部颠覆传统 但是很出彩也很深刻细腻的剧集 算是翻拍的经典！            
(2星)	 射雕英雄传不是这样地。5555电脑特技还超烂，演员演的也超烂~            
(NA)	 郭靖不傻 杨康不帅            
(4星)	 很久没看原著了，也不知道是编剧改得多还是我忘得多，印象里的故事情节似乎还没有电视里的饱满。看完书，我记得我讨厌欧阳父子讨厌杨康，但看完电视，觉得人都是有血有肉的……边看边记了一点语录：李萍：做好事 睡好觉 不长疮长春子对小郭靖说：“足尖开始放松……你辛苦一天了，也该好好的睡一觉”（瑜伽呢？还是催眠呢？）黄蓉：再服几颗九花玉露丸，保管他长命百岁，一生品德高尚。黄蓉：你要娶别人，我就嫁别人；你心里只有我一个，我心里也只有你一个。洪七公：失节是小，饿死是大洪七            
(5星)	 最好看、最値得看、最令人感動的武俠連續劇            
(3星)	 欧阳克很帅....            
(3星)	 一颗给林依晨……这个剧本改的比较糟            
(4星)	 胡和林演的还是很不错滴，大家不要对该剧有抵触情绪啊，看看吧，挺温馨的。            
(NA)	 里程碑意义的天雷。看完这个再看TVB都觉得好正常好自然好有演技哦~            
(2星)	 胡歌。。。好。。。            
(4星)	 青春偶像版的这部还是不错的，总归要比某张大胡子的要好！虽然其中两个人的形象改动很大！            
(4星)	 看得泪流的武侠剧。            
(3星)	 老套的剧情            
(2星)	 唐人毁人不倦            
(NA)	 胡歌好帅~            
(5星)	 还是不错的，主要还是整个情节好。让我又想再看遍原著了。             
(3星)	 这电视剧的水准比我想象的好多了,就是台词脑残了点            
(5星)	 暑假看完，不想多评论，只是想说，很好            
(4星)	 大陆能拍出这样的武侠很不错了，虽然虎头蛇尾            
(3星)	 看不下去了            
(3星)	 偶像剧而已。。。            
(5星)	 我看过的最好版本的射雕            
(4星)	 其实蛮好看的……            
(2星)	 冲着射雕的名号，又上一次当            
(4星)	 还可以            
(3星)	 应该说拍得很好很好，但是，就是不喜欢看。当然，剧情都很熟悉了，也就没什么看头了。。。            
(NA)	 刻骨铭心            
(4星)	 NC版，偶像版。不过的确能看得下去。林依晨是有演技。            
(NA)	 看到25集            
(4星)	 还不错了，至少跟某些装腔作势的sb大胡子拍出来的相比。            
(4星)	 当然不及经典，却也有另一番风味~            
(3星)	 谢娜同学还是比较雷人的总的来说，比张大胡子强多了            
(4星)	 这剧集拍的太多 不过胡歌版的还是不错的            
(4星)	 杨康的结局改变了~~            
(3星)	 越看越有劲            
(5星)	 很好的改良版~            
(5星)	 喜欢的演员，终于不是张纪中拍了，庆幸！            
(3星)	 比较忠于原著            
(4星)	 比央视版好看许多            
(4星)	 这版的欧阳克真是可爱呀！！！            
(3星)	 这一版的演员很漂亮，剧情很颠覆。射雕射雕，黄蓉成就了郭靖，穆念慈黯淡了杨康。女人除了美丽和善良，还需要灵气和智慧。            
(4星)	 黄秋生-东邪 李解-欧阳克，完美诠释啊！            
(4星)	 靖哥哥人品一流            
(4星)	 力荐哦。改得很好看，感人。            
(5星)	 我爱林依晨！            
(4星)	 林依晨还蛮可爱的            
(5星)	 其他都很好，只是剧情有漏洞，且不连贯，小遗憾~            
(4星)	 射雕英雄传            
(5星)	 啧啧不错捏。。。            
(3星)	 金庸快餐剧，相比张纪中的那不镜头感还不错，相对比较流畅！！毕竟导演tvb出身！对白很白痴！            
(3星)	 射雕之靖蓉不是主角             
(4星)	 抛开83经典，这版还算顺眼~            
(2星)	 电视剧是靠对话混饭的，但这个台词很混乱。七怪和老丘对殴的一段雷到几乎不能忍。谢娜出场让人濒于崩溃。看到03版哲别立起眉毛在这里演铁木真，彻底受不了了。于是没能等到传说中的表现较好的杨康和穆念慈。            
(4星)	 神雕拍不了，都改乱了            
(5星)	 情感描写较重            
(3星)	 继续看了不少...发现...无敌喜爱欧阳克啊！！！            
(4星)	 十分好看             
(5星)	 实在是有吸引力啊~            
(4星)	 郭靖太帅,黄蓉太包.关键是欧阳锋太搞笑!            
(3星)	 改的太匪夷所思            
(5星)	 每次重看都觉得热血沸腾            
(4星)	 让人欢喜的成果。大胡，加油！            
(4星)	 纯粹喜欢林依晨聪明的样子。演技很好，找不到袁湘琴的痕迹了。            
(3星)	 林依晨和胡歌主演的，最近一直在播，总之还是比周迅李亚鹏演的好看66倍。83版的还有朱茵张智霖的就大概好看666倍吧            
(5星)	 晨蓉儿太可爱了            
(4星)	 为了杨康重温 结果...我的克克啊T^T            
(2星)	 荷尔蒙过量以至于不知所云的电视剧，走得和Twilight那种下三流爱情片是一路功夫。            
(1星)	 改编你妹啊，自作聪明。。            
(4星)	 真是偶像剧版本的射雕。。。胡歌每次演电视剧开始不是傻子就是流氓，到最后都一脸沧桑样。。。            
(5星)	 天天熬夜看完的            
(NA)	 杨康怎么这么喜欢给人洗脚            
(NA)	 射雕英雄传不管是哪个版本 貌似我都看过。            
(4星)	 我是真的觉得比想象中的好看，七公和周伯通真是一对好基友啊~            
(3星)	 狗血            
(3星)	 还行啊~            
(4星)	 其实这部拍的还可以，至少比李亚鹏版本的好多了。林依晨是除了翁美玲外演得最好的黄蓉了。胡歌也仅次于黄日华，把郭靖的执着诠释得不错。这部就是场面小了一点。            
(4星)	 老胡~~            
(3星)	 最好看版穆连慈            
(5星)	 没想到这版欧阳克很帅。。可是他却不喜欢黄容            
(4星)	 一直都觉得这部还不错啊            
(3星)	 有段时间电视上老播            
(4星)	 就是萌胡歌，关于感情的部分改编的过于拖沓，在几场重头戏上倒是可圈可点，对于杨康结局的改编接受无能，部分台词为什么那么雷。。。            
(4星)	 好想把金庸全套精装带回家！！啊哈哈哈哈哈哈哈~            
(4星)	 唐人的古装剧制作都很精良，蓉儿比我想象中好，但不喜欢胡歌版的靖哥哥。剧中的杨康和穆念慈一对儿很喜欢~            
(4星)	 说真的，唐人的制作功底确实强            
(3星)	 不错            
(4星)	 後期的郭靖造型好帥。歐陽克與完顏洪烈被塑造得很飽滿。歐陽鋒最後成了老頑童。楊康……一聲歎息。有當初看顧惜朝的感覺。            
(2星)	 林依晨一副傻样演起戏来只会一个表情，搞不懂导演怎么选的演员            
(4星)	 喜欢此版欧阳克和完颜洪烈；TR的特效还是一如既往地没诚意呐。            
(5星)	 这是最爱的金庸作品。郭靖没那么傻，黄蓉没那么怪，喜欢林胡组合。另外好多明星真养眼。大爱大爱啊            
(3星)	 too diverse from the original            
(5星)	 袁弘 袁弘 袁弘 袁弘 袁弘 为了袁弘 再看！！！            
(5星)	 这也比央视拍的好太多了，杨康本来就是坏人，他只是没有选择没有运气。我觉得这里的杨康很真实。            
(4星)	 我觉得挺不错的哈……果然83版是我爹爹的菜，我俩互相理解不能。            
(4星)	 还在学校的时候看过这个。。。胡歌演的蛮好的O(∩_∩)O~。。傻兮兮的。。唯一想吐槽的是谢娜。。怎么看怎么违和- -            
(4星)	 林依晨很可爱啊！            
(1星)	 太烂了太烂了好么！！！林依晨的黄蓉太丑，胡歌的郭靖太装！！！剧情太二！！欧阳克居然喜欢的是穆念慈不是黄蓉！！！            
(3星)	 所有的射雕版本我都是要看的，over。            
(3星)	 剛開始，我還挺喜歡楊康和穆念慈的，但是越看越討厭他們，特別是一個傻逼加一個小人逼死歐陽克的時候，我徹底吐血了！            
(3星)	 英气有余，侠气不足            
(3星)	 至少好过李亚鹏版的郭靖            
(4星)	 说句大实话：我有一颗星是给老袁和刘诗诗打的。最帅的杨康            
(3星)	 我承认我就是去看漂亮脸蛋的，剧情演技神马的就算了。            
(1星)	 个人感觉糟糕透顶！            
(2星)	 不过依然感谢这部让我认识了老袁~            
(3星)	 林依晨。。我擦。。            
(3星)	 额。。。胡歌不适合这个。。            
(4星)	 84版以后最好的一版黄蓉郭靖            
(4星)	 洪七公 完颜洪烈 黄蓉            
(4星)	 当时还满心期待的，我承认有点烂。那是出于扮相，出于娃娃脸，但是演技还是好的啊。加上林依晨天生不是很快热的人。所以，这是个有沉淀的黄蓉。            
(5星)	 林依晨演 很好            
(3星)	 完全就是个言情剧            
(4星)	 算是内地翻拍较好的一部。片头曲很多好听            
(3星)	 阔怜的饿胡歌都出车祸了。。。。现在才喜欢老袁啊、            
(4星)	 我觉得黄蓉好可爱 啊哈~థ ౪ థ            
(4星)	 我觉得林依晨演的蛮好，胡歌演技没啥说的，就是真的瘦的寒碜。虽然剧情改的面目全非，但也还算能接受吧。            
(4星)	 各种萌！杨康变帅了~欧阳克伤不起……            
(1星)	 毁我经典            
(4星)	 实在太喜欢他们俩了            
(5星)	 歌晨党飘过~！~             
(NA)	 我真的很喜欢            
(2星)	 林依晨演得比想象好。但是还是少还是少还是少哇。。。。。            
(3星)	 还。。。好吧。。。。            
(2星)	 为什么 画面会是那样， 他两个不适合演这类电视，  这部给那些花痴看还行            
(5星)	 作为一个武侠迷，我是真心觉得这版好看，就算83版再经典，即便这部跟书里出处很大，美化了杨康和欧阳克，可也算是个超越吧。每个人都演的好，尤其是黄秋生的东邪。不管怎样，从此剧打破了张大胡子对金庸剧的垄断而言，它已经很有意义了。张大胡子的武侠风景记录片实在是受不了。。            
