http://movie.douban.com/subject/4935039/	新还珠格格
(1星)	 分我都不想给啊~            
(5星)	 一定要给五星 不能只闪瞎我一个人的狗眼            
(1星)	 这片子不打一星，就浪费国家钱财了            
(1星)	 翻拍的意义在哪里？之前我错了，原来特型演员比脑残剧情更要命，也就夏雨荷能洗洗眼了。有芒果这样烂台在，中国电视没救了            
(1星)	 小燕子严重模仿痕迹，五阿哥和外国人称兄道弟；紫薇格格不那么美丽，金锁演技无能为力；皇上的范儿太随意，皇后的范儿太TVB；容嬷嬷米有了霸气，夏雨荷勾起了偶们地回忆。            
(1星)	 琼瑶阿姨，老了。台词不行，选角不行，改的情景也不行了。阿姨，跟您商量个事儿，要不，您还是给我们留个美好的回忆，以后就不要出来瞎晃晃了呗！PS:芒果台是恶俗的收视率高手，给弄点有质量的行不？演员，小燕子的媒婆痣，紫薇的法令纹，金锁的肉脸，还有男主的各种锥子脸。神呐，救救我们吧！            
(5星)	 你们怎么可以打一分啊混蛋！！！！！！！！！！！！！！！！！            
(1星)	 太可怕了！            
(1星)	 我本不想看，因为我知道肯定会被雷，无奈天天宣传的到处都是，点开了，无语了。如果我可以，我一定会给新《还珠》发个“雷神奖”。            
(4星)	 没那么差啊 看得到诚意 有当年的感觉            
(1星)	 燕子卖伞哄抬物价，消费者来讨公道，反倒被她揍了一顿，这什么扭曲价值观！！            
(2星)	 哈哈哈哈，搞笑死了。小燕子啊尔泰啊斑鸠啊都还好了。无聊看看降温的。。。无聊死了，不看了            
(NA)	 这一次，我坚决支持皇后和容嬷嬷干掉漱芳斋的那一群二货。（围脖上的这句话果然说的好啊。果然挑着看了几集后就坚持不下去，弃。            
(1星)	 不是什么旧的先入为主啊，是新的真的很差啊，演的太假了            
(1星)	 这评分也太高了点吧            
(1星)	 去死！！马不停蹄地去！！！            
(1星)	 大家看过的都自戳双眼吧。。。            
(1星)	 是真的有看過(￣▽￣&#34;) 囧瑤大媽認為真性情就是2貨~就像她當年做了小三就認定所有小三都是真愛一樣╮(╯-╰)╭ 我只是詫異，老燕子她一民間賣藝的，居然能那麼快擺脫自卑心理到處興風作浪。整一個豬嫌狗不愛的刁女宮廷找抽記。            
(1星)	 卧槽紫薇和小燕子也忒苦逼了吧 还有皇阿玛你是在卖萌么 特么找些年轻的演员就这么难么 还有那班啥的 轰轰烈烈的三角恋有必要么亲 烂片之中的战斗机啊亲！            
(5星)	 还是力荐吧！毕竟这些帅哥美女表演不容易啊！最喜欢电视剧里的王今铎、李佳航、张航睿等人，真的好帅啊好帅啊！！！            
(1星)	 才看了一集 我怎么觉得紫薇比小燕子还坑爹- -            
(1星)	 如果有0颗星就好了。。。            
(2星)	 当年的还珠在如今看来已然成了一部经典，如今的这部翻版不知道为什么会选这些演员？除了眼睛大，还剩下什么……            
(1星)	 特么谁居然给五星....我只好平均一下五毛党的分数.            
(1星)	 大家请看第一集，亮点有紫薇的斗鸡眼和小燕子的体操技巧。有请小燕子代表中国队参加2012年伦敦奥运会体操项目，高低杠和平衡木。            
(1星)	 皇后娘娘，整死这一群妖孽吧！我真心的！！            
(1星)	 这可以算是琼瑶剧有史以来选角最失败的一部！            
(1星)	 挤掉步步惊心。。。还98集。。。            
(NA)	 80集。。。簡介真是寫的給力不掉雞皮疙瘩哈。。。            
(1星)	 一星给苦逼的皇后凉凉            
(1星)	 脑残            
(NA)	 尼玛啊居然还有在北美的上映时间！！！！            
(3星)	 其實這個小燕子也不是不能接受，其實福家兩兄弟真是不錯，其實皇后我比較喜歡這一版的。            
(1星)	 垃圾，垃圾，垃圾，垃圾            
(1星)	 看了一集我就倒了            
(4星)	 是我的就是我的，放走了还会回来；不是我的，强求也没有用。            
(1星)	 智障儿童励志片            
(1星)	 可以给负分么？看了几分钟立马换台，一边擦拭着嘴角吐出的血迹。。。            
(NA)	 评论太苛刻了吧。            
(1星)	 没看过就能想到多恶心            
(NA)	 紫薇好像盲人……            
(1星)	 瞎了狗眼            
(1星)	 琼瑶你脑子是被门挤了吗？？？一星还是他们看着林心如的面子上给的！！！还有紫薇你的斗鸡眼是怎么搞的！！！招风耳是遗传谁的！！！！！你回忆你妈的时候没有觉得自己很丑很没脸吗！！！！！            
(5星)	 根本就没那么差，你们到底想肿么样。坚决五星。            
(5星)	 还可以吧，比想象中要好很多，毕竟不是一个时代了，我们应该用客观的眼光看问题，不能只看剧照和片花，就把一切否定了。            
(1星)	 一个个都木有原版的有灵气啊            
(1星)	 为什么最低一颗星，可不可以給负的五颗星啊！！！！！！            
(1星)	 看了一集就不敢看第二集了啊尼玛！！！            
(1星)	 感叹又要捧红一个金锁咯。那个紫薇各种吐嘈不能啊，牙齿不好，耳朵像如来，脸很黑也就算了，手粗的像个男的，永远都是一副苦相，有木有，吓死人了。紫薇，夏雨荷喊你回家吃饭            
(1星)	 脸盲症的梦魇啊！！！            
(1星)	 等了一辈子、盼了一辈子、怨了一辈子、想了一辈子，却仍然感谢马桶台，让我有这个可等、可盼、可怨、可想的挫B电视，否则，生命就会像是一口枯井，了无生趣！             
(1星)	 怎么说我也看过40多集…通过这40几集我总结出来的结论就是：主演是邱心志和邓萃雯。另外我想对皇后娘娘说：求您坚挺起来，弄死漱芳斋那群妖孽！            
(NA)	 其实还满欢乐的 = =            
(4星)	 其实也不是太难看啦 我觉得挺好的嘻~            
(3星)	 讨厌你们这些看都没看就乱评分的。            
(1星)	 听见小燕子的声音简直想吐。。。            
(1星)	 这个评分实在啊，其他网站全是第一？芒果台太不要脸了，百度贴吧里面全是枪手，还不让我说真话，各大网站拼命给新还猪这种烂剧刷点击，真J8贱，这种烂剧给1星还嫌多了。            
(1星)	 人类已经不能阻止这帮妖孽了！！！            
(1星)	 为了最低分专门来评论的。。。去死吧，芒果台，NND，为什么那么多NC喜欢看呢，很不解啊            
(NA)	 醜人大集合！            
(1星)	 一星，请此片与芒果台共勉            
(1星)	 是享受“沁人心脾”的夏天的必备选择啊            
(1星)	 我能说话么·····能说话·····无力吐槽。我还是看老还珠吧····豆娘希望可以出拍砖系统···一星不足以表达我的无力···            
(1星)	 为什么？为什么？为什么没有负分啊！！！！！！恐怖电视剧新高峰、毁人不倦 ！！！！！！！琼瑶奶奶，您告诉我，一个破碎的我，如何去拯救一个破碎的你？！ 经典，尼妹 真的伤不起啊！！！！            
(1星)	 请皇后容嬷嬷顺应民意，拯救电视机前的无辜百姓吧            
(1星)	 尼玛啊！这部戏咋就两个正面角色，谁能告诉我结局是不是皇后和容嬷嬷以寡敌众、惩奸除恶、大快人心了？            
(1星)	 弄一复刻版的 还演的这么挫 有意思嘛= =……            
(1星)	 尔康说英文的刹那我受精了            
(1星)	 情节各种奇怪……人物各种奇怪……童年被糟蹋了……            
(1星)	 连着看了好几集了~~小燕子扣一星，紫薇扣一星，容嬷嬷扣一星，五阿哥和金锁加起来扣一星~嘿嘿留一颗吧。。。            
(1星)	 期待成为豆瓣第一低分剧～            
(1星)	 这是一个很好的喜剧片。那些打五星的人到底什么阴谋啊！            
(1星)	 有没有零星的评价？？？为什么最低还得给一星？？？？？豆瓣改一下这个设置吧。我觉得翻拍这个剧完全就是吃饱了撑的，钱多的没地花，有钱先想想灾区孩子什么的，比一边拿着遥控器一边蛋疼有意义多了！！！！            
(1星)	 冲着小燕子那做作的气音干笑和紫薇的斗鸡眼傻逼演技，我还是决定给一个星的。            
(2星)	 我是来看大家吐槽的~            
(1星)	 老子喔，，，，眼泪不得干！真的很怀念初中看还珠的情形            
(1星)	 為什麼都長得那麼醜。。。我只是來看雯女的，一星給她~             
(1星)	 再多的槽都不够我吐~~~~            
(1星)	 怎的一个差字了得            
(1星)	 来给个分嘛~ 亚洲恐怖电视剧新高峰             
(1星)	 世界上已经没有什么语言能够形容这片子了。            
(1星)	 为啥女主角都长得那么像呢？金锁明显比紫薇漂亮，那个小燕子和赵薇版的根本不是一个档次，以为弄个洋人出来就创新啦？紫薇故作虚弱，小燕子假惺惺！五阿哥呆头呆脑。唉！芒果卫视，您老就饶了我们吧！坚决支持原版！你爱咋咋地，要头一颗，要命一条！            
(1星)	 旧还珠的每个演员都比新的好  连柳青柳红都是            
(1星)	 我可以点看过吗？因为不会再看下去了。ps 紫薇长得好像悠嘻猴，不忍多看。个人觉得金锁比格格们好看啊。声音做作，配乐也烂。。群众演员就别提了。            
(1星)	 尔康你怎么可以这么丑！！！！！！！！！！！！！！！！            
(1星)	 恶心的不能再恶心了，有必要拍新的么？那些打五星的都是托儿吧！！！！            
(1星)	 亚洲恐怖电视剧新高峰            
(1星)	 有半星么            
(1星)	 哈哈哈，一群歪嘴的戏            
(1星)	 嗯，亚洲恐怖电视剧新高峰            
(1星)	 光看选角就知道制作方想要新燕子按老燕子的模式来演了，所以从最初策划就是失败的。ps这片还要在北美上映啊尼玛。。别出去丢人现眼好么。。。            
(1星)	 于是还是怀念赵薇的。那位紫薇，还能再呆一点吗            
(1星)	 透过亚洲恐怖电视剧新高峰这个标签，姐明白姐不是一个人！！！            
(1星)	 为毛还要在北美上映！！！！！！！！！！！！！！！！谁批的！！！！！！！！！！难道国外没有影片审查标准么！！！！！！！！            
(1星)	 我觉得他们让我失望的最大原因是根本就没有尽全力。无论是从选角上还是情节安排上，都有种为了利益敷衍了事的倾向。真的，我感受不到一点翻拍的诚意。            
(3星)	 还没看就给评一星的，都他妈傻逼。看都没看呢，别人起个头儿说恶心，你就跟着一起吐了。要我说，新还珠和旧还珠一样栏，一样狗血，但还不至于评一星，他们的差距也只不过是一个原创，一个山寨。豆瓣的评分就是被你们这些人给搞坏了的。            
(1星)	 建议豆瓣增加0分选项，谢谢。            
(5星)	 力挺。说不好的 去死吧 ，嫌不好 别看 用你们在这 B B B B  啥。            
(NA)	 一集。晴儿跟金锁看得挺顺眼。            
(5星)	 五阿哥好帅啊            
(5星)	 喜欢海陆，喜欢新还珠。            
(5星)	 挺好看的，算是现代版的还珠格格把，虽然很多人不喜欢。。。我事挺喜欢看的            
(2星)	 这演的不是小燕子，是赵薇啊…            
(1星)	 亚洲恐怖电视剧新高峰  我一点也不敢看呀 给五星全你妹的是傻子            
(1星)	 很成功的让我通宵看老还珠了，以前暑假常抱怨一放假就播还珠，今年才知道，那是多幸福            
(1星)	 为低分努力。            
(1星)	     亚洲恐怖电视剧新高峰  哈哈哈哈哈哈哈哈哈哈 来凑豆瓣第一低分的~            
(1星)	 看了图片就不想看了。            
(1星)	 如果不是为了碎门 我才不会看呢 哼！            
(1星)	 长的不好，只知道学外语的，只能跟班杰明一样去国外演小丑了            
(1星)	 做尼玛的正版呀！这种电视剧做做盗版写真集不就好了么！劳命伤财呀！            
(1星)	 难得一见的烂电视剧，大家要分外珍惜            
(1星)	 張益達和李晟在戲外搞在一起了........老燕子你放開我的益達!!            
(NA)	 拿来找乐子的。            
(1星)	 各种受不了            
(1星)	 简直无力吐槽            
(4星)	 这个分数是给结局以及期间一些补完剧情的。三部合一，取长补短，各人物性格饱满很多，非常流畅。结局非常好。忠与孝，自由与束缚，爱与责任，童话与现实。难以两全的世间，结局给出一种折中，已难得。吐槽点是紫薇太丑，燕子不太会念台词，以及有些剧情的过分冗长。主题依然是琼瑶本色的：人间有爱。            
(1星)	 演的是赵薇还是小燕子啊，紫薇潜规则了吧，还不如什么明月彩霞宫女的呢。            
(1星)	 我怎么看紫薇都不像人啊。- - 不是猴子就是老鼠！ 小燕子尼玛的不是媒婆是啥？ 阿哥们都傻傻分不清楚！ 皇后啊~容嬷嬷~虐死他们吧！！！！！！！            
(1星)	 从来没有一部电视剧，第一集就放弃了            
(2星)	 为什么五阿哥是锥子脸？为什么尔康是猥琐滴张益达？为什么紫薇的脸让我觉得这部剧是来黑她的= =？为什么小燕子你们台词功夫那么差我以为你们是从新红楼里出来的你们背台词啊？？！！            
(5星)	 其实客观讲 还是挺不错的 老还珠看了那么多遍的确得来点重口了 大多数打分的都没看过把             
(1星)	 一分，只给林心如            
(1星)	 。。。强烈的违和感，深刻到让我频频有想吐的冲动。此乃芒果台雷人之最了。我说你什么不好拍拍还珠格格，这样一对比当年真的是经典之作了。以前一直觉得赵薇太傻太疯，突然惊觉有一种东西叫灵性。一直觉得林心如太弱太没用，突然惊觉有一种东西叫柔中有刚。当年全民偶像永琪居然成了太监娘娘面瘫脸？            
(1星)	 感谢这些给我们带来欢乐的人            
(1星)	 看了剧照底下的评论才是亮点！晃瞎了我了简直！            
(1星)	 主子不如奴才            
(2星)	 看了个开头我就觉得自己手贱了。。。            
(2星)	 台词真是……无力吐槽。            
(1星)	 極品！人間極品！我沒勇氣往下看了。            
(1星)	 可以不打星麽。。            
(1星)	 坑爹形容不为过。            
(1星)	 好一个奇女子啊。。看见紫薇的脸就想抽打啊！            
(1星)	 髮膠交流協會.一分給皇后!!!!!!!!!!!!!!!!!!            
(1星)	 我要用中指戳爆芒果台！            
(1星)	 队形            
(NA)	 这不会是还珠格格下一代吧            
(1星)	 主角一点辨识度都都没有。83年的快三十岁的老燕子来装纯。。紫薇更挫，又黑还对子眼，永琪脸蛋比马脸还长。哎。。有零分没有啊。想给零分。            
(1星)	 我到要看看这部片子收视率能有多低            
(NA)	 不管怎么说，我还是看完了。我真棒。            
(1星)	 还珠格格之湖南台走向人民骂声的新高潮 ！            
(1星)	 亚洲恐怖电视剧            
(1星)	 求皇后娘娘整死这群二货            
(1星)	 就连听声音都想砸了电视啊            
(2星)	 怎一个哎字了得            
(NA)	 我居然一集不落            
(2星)	 他娘的，老子看完了呢，终于看完了呢！！！善始善终有没有！！！意志钢铸有没有！！！握拳挥泪龇牙咧嘴有没有！！！@咘呤崽要吃遍美食 @活泼好动小磊君             
(1星)	 看了5分钟 本人已雷死             
(NA)	 在没有美剧看的日子里我蛋疼的追完了 连吐槽的力气都没有了 全剧给我印象最深的不是别人而是桂嬷嬷 这个桂嬷嬷比容嬷嬷抢镜多了 天天跟个老鸨一样 我实在没办法忘记您。。。            
(3星)	 我对自己坚持看完了这98集的雷戏表示佩服，但不得不说那潘杰明，邱心志和邓萃雯都演得很赞！            
(3星)	 我汗的是我居然在这么紧张的时刻跟剧！！！！！剧情还好吧。从大概三四十集的地方跟到结局。琼瑶奶奶有句话说的好，我没想超越第一版。尽管大致剧情相同，但是传达的东西还是不同了。第一版就是情情爱爱了，这一版还有某些思考，例如对自由的追求，对爱情的忠诚。某些情节还是蛮感动的。            
(3星)	 其实没有那么差。            
(1星)	 恐怖片            
(1星)	 尼玛不要再各种宣传了！！！打一星纯粹是给林心如面子！！！！！！！！！！            
(NA)	 在台湾每天晚上的乐趣就是看雷猪哥哥，晴儿倒是真心貌美呀            
(1星)	 不打个一星真的对不起所有人好嘛T T            
(2星)	 经典翻拍。全方面雷点轰炸。节奏拖沓。相对而言，女主丑爆了。            
(3星)	 标签太乐了哈哈哈哈            
(1星)	 我只能说，芒果台一边玩蛋去吧。            
(1星)	 你妈，真恶心。一个死瞪眼睛，一个嘻哈猴            
(1星)	 新手：请问哪里可以找到“真JB烂”的按钮？            
(1星)	 紫薇实在太丑了！！！！！！！！！！！！！！！还我狗眼！！！！            
(1星)	 98集！！！！98集！！！！！意思是说好药等将近一个月才会结束吗？？？？？快点结束啊！！！！我要看步步惊心啊！！！！！！            
(1星)	 你满了，我都溢出来了啊！！！！！！！！！！            
(1星)	 不是吧3分这么高!!!求负分!!!            
(1星)	 紫薇哪张猴子脸。。。。            
(3星)	 拜托，也不必那么损这部剧吧。虽说剧情真的好雷人，跟原著没得比的。不过也要看到新人的努力啊。。            
(2星)	 编剧尼玛每长脑子,怎么编的新版的小燕子这么脑残,智商连小学生都不如.并不是装傻就能显可爱,大嗓门就是江湖义气,只怕是装过了头,只剩傻了.这个剧只剩形式,从构思到选角都是大山寨.服饰倒是比老版精致了不少.但是经典不是光花钱高科技就能拍出来的.            
(1星)	 求皇后杀了她们 以儆效尤！！！            
(3星)	 杀时间必备~放空必备~其实觉得没有那么差，只不过是拍给10来岁孩子看的东西，一群二三十岁的人偏偏要看，还要说人家幼稚肤浅……我记得我最初看还珠格格的时候肯定就7,8岁……要求那么高干嘛~            
(3星)	 如果这不是翻拍的而是老版的，赵薇参演的那部是翻拍的大家又会说些什么呢？如果可以大家试着把你们的有色眼睛摘掉，其实这部剧真的还可以，（虽然我第一次听到小燕子说话也会觉得很假），毕竟是那么多人辛辛苦苦的作品，如果大家不喜欢大可以不看，实际上也没必要进行人身攻击，不是吗?现在需要的不过            
(1星)	 看了一集，真心搞笑吐槽片来着。。            
(1星)	 看了一集，看不下去了。。。            
(NA)	 紫薇是个歪脸，小燕子和五阿哥的下巴安错了，只有晴儿还能看看了。。。最后，可不可以给每个人请一个配音啊= =#看得我吐槽无力袅            
(3星)	 该剧中最赏心悦目的情侣档竟然是尔泰和赛娅。结局太没人性化，班杰明太惨，守护了小燕子那么多年，落得孑孓一身。            
(1星)	 嚇死人喔每個人的腮紅都那麼慎人            
(5星)	 本来海陆的生活照是非常漂亮的，但在新还珠的造型把她给丑化了 而且笑的很不自然。。。            
(2星)	 只得一个班杰明（我居然看完了！）            
(1星)	 克制不住一时手贱昨晚去看了直播档，终于明白这部剧指着它欢乐提神是不可能，因为对老版还是很有情结，看新版只能吐血无力吐槽。正好看到五阿哥表白台词都没变过但是新版未免台词说的太烂烂烂，强撑着继续看到张益达说【夏紫薇很爱很爱很爱福尔康，福尔康很爱很爱很爱夏紫薇】我连滚带爬的去关电视了！            
(NA)	 真希望班杰明和小燕子在一起，而不是五阿哥，还有这里的紫薇真假。            
(1星)	 你们都错了...这是借古讽今啊            
(1星)	 真爱生命远离烂片            
(2星)	 好吧 我不想浪费时间了            
(1星)	None
(1星)	 真心没看过好嘛！！！！真心觉得不给一星对不起自己好嘛！！！            
(5星)	 超级好看！            
(1星)	 谁给1星以上谁有病             
(1星)	 难以忍受。果断弃。            
(1星)	 豆瓣为什么不能打负五星？            
(5星)	 说&lt;新还珠&gt;不能超越&lt;旧还珠&gt;，是因为&lt;旧还珠&gt;是历史，是一部回忆。但&lt;新还珠&gt;不能超越不意味着它不好，它其实也很好，请用客观的眼光去看。至于在剧中找到现代的东西，这不影响剧情的合理性吧？            
(1星)	 为低分作出努力！！            
(4星)	 好吧 承认喜欢李佳航版尔康......            
(1星)	 我纯粹就是手贱啊手贱啊手贱啊，才点开看的。            
(1星)	 一星给贤惠美貌的皇后娘娘！！！！！！！！！            
(1星)	 我承认我手贱，越是讨厌越是关注，脑贱！特么的就是受不了那大龄老燕子内个装萌的声音！！特特特恶心！！！无数雷人的剧情，无数雷人的穿帮，我已经到了承受极限，出于身体原因，我决定一定不会再看了！！！！！            
(2星)	 擦  回家扫了几集  强烈支持皇后灭了紫薇 让明月跟尔康好  堂堂格格比丫鬟还丑！  五阿哥就是以打酱油的            
(1星)	 我真想给她个负五分！！！！！！！！！！            
(4星)	 那些说这部电视剧不好的，请你们看下，也许会改变观点，我承认以前的老还珠是不经典，而往往的翻拍剧都不是很成功，以前的还珠给我我们欢笑给了我们感动，伴我们成长，而这部戏，也给了我不一样的欢笑与感动，所以我希望大家以一种平常的心态去看待他。推荐一下。完全个人评论。            
(5星)	 我很喜欢，虽然演员的演技有些生涩，但是渐渐地都进步了。感情越来越细腻。我们应该学会给别人机会，一味的恶骂显得那些人很没素质。而且比来比去没什么意思的，赵薇是小燕子，李晟同样也可以是呀，之前的版本我也看了好几遍了，现在的我我也觉得很不错，经典是要被超越的，不同时间有一样的经典。            
(4星)	 开始觉得好看了，一开始我也是看不下去，但是看到中间发现已经可以开始看了，而且真的笑了，呵呵            
(5星)	 我喜欢我喜欢喜欢 永燕党啊有木有~~~            
(1星)	 烂烂烂烂烂烂烂            
(3星)	 没有那么不堪啊，我还挺期待小燕子，永琪 班杰明 跟那个谁的四角恋呢            
(5星)	 大家不要先入为主啊！演员演得还好吧！特别喜欢令妃！！            
(5星)	 新剧情新感觉，喜欢五阿哥在新还珠格格中的感觉，我也相信每个演员都非常认真努力的诠释这部戏。无论争论多大，都支持你们！！            
(3星)	 我一天一集看的很欢乐啊            
(5星)	 感谢这部神剧帮我在没有电脑的日子里打发无聊的暑假光阴啊 真的真的很欢乐。。。还有 凭良心说里面的歌还不错。。。。。。。打五星的我真的不是脑残啊！！！！！            
(4星)	 新版的剧情更加丰富了，硬件配备设施很不错；不论演员如何，最重要的是它确实令人快乐~PS.喜欢李佳航，很真诚的尔康，好觉比周杰可爱太多了~            
(2星)	 新版还珠最杯具的地方在于，这种私生子女或者小三进入家门受到原配的敌视或虐待的苦情戏码早已和现在社会的价值观背道而驰了，这是加入再多流行元素也无法挽救的，如果改成恶毒私生女进门陷害原配可能还会有点市场。新版的几个主角演员就更是再加了一把力，把观众的同情心彻底摧毁了。            
(4星)	 擦擦，难道我感官错位了么...为什么我觉得还可以啊我擦擦！！            
(5星)	 真是服了那么多评论的白痴，新拍的片子看都没好好看就开始大放厥词！请问那些一味给差评的XX你们的脑子都锈到了么？一味的把思想定格在13年前，怎么不仔细看看现在新人的努力演出？把电视剧好好看过以后再出来讲话，不要闭着眼睛说瞎话，省得以后发现这部剧真的很好的时候，才发现自己当初说的话有多白            
(NA)	 这么多年还是头回见到如此这般恶评如潮的影视作品，还是那句话：奇葩年年有，今年特别多。            
(5星)	 非常喜欢新版还珠格格之燕儿翩翩飞，不喜欢的都是特么些神经+弱智。呵呵。相信你自己            
(1星)	 亚洲恐怖电视剧新高峰——这个标签简直是太贴切了。可以评负分么？            
(4星)	 还行啊。有自己的特点。没必要和老版比~            
(5星)	 很不错的说！            
(1星)	 演员大家都说遍了，我们说说导演吧。只能说这个导演跟原版导演比，差的不是一星半点。能专业点吗？还有剪辑师！！情节衔接空白，演员不知所云。小燕子跪求五阿哥和尔泰带她出宫的时候，五阿哥就那么直挺挺的看着？五阿哥你到底是不是暗恋小燕子的啊~~怎么一点都看不出来！你这伪的也太好了吧！什么导演            
(5星)	 对这部戏来说，是90后的人来说，是不错的。我也爱看，紫薇我号喜欢你，还有那个金锁的笑真的好美，没看过的人JB在哪里难发字 说哪里不好这里不好，你有种自己去上啊 那个说这部戏不好我 日他妈全家            
(5星)	 还不错啊，后面会更精彩的！用新眼光去看这一部新剧吧！            
(5星)	 不管别人怎么说,反正我喜欢            
(4星)	 其实真的拍得不错，只是我们先入为主，愤青太多，真正看过的很少            
(4星)	 虽然大家都批，但是我觉得拍得挺好的呀~~小燕子好像赵薇的，剧情也很有意思，对比着看挺有趣的。觉得紫薇最开始的发型看起来很像米老鼠~~嘻嘻            
(5星)	 新还珠，超给力!            
(1星)	 一心是给林心如的            
(1星)	 我只是为新低做出自己的贡献。。。            
(3星)	 终于结了~~看了一个多月啊！最后那段还蛮感人的~~比旧格格写的拖沓，不过情节倒是更圆满            
(1星)	 没有最烂只有更烂            
(5星)	 磅礴的气势，精致的制作，所有演职人员近1年的用心，值得所有人肯定。            
(5星)	 顶李晟            
(5星)	 为什么一定要贬人家呢？            
(5星)	 我就是想来打个五颗星            
(4星)	 还不错啦！为什么分这么低……            
(4星)	 比较浮躁，但是若抛去先入为主的不说，这是挺好的一部片子呀            
(4星)	 不管道具多穿越，演员多雷人，这还是琼瑶阿姨的还珠格格，曾经陪伴我长大的还珠格格，多少台词歌词都倒背如流的还珠格格！大几岁和小几岁的朋友你们都不会懂的！每句熟悉的台词里都有我们这代人的感情！红果果的感情呢！            
(5星)	 开始的时候很讨厌的但是后来发现他们都还是在进步在努力而且有一些方面也并不比老版的差反而有很多出彩的地方            
(5星)	 新旧还珠没什么好对比的，新还珠有新还珠自己的特点，旧还珠是13年的经典，超越不了。但是可以换一个眼光看新还珠，不要只看了一两集就做评论。新版很好看，喜欢快乐的人都会喜欢新还珠。            
(3星)	 我也算是抓住青春的尾巴又疯狂了一把。            
(4星)	 很喜欢紫薇            
(5星)	 挺好看的            
(3星)	 真想让皇后容嬷嬷弄死紫薇小燕子……（本来想给两星，鉴于豆瓣某些傲娇受以不断刷一星为乐，还是给加一星吧~~）            
(5星)	 尔康，你还记得爱情公寓的小龙虾吗。。            
(1星)	 希望能一路低走,突破两点.            
(1星)	 恶心巴拉的紫薇，实在看不下去T_T            
